SA2_5DIG16,shortest_time_sec,shortest_time_min
21363,528.633979051695,9.0
21365,606.4162744590983,11.0
21366,540.7914725368669,10.0
21368,342.3889735862436,6.0
21369,671.8907731958762,12.0
21370,531.6983382445293,9.0
21371,190.10420870950608,4.0
21372,270.86791915003886,5.0
21373,275.623686377862,5.0
21374,304.3129001132693,6.0
21375,464.93046036271,8.0
21376,608.0742881135965,11.0
21377,783.270411406775,14.0
21378,1128.7352471200297,19.0
21379,1267.431401886108,22.0
21380,207.44233655770515,4.0
21381,458.8945475897551,8.0
21382,484.64522651097417,9.0
21383,663.4828047427137,12.0
21384,320.6072438837921,6.0
21385,632.6676561636264,11.0
21386,233.48140490871717,4.0
21387,1375.9966498103665,23.0
21388,326.88755010174503,6.0
21389,1486.2307309941518,25.0
21390,577.2640297202797,10.0
21391,531.2319723806664,9.0
21392,504.6546183253176,9.0
21393,1431.6957894736843,24.0
21394,674.7964432284543,12.0
21395,700.0415102575295,12.0
21396,807.2354946663878,14.0
21398,1510.9349798657718,26.0
21399,1177.0768327946928,20.0
21400,409.1100806451613,7.0
21401,984.3776725304466,17.0
21402,180.87116816431325,4.0
21403,420.4173135233475,8.0
21404,237.10993937167,4.0
21405,1102.0620185505425,19.0
21406,264.80757617348337,5.0
21407,473.2636947349111,8.0
21408,1197.7356824731467,20.0
21409,332.85346381663663,6.0
21410,971.2944142362827,17.0
21411,202.51504340962902,4.0
21412,1338.2712244109696,23.0
21413,692.3490759586421,12.0
21414,226.20996845425867,4.0
21415,699.8109230963505,12.0
21416,238.4979034512418,4.0
21417,581.8163595466737,10.0
21418,1262.3296614583332,22.0
21419,692.1424056883271,12.0
21420,862.4234062035023,15.0
21421,247.16428212599217,5.0
21422,363.9661893764434,7.0
21423,1170.7759247027743,20.0
21424,275.69113715813285,5.0
21425,170.88863342434257,3.0
21426,280.21637470409195,5.0
21427,195.76401543817164,4.0
21428,415.4029176658673,7.0
21429,408.2436009212042,7.0
21430,1008.1546512737334,17.0
21431,400.3008741258742,7.0
21432,310.4637419200383,6.0
21433,419.6464647394586,7.0
21434,833.2489868963844,14.0
21435,663.3024036469126,12.0
21436,544.7437406359247,10.0
21437,580.5161717628878,10.0
21438,312.7160440850987,6.0
21439,556.281146978022,10.0
21440,252.99672571121846,5.0
21441,210.39618502622793,4.0
21442,369.24944646254977,7.0
21443,243.5446017481226,5.0
21444,278.80622658845147,5.0
21445,577.5994982290437,10.0
21446,458.57315308798263,8.0
21447,375.7506055363322,7.0
21448,366.2267964893033,7.0
21449,641.1225269573371,11.0
21450,372.5111403393397,7.0
21451,338.97835390946506,6.0
21452,280.3110804500106,5.0
21453,397.4129601613717,7.0
21454,411.5934340412803,7.0
21455,448.4204433864008,8.0
21456,431.6440294243679,8.0
21457,506.3579007546307,9.0
21458,548.8751163068114,10.0
21459,207.6441489361702,4.0
21460,205.15410249530456,4.0
21461,431.37004637436763,8.0
21462,491.3099604221636,9.0
21463,530.3700728826338,9.0
21464,709.9169691991787,12.0
21465,435.9732970498034,8.0
21466,459.0881419363781,8.0
21467,342.3285210913118,6.0
21468,510.1441539763114,9.0
21469,240.140728257266,5.0
21470,345.0609441471113,6.0
21471,175.48746422438464,3.0
21472,224.1068358575522,4.0
21473,1488.7961415396198,25.0
21474,784.0151672862453,14.0
21475,1241.5653706293706,21.0
21476,969.3670979123788,17.0
21477,1568.2965657478537,27.0
21478,752.0806030364158,13.0
21479,324.0024424946645,6.0
21480,359.4881066832067,6.0
29499,,
29799,,
31001,540.9826129485847,10.0
31002,808.8017719464358,14.0
31003,789.3783213974968,14.0
31004,741.8513175118093,13.0
31005,981.5015433741352,17.0
31006,628.1809753575737,11.0
31007,323.2445291933851,6.0
31008,401.8616549114054,7.0
31009,928.0053771039444,16.0
31011,842.320602760542,15.0
31012,373.4277739912759,7.0
31013,703.8372924308103,12.0
31014,1158.0090909090907,20.0
31015,1311.7747572815535,22.0
31016,1147.326160706479,20.0
31017,672.6081041615965,12.0
31018,894.3825917431192,15.0
31019,1016.3246914952754,17.0
31020,1241.3722423967317,21.0
31021,1116.907834008097,19.0
31022,388.5507212529194,7.0
31023,472.02423943835447,8.0
31024,477.0685600618853,8.0
31025,212.04387118720942,4.0
31026,300.8164280031822,6.0
31027,307.83568002601413,6.0
31028,126.25817400644469,3.0
31029,182.7359609849696,4.0
31030,273.4629921259842,5.0
31031,288.6924175103795,5.0
31032,262.50249617151604,5.0
31033,207.43648470657106,4.0
31034,247.1854121973644,5.0
31035,565.6203981723238,10.0
31036,865.5355670103094,15.0
31037,776.816911764706,13.0
31038,427.00380937926855,8.0
31039,645.3332640980371,11.0
31040,403.4463061441544,7.0
31041,563.9045886169272,10.0
31042,694.1587453874538,12.0
31043,709.0399727148704,12.0
31044,765.8580564170728,13.0
31045,504.62368853806936,9.0
31046,338.23106828561885,6.0
31047,359.5152826301173,6.0
31048,577.7721999651629,10.0
31049,568.8744322808287,10.0
31050,448.0335121054245,8.0
31051,629.0170599834615,11.0
31052,208.04469949185213,4.0
31053,223.79739249486587,4.0
31054,196.12381251307804,4.0
31055,112.13282711565975,2.0
31056,234.20609741431147,4.0
31057,216.4418619279761,4.0
31058,137.86524720317573,3.0
31059,388.6251237754135,7.0
31060,358.26412570826193,6.0
31061,192.06275449101798,4.0
31062,367.7716205352016,7.0
31063,331.6756946769334,6.0
31064,580.8965549936788,10.0
31065,137.4027670940171,3.0
31066,240.0871012482663,5.0
31067,186.8289641361733,4.0
31068,411.9035923542407,7.0
31069,146.55884540117415,3.0
31070,313.2700598802395,6.0
31071,295.22401795735124,5.0
31072,531.7726443048476,9.0
31073,434.289079077663,8.0
31074,567.3724671470961,10.0
31075,354.7921126941343,6.0
31076,510.37595347862526,9.0
31077,525.8319980868109,9.0
31078,419.7507210205214,7.0
31079,179.27860528097494,3.0
31080,366.3947391762292,7.0
31081,479.58652000000006,8.0
31082,454.6890591741166,8.0
31083,569.7666418281174,10.0
31084,287.0977082461281,5.0
31085,600.5027988070659,11.0
31086,1296.0086348765738,22.0
31087,907.7922747415065,16.0
31088,534.6377303588749,9.0
31089,610.1625092432832,11.0
31090,644.9870482271122,11.0
31091,1143.0232704402517,20.0
31092,529.1741314301105,9.0
31093,368.26860272840014,7.0
31094,388.3179368872045,7.0
31095,479.6967169476486,8.0
31096,359.22955088389875,6.0
31097,258.0002722537879,5.0
31098,128.43963556316498,3.0
31099,1811.8,31.0
31100,311.3113421015415,6.0
31101,185.77195589645257,4.0
31102,,
31103,626.1705325156354,11.0
31104,613.979002120998,11.0
31105,153.70169907680219,3.0
31106,149.10046218487395,3.0
31107,189.71656711725876,4.0
31108,179.22438222763236,3.0
31109,152.80868815180744,3.0
31110,148.16170036001108,3.0
31111,54.11198945981555,1.0
31112,279.72056988352745,5.0
31113,497.42867664528393,9.0
31114,537.8413844770752,9.0
31115,183.8972832670012,4.0
31116,395.5093196457327,7.0
31117,469.7077593722756,8.0
31118,346.1731618807195,6.0
31119,323.0441292639138,6.0
31120,217.22510006671112,4.0
31121,524.9567048321366,9.0
31122,435.8947805343511,8.0
31123,327.77697383926466,6.0
31124,487.28275862068966,9.0
31125,551.2169815371404,10.0
31126,189.57531526164234,4.0
31127,313.4122379032258,6.0
31128,218.6070529676935,4.0
31129,322.69822064056933,6.0
31130,267.02063426118264,5.0
31131,369.28014344262294,7.0
31132,313.1682586168056,6.0
31133,61.81337695383498,2.0
31134,266.31157602549604,5.0
31135,212.49672373900972,4.0
31136,220.32895287958112,4.0
31137,141.63714312113092,3.0
31138,620.6666418327436,11.0
31139,1343.0092870976666,23.0
31140,596.2893628964356,10.0
31141,988.1117491441021,17.0
31142,1086.251810425181,19.0
31143,941.0174344782679,16.0
31144,931.6097813866335,16.0
31145,110.41564280080622,2.0
31146,558.7590974903476,10.0
31147,814.3559315730755,14.0
31148,597.8524508670521,10.0
31149,464.4003751774488,8.0
31150,,
31151,340.8031255195345,6.0
31152,256.6727239013536,5.0
31153,704.7758783620062,12.0
31154,255.05592844704762,5.0
31155,692.7633677991137,12.0
31156,433.40086775849426,8.0
31157,543.6123089632384,10.0
31158,738.5262885384795,13.0
31159,309.0213919178961,6.0
31160,1251.360548014715,21.0
31161,1317.5619975524805,22.0
31162,,
31163,2675.5790625,45.0
31164,1695.951171998733,29.0
31165,1016.7278041374075,17.0
31166,355.8694127548158,6.0
31167,1954.0698892599753,33.0
31168,2042.2496886120996,35.0
31169,1376.056287708506,23.0
31170,448.36675373806526,8.0
31171,1179.080616438356,20.0
31172,615.1694488965603,11.0
31173,298.95496772161863,5.0
31174,1805.5048033906287,31.0
31175,1648.590208588957,28.0
31176,192.49821637426902,4.0
31177,1885.8223995880537,32.0
31178,2059.890635372214,35.0
31179,2146.5215386411396,36.0
31180,890.036559712422,15.0
31181,1207.8341367881892,21.0
31182,2162.633752400908,37.0
31183,715.4317223922769,12.0
31184,2443.127307848719,41.0
31185,1524.1192867198497,26.0
31186,1946.7078372591006,33.0
31187,255.96560368663592,5.0
31188,1135.0579941105145,19.0
31189,267.45889448568397,5.0
31190,930.1580378087485,16.0
31191,2830.860372960373,48.0
31192,312.3165287424265,6.0
31205,427.4770024712894,8.0
31206,1517.6379071009076,26.0
31207,1554.0082021237642,26.0
31208,647.1007601630495,11.0
31209,1130.6211488250656,19.0
31210,847.1842830253252,15.0
31211,611.6570106907895,11.0
31212,259.59915311653117,5.0
31213,612.9587099950763,11.0
31214,426.29812536613946,8.0
31215,612.198026411261,11.0
31216,193.19443603967056,4.0
31217,312.77014607425434,6.0
31218,1802.4303047895503,31.0
31219,2233.7147161878065,38.0
31220,2443.2550496405343,41.0
31221,4374.9,73.0
31222,139.5226219512195,3.0
31223,421.6114424832623,8.0
31224,455.64532355589864,8.0
31225,687.9597198496753,12.0
31226,619.3497919164845,11.0
31227,553.1642226519803,10.0
31228,546.8988532110092,10.0
31229,689.7494062454186,12.0
31230,237.52061248527679,4.0
31231,356.2201894140556,6.0
31232,670.3773493975903,12.0
31233,783.347380128522,14.0
31234,662.0190860031423,12.0
31235,304.5651194539249,6.0
31236,309.37491186839014,6.0
31237,444.10476144391754,8.0
31238,231.38450172385487,4.0
31239,582.2767209277583,10.0
31240,400.2286375661376,7.0
31241,1526.473327049953,26.0
31242,1877.3810575776702,32.0
31243,974.2503712004483,17.0
31244,495.3472474554012,9.0
31245,508.12551913935454,9.0
31246,506.645124157211,9.0
31247,609.2491022264784,11.0
31248,748.3897034435665,13.0
31249,671.4450226367752,12.0
31250,504.1821728081321,9.0
31251,1104.8745358887636,19.0
31252,755.7935388263189,13.0
31253,909.2119003115264,16.0
31254,1425.4012025143481,24.0
31255,936.7232773066572,16.0
31256,791.428144205791,14.0
31257,1157.1718790920993,20.0
31258,1066.4407779131661,18.0
31259,491.62106413994167,9.0
31260,377.5183396865735,7.0
31261,295.6932734452979,5.0
31262,423.5747162632028,8.0
31263,288.2707136237256,5.0
31264,360.911487018096,7.0
31265,319.890709692237,6.0
31267,209.58768720704242,4.0
31268,258.9198409191339,5.0
31269,242.4331267751097,5.0
31270,302.96536770921387,6.0
31271,273.6336782308785,5.0
31272,542.3809068010077,10.0
31273,731.7548557188776,13.0
31274,579.9129365387819,10.0
31275,290.08337167689166,5.0
31276,584.1614004829254,10.0
31277,1030.8281307782822,18.0
31278,916.6679753656658,16.0
31279,3171.3000000000006,53.0
31280,1043.1900917708754,18.0
31281,1800.8362903800896,31.0
31282,1176.9564005069708,20.0
31283,468.0382274768582,8.0
31284,579.5312380524008,10.0
31285,416.3378973828183,7.0
31286,178.94514993880048,3.0
31287,299.1059161690015,5.0
31288,740.1465833153696,13.0
31289,924.4945936139333,16.0
31290,918.6914201183431,16.0
31291,356.5753110674525,6.0
31292,331.0772357723577,6.0
31293,366.36859151228487,7.0
31294,698.700518246599,12.0
31295,777.0612471433236,13.0
31296,804.3558586078989,14.0
31297,532.1331706788116,9.0
31298,477.2,8.0
31299,782.6307184145334,14.0
31300,492.72322722685993,9.0
31301,,
31302,878.4406778783957,15.0
31303,745.0136887182518,13.0
31304,980.7129090791265,17.0
31305,797.1137249263068,14.0
31306,577.0537099903007,10.0
31307,588.7398062626718,10.0
31308,626.0033145464304,11.0
31309,585.8788554633471,10.0
31310,900.5199176954733,16.0
31311,510.8007845060063,9.0
31312,283.45909829406986,5.0
31313,930.0164589515332,16.0
31314,641.7545264914476,11.0
31315,,
31316,349.02788790993634,6.0
31317,563.2205491769264,10.0
31318,911.407144408252,16.0
31319,425.3586959247649,8.0
31320,1361.9068397326284,23.0
31321,1472.781001901362,25.0
31322,1218.7506051544922,21.0
31323,578.2530437188711,10.0
31324,432.5486042110244,8.0
31325,327.3357232817561,6.0
31326,258.2801724964063,5.0
31327,244.97770055770056,5.0
31328,427.91595465228806,8.0
31329,398.48601324902137,7.0
31330,522.2895835337117,9.0
31331,590.491462618348,10.0
31332,626.3815337780944,11.0
31333,473.7999136359275,8.0
31334,510.35822976332,9.0
31335,549.4137996219281,10.0
31336,677.9743540822004,12.0
31337,308.37412203687444,6.0
31338,3150.3439793038565,53.0
31339,1226.5244870410368,21.0
31340,1186.1900173611111,20.0
31341,261.69981726815894,5.0
31342,442.49785637727757,8.0
31343,362.16797549429134,7.0
31344,800.7604100818543,14.0
31345,7716.280000000001,129.0
31346,177.938508120011,3.0
31347,609.3595375722543,11.0
31348,293.13832335329346,5.0
31349,239.76779350541213,4.0
31350,453.2251242297754,8.0
31351,2134.2739873108835,36.0
31352,831.5393239972337,14.0
31353,1794.6057160493829,30.0
31354,931.7347070074769,16.0
31355,724.7558305994631,13.0
31356,326.4427847346452,6.0
31357,1111.0981752265861,19.0
31358,207.40277240490005,4.0
31359,1468.429416769802,25.0
31360,,
31361,686.841630539499,12.0
31362,1299.625176565548,22.0
31363,1564.910196641626,27.0
31364,751.1663549039434,13.0
31365,381.5465917547254,7.0
31366,495.5840163329562,9.0
31367,791.271551724138,14.0
31368,534.0687870172945,9.0
31369,1053.3384069000508,18.0
31370,987.7538233110618,17.0
31371,1624.906044795113,28.0
31372,788.0141394753679,14.0
31373,679.5924752298491,12.0
31374,807.380847107438,14.0
31375,926.6125868102289,16.0
31376,971.9404824851287,17.0
31377,289.39397721764414,5.0
31378,248.96603773584908,5.0
31379,168.62007881773397,3.0
31380,321.4768609448544,6.0
31382,543.0153048317734,10.0
31383,669.8220618007458,12.0
31384,1570.8745439566906,27.0
31385,682.078938119744,12.0
31386,490.6153200958576,9.0
31387,1312.3107097213938,22.0
31388,421.57536583326373,8.0
31389,503.16414900302806,9.0
31390,300.14095465710676,6.0
31391,425.74003700818076,8.0
31392,450.7288259783515,8.0
31393,540.9136468153599,10.0
31394,294.19691629955946,5.0
31395,18638.62641509434,311.0
31396,5775.4997606382985,97.0
31397,12406.321548507462,207.0
31398,30447.02716558633,508.0
31399,370.2833987861478,7.0
31400,2552.850890034936,43.0
31401,479.0874028856826,8.0
31402,2854.6813604240283,48.0
31403,259.0876020408163,5.0
31404,1602.2555371900828,27.0
31405,339.7694158636834,6.0
31406,1910.1517323067812,32.0
31407,1921.2582326764145,33.0
31408,2165.2228196443693,37.0
31409,697.340088619403,12.0
31410,9233.91837991473,154.0
31411,3341.1502671891694,56.0
31412,1092.8087275693313,19.0
31413,487.2582575164186,9.0
31414,574.9754383813611,10.0
31415,426.6627896652757,8.0
31416,761.4618913676043,13.0
31417,221.66706408345752,4.0
31418,416.7889427588364,7.0
31419,244.6593852581319,5.0
31420,409.99976317347546,7.0
31421,443.5535632959433,8.0
31422,210.89504216713516,4.0
31423,273.4944082404877,5.0
31424,267.086804756425,5.0
31425,993.5824236628187,17.0
31426,652.4025777941447,11.0
31427,220.22848861499898,4.0
31428,285.58180568679666,5.0
31434,596.4886277143497,10.0
31435,304.00610301709304,6.0
31437,702.8082156019656,12.0
31438,403.1011149893349,7.0
31439,1448.3509210686836,25.0
31440,585.235989204412,10.0
31441,1464.4123988289996,25.0
31442,1160.9122330479286,20.0
31443,1321.8494258373207,23.0
31444,1048.283465085639,18.0
31445,1107.796235632184,19.0
31446,549.5579333915067,10.0
31447,462.9170440066647,8.0
31448,284.11448867444045,5.0
31449,1246.8296186770428,21.0
31450,1068.167180031864,18.0
31451,1011.8605413480975,17.0
31452,528.244099901782,9.0
31453,246.84653898199232,5.0
31454,291.7015507928211,5.0
31455,304.0565082397898,6.0
31456,305.19711293941657,6.0
31457,214.40139358540833,4.0
31458,689.3280982823692,12.0
31459,205.4833509195056,4.0
31460,200.67458001768347,4.0
31461,1083.3206988226357,19.0
31462,209.26195211786373,4.0
31463,3823.664090305445,64.0
31464,210.5113063063063,4.0
31465,1702.668294199969,29.0
31466,530.0,9.0
31467,278.4456612432207,5.0
31468,385.19417504729665,7.0
31469,480.03254473764025,9.0
31470,843.6647034425549,15.0
31471,493.7663806254768,9.0
31472,353.0661186440678,6.0
31473,1004.8316736625882,17.0
31474,298.6333979829325,5.0
31475,161.4453363914373,3.0
31476,213.18405984008254,4.0
31477,327.6254043294352,6.0
31478,171.50699980556098,3.0
31479,76.47864036028307,2.0
31480,939.106430656247,16.0
31481,255.64268152132158,5.0
31482,313.86374645709867,6.0
31483,8957.994137638061,150.0
31484,430.08547119009154,8.0
31485,172.05116279069765,3.0
31486,1938.5643508330713,33.0
31487,452.73486701314584,8.0
31488,279.1724151160561,5.0
31489,1913.6723736314932,32.0
31490,340.9606776294008,6.0
31491,574.0242200328406,10.0
31492,485.3994863013699,9.0
31493,1210.0214939759035,21.0
31494,658.5029698769622,11.0
31495,194.46546374918353,4.0
31496,441.800293255132,8.0
31497,419.9626764461666,7.0
31498,1798.5033643602108,30.0
31499,1193.3075488997556,20.0
31500,286.33108745452097,5.0
31501,251.55755958733545,5.0
31502,439.76069526212495,8.0
31503,667.9822315916277,12.0
31504,1096.9336390243902,19.0
31505,252.92971734892785,5.0
31506,1028.7397029599413,18.0
31507,1175.6429992348892,20.0
31508,1402.2947835159102,24.0
31509,1301.8210591642533,22.0
31510,4703.0,79.0
31511,3379.02972801018,57.0
31512,227.31591276820262,4.0
31513,417.5032372505543,7.0
31514,1284.1514613891286,22.0
31515,2101.4423631908526,36.0
31516,1033.2082063561168,18.0
31517,762.7509359400998,13.0
31518,208.97337984607637,4.0
31519,466.333052335792,8.0
31520,296.41782244110203,5.0
31521,508.5675180455303,9.0
31522,1709.5930944147542,29.0
31523,552.1773266708307,10.0
31524,280.6164453467954,5.0
31525,1875.0342707962502,32.0
31526,523.022699163332,9.0
31527,7767.233894923519,130.0
31528,1228.2410859090373,21.0
31529,168.8683359415754,3.0
31530,5617.83518056249,94.0
31531,1655.1478707339172,28.0
31532,406.04799999999994,7.0
31533,606.9864160774098,11.0
31534,335.53572377158036,6.0
31535,1913.4177506196054,32.0
31536,412.9255254424779,7.0
31537,,
31538,604.5421129503408,11.0
31539,181.57726692209454,4.0
31540,126.35540568020066,3.0
31541,160.14650500116306,3.0
31542,610.9528725314183,11.0
31543,979.6602925531915,17.0
31544,910.5427504751561,16.0
31545,683.1151250448726,12.0
31546,581.4816191983122,10.0
31547,994.7076988636364,17.0
31548,304.24240582621803,6.0
31549,1385.0396772270872,24.0
39499,,
39799,,
41001,104.72046342270772,2.0
41002,108.70863967958803,2.0
41003,648.9670137870344,11.0
41004,418.5388465723612,7.0
41005,767.2190411883863,13.0
41006,1017.1482136931755,17.0
41007,295.8634484743811,5.0
41008,1125.5798987021208,19.0
41009,716.6858505564387,12.0
41010,650.9993164603732,11.0
41011,188.3948407987048,4.0
41012,268.4798546964193,5.0
41013,157.0258029706741,3.0
41014,649.6123758594347,11.0
41015,460.87566771605566,8.0
41016,283.12130533327166,5.0
41017,102.36670963903212,2.0
41018,258.30509765783285,5.0
41019,169.52479134466768,3.0
41020,143.3764715554094,3.0
41021,287.8075139722625,5.0
41022,140.14088977423637,3.0
41023,210.90573103409028,4.0
41024,115.74301828662294,2.0
41025,423.515123490371,8.0
41026,369.1051675413807,7.0
41027,1573.581132075472,27.0
41028,708.2127372323356,12.0
41029,740.7994950927554,13.0
41030,195.51355162754757,4.0
41031,369.1621667568194,7.0
41032,950.8235492911309,16.0
41033,869.7870304468169,15.0
41034,579.4626947231058,10.0
41035,1096.220798668885,19.0
41036,289.6872514265952,5.0
41037,286.1012463462163,5.0
41038,328.7045461261883,6.0
41039,,
41040,386.8046262626263,7.0
41041,453.79811204596757,8.0
41042,554.0,10.0
41043,603.8491267406183,11.0
41044,591.0118782879005,10.0
41046,360.8722609929078,7.0
41047,455.239223499943,8.0
41048,492.3672704052015,9.0
41049,628.6812976730713,11.0
41050,730.8347482174687,13.0
41051,420.7703717862945,8.0
41052,237.10177406571967,4.0
41053,338.23889300455073,6.0
41054,470.3689826920682,8.0
41055,301.27031111111114,6.0
41056,157.42416684739388,3.0
41057,198.43391356844594,4.0
41058,356.28980712166174,6.0
41059,685.5823060188543,12.0
41060,341.00426586232896,6.0
41061,266.22964724534285,5.0
41062,340.8637455637455,6.0
41063,698.6252274525316,12.0
41064,233.3645525629887,4.0
41065,651.0311862936456,11.0
41066,269.99133773406976,5.0
41067,610.6813518456934,11.0
41068,380.99331412103743,7.0
41069,319.8967087011349,6.0
41070,297.66359464152816,5.0
41071,682.2511727443931,12.0
41072,977.4792666276576,17.0
41073,285.04014770416353,5.0
41074,345.4933794851794,6.0
41075,993.2881514810649,17.0
41076,719.3357093104249,12.0
41077,484.43966597077247,9.0
41078,422.06910272669626,8.0
41079,323.87816001054443,6.0
41080,636.5698811096432,11.0
41081,,
41082,460.5354838709678,8.0
41083,312.11817569841804,6.0
41084,506.77453649205415,9.0
41085,395.39282868525896,7.0
41086,584.1384260168992,10.0
41087,597.8419442829675,10.0
41088,687.8326386850603,12.0
41089,750.3924823943662,13.0
41090,169.15874677002583,3.0
41091,288.8141811654239,5.0
41092,185.0765276561342,4.0
41093,318.2643551965413,6.0
41094,320.9193189596167,6.0
41095,233.4767810026385,4.0
41096,273.84755902221605,5.0
41097,251.3944314084588,5.0
41098,,
41099,171.24785576392722,3.0
41100,492.36760118043844,9.0
41101,359.2903318769174,6.0
41102,339.85571459553245,6.0
41103,662.6,12.0
41104,,
41105,291.98892204401346,5.0
41106,408.3608209249192,7.0
41107,285.8843699632186,5.0
41108,257.74850142865824,5.0
41109,445.0032127702566,8.0
41110,443.6708072487644,8.0
41111,742.8092235713491,13.0
41112,943.184516444155,16.0
41113,2118.304588309239,36.0
41114,616.9411260709915,11.0
41115,232.2798374698001,4.0
41116,233.4806124969128,4.0
41117,815.9935166187935,14.0
41118,861.9594549366483,15.0
41119,967.6939365179795,17.0
41120,678.7147960308711,12.0
41121,770.3763377152378,13.0
41122,286.9553815489749,5.0
41123,732.7980054397099,13.0
41124,768.5636069935384,13.0
41125,1450.2716230150545,25.0
41126,317.3233026610296,6.0
41127,1589.2147550189525,27.0
41128,1174.0395913154534,20.0
41129,354.3442450253609,6.0
41130,922.8200215285252,16.0
41131,819.9651722510617,14.0
41132,1341.1316114790288,23.0
41133,315.19035698320454,6.0
41134,2252.304827780915,38.0
41135,39765.145454545454,663.0
41136,391.3327424256377,7.0
41137,,
41138,30438.070233377366,508.0
41139,346.1041383219955,6.0
41140,760.7866886171214,13.0
41141,10588.05039817975,177.0
41142,364.17441156939424,7.0
41143,216.6442218798151,4.0
41144,1198.4656821251688,20.0
41145,1469.071626223925,25.0
41146,244.9986012998022,5.0
41147,1326.862454336355,23.0
41148,313.752989432703,6.0
41149,1722.7467772925763,29.0
41150,1223.0733241188666,21.0
41151,1125.0116179232627,19.0
41152,196.8156064947469,4.0
41154,195.17897265948633,4.0
41155,1620.6360070515645,28.0
41156,604.2244636567403,11.0
41157,1102.8972644376902,19.0
41158,1195.2925015365704,20.0
41159,424.2627056110684,8.0
41160,159.11186274509805,3.0
41161,794.9114426229507,14.0
41162,309.12418239581393,6.0
41163,1220.133784579164,21.0
41164,1001.4226653696498,17.0
41165,285.0290522485644,5.0
41166,1186.1399126399126,20.0
41167,198.06311934510987,4.0
41168,647.3717157065893,11.0
41169,1536.751340854448,26.0
41170,881.2968863361547,15.0
41171,684.6860919712402,12.0
41172,457.18252226668386,8.0
41173,406.12033702520887,7.0
41174,314.1433780505209,6.0
49499,,
49799,,
51001,924.6435722201699,16.0
51002,410.5227597476628,7.0
51003,1389.745743749392,24.0
51004,358.02837760802646,6.0
51005,1011.923137678277,17.0
51007,1225.4114335126824,21.0
51008,284.39157785671995,5.0
51009,345.30459704880815,6.0
51010,1022.1168152866242,18.0
51011,259.2384615384616,5.0
51012,690.3005028980566,12.0
51014,863.1920293888458,15.0
51015,440.1642867322218,8.0
51016,1466.5841990819038,25.0
51017,657.5085066162571,11.0
51018,618.5987199180746,11.0
51019,317.35807553956835,6.0
51020,1276.1157538338978,22.0
51021,1332.040895104895,23.0
51022,974.6588529244747,17.0
51023,202.8187658324045,4.0
51024,675.8545022673288,12.0
51025,387.1831305309735,7.0
51026,657.4009620340148,11.0
51027,642.6372045800665,11.0
51028,361.6926738125676,7.0
51029,539.5762172284644,9.0
51030,500.34920586900614,9.0
51031,172.20262121585037,3.0
51032,355.0848838788537,6.0
51033,257.1356516211062,5.0
51034,499.7768439273007,9.0
51035,189.45899167837456,4.0
51036,233.92102102102098,4.0
51037,290.6411764705882,5.0
51038,151.19339305711088,3.0
51039,185.76208189681245,4.0
51040,163.48858763471355,3.0
51041,130.46627372052905,3.0
51042,130.89345828515792,3.0
51043,194.5232928127276,4.0
51044,634.679954954955,11.0
51045,430.39356511131444,8.0
51046,276.0750157629256,5.0
51047,621.0494334408107,11.0
51048,528.5223886184949,9.0
51049,1948.3310308182784,33.0
51050,765.4193032148421,13.0
51051,422.9469506474011,8.0
51052,3224.8363636363633,54.0
51053,1303.1005515419872,22.0
51054,425.7151952250683,8.0
51055,5210.5199999999995,87.0
51056,731.3991534898579,13.0
51057,757.7374930885767,13.0
51058,1994.9110399689562,34.0
51059,1283.8478303010163,22.0
51060,1781.8867813987554,30.0
51061,404.1517340349199,7.0
51062,715.0791119508739,12.0
51063,665.4,12.0
51064,,
51065,464.01155555555556,8.0
51066,236.96767213114754,4.0
51067,574.2033255542591,10.0
51068,1363.1473609991942,23.0
51069,,
51070,510.33685606447006,9.0
51071,362.5199174929435,7.0
51072,250.1137878986744,5.0
51073,373.7506526631658,7.0
51074,382.7310859246343,7.0
51075,509.1488138096556,9.0
51076,408.79575280638824,7.0
51077,280.00810094915755,5.0
51078,469.6817464572961,8.0
51079,607.9818173687506,11.0
51080,474.2040673211781,8.0
51081,442.07657016683027,8.0
51082,386.81665626949473,7.0
51083,588.0818113450795,10.0
51084,245.75530140110786,5.0
51085,351.4413360020015,6.0
51086,456.12283379650756,8.0
51087,,
51088,344.49390936555886,6.0
51089,368.77054794520546,7.0
51090,264.7465744920993,5.0
51091,371.24285714285713,7.0
51092,513.3301653160454,9.0
51093,262.20370505433596,5.0
51094,491.24099081102673,9.0
51095,282.35838926174495,5.0
51096,467.84431077694234,8.0
51097,314.34677275620624,6.0
51098,628.1947935818151,11.0
51099,862.090442274065,15.0
51100,503.3151069599277,9.0
51101,634.6004861111112,11.0
51102,371.05749742651267,7.0
51103,682.3477625462854,12.0
51104,501.71421012849584,9.0
51105,828.4174169545574,14.0
51106,502.6,9.0
51107,465.8351605383864,8.0
51108,705.277379741885,12.0
51110,393.3217085953879,7.0
51111,1734.2,29.0
51112,431.11589965710164,8.0
51113,865.7711534468439,15.0
51114,314.96476244882416,6.0
51115,365.8502699309479,7.0
51116,708.5662204500143,12.0
51117,442.1279642058165,8.0
51118,629.168506470794,11.0
51119,390.53324680028976,7.0
51120,409.34999999999997,7.0
51121,683.4,12.0
51122,510.5970337981565,9.0
51123,373.32019701040167,7.0
51124,292.98349722957124,5.0
51125,647.4568548791495,11.0
