SA2_5DIG16,shortest_time_sec,shortest_time_min
21254,470.66398858886754,8.0
21255,616.2429263859437,11.0
21256,508.3846143722032,9.0
21257,571.5506134201302,10.0
21258,443.4910449172577,8.0
21259,193.58900996487205,4.0
21260,357.8685449438202,6.0
21261,257.083848235072,5.0
21262,636.1962085779679,11.0
21263,487.53494149567575,9.0
21265,452.2316815732459,8.0
21266,215.7135339658886,4.0
21267,218.0782144973336,4.0
21268,313.0163126504133,6.0
21269,178.29432117337348,3.0
21270,199.53244667658728,4.0
21271,224.80949260752686,4.0
21272,290.6961714722169,5.0
21273,257.20957637997435,5.0
21274,690.3041525254541,12.0
21275,403.1080101522843,7.0
21276,511.0027646071924,9.0
21277,547.3595986038396,10.0
21278,294.86792735042735,5.0
21279,1180.1221157259497,20.0
21280,567.5769389256807,10.0
21281,459.51292091547697,8.0
21282,852.4784752434225,15.0
21283,452.39473413555487,8.0
21284,361.59392678868556,7.0
21285,836.383523248199,14.0
21286,1616.6860903417166,27.0
21287,498.90166089965396,9.0
21288,1523.1003351051536,26.0
21289,1439.4923858713762,24.0
21290,565.8371378755365,10.0
21291,994.8731157940006,17.0
21292,882.243601680084,15.0
21293,237.94183401146256,4.0
21294,343.8099519826518,6.0
21295,356.97665272711095,6.0
21297,504.5673278339049,9.0
21299,551.9265335051547,10.0
21300,246.39481179048,5.0
21301,334.2361722823126,6.0
21302,442.02246950460545,8.0
21303,494.70785114590427,9.0
21304,324.7056893798243,6.0
21305,615.6937431394073,11.0
21306,550.3011129404016,10.0
21308,727.8243016037247,13.0
21309,325.473751611517,6.0
21310,285.8171076534239,5.0
21311,202.44054875061246,4.0
21312,199.00218919640474,4.0
21313,506.72038607780064,9.0
21314,412.314999037536,7.0
21316,257.6980021310602,5.0
21317,392.93159247361166,7.0
21318,381.9595779990517,7.0
21319,400.5542189033032,7.0
21320,193.7544418625436,4.0
21321,314.45945637711463,6.0
21322,205.39512663483498,4.0
21323,317.9185097885157,6.0
21324,229.4004634678299,4.0
21325,356.7007998348728,6.0
21326,278.98739161003044,5.0
21327,394.79448429134254,7.0
21328,385.0403114628542,7.0
21329,369.43509336099584,7.0
21330,317.5452336519785,6.0
21331,433.8267132361797,8.0
21332,453.33534417261814,8.0
21333,505.37321751719145,9.0
21334,360.1452930905463,7.0
21335,237.36054896487556,4.0
21336,400.2715233816623,7.0
21337,244.40386947979837,5.0
21338,511.3711437961317,9.0
21339,212.09952357071217,4.0
21340,328.16693263949116,6.0
21341,160.61641744057926,3.0
21342,432.134362732269,8.0
21343,421.64512377826924,8.0
21344,336.434756618275,6.0
21345,510.1627002735444,9.0
21346,161.43937666040307,3.0
21347,242.22221551298236,5.0
21348,86.74209881083732,2.0
21349,218.9728985744716,4.0
21350,157.43614901451159,3.0
21351,188.91890403775565,4.0
21352,277.44753475754493,5.0
21353,314.45298595422844,6.0
21355,251.34130047505937,5.0
21356,375.5036809815951,7.0
21357,430.29743720950063,8.0
21358,259.20689497716893,5.0
21359,709.1764744429884,12.0
21360,352.2347116034743,6.0
21361,385.3789342214821,7.0
21362,288.5571142387508,5.0
