SA2_5DIG,SA2_name,SA2_area,SA2_population,SA2_population_percentage,SA2_population_density
11400,Greenwich - Riverview,4.5871,12980.0,0.05052927468807613,2829.7
11400,Lane Cove,4.4686,15931.0,0.06201709360984136,3565.1
11402,Willoughby,3.0671,13024.0,0.05070056036498487,4246.4
11403,Asquith - Mount Colah,34.6889,22134.0,0.08616448119767928,638.1
11404,Berowra - Brooklyn - Cowan,81.7548,11793.0,0.04590845426783373,144.2
11406,Normanhurst - Thornleigh - Westleigh,9.9882,19199.0,0.07473894797660814,1922.2
11577,Hornsby - East,2.5688,11998.0,0.04670648980797668,4670.7
11578,Hornsby - West,6.2858,10653.0,0.041470598093380204,1694.8
11579,Wahroonga (West) - Waitara,2.1124,11889.0,0.04628216847199824,5628.2
11407,Gordon - Killara,11.6713,22592.0,0.08794740938004746,1935.7
11408,Lindfield - Roseville,11.8765,24754.0,0.09636376468633563,2084.3
11409,Pymble,10.2515,17262.0,0.06719848533633052,1683.9
11410,St Ives,17.7774,21773.0,0.084759160075769,1224.8
11411,Turramurra,20.6426,20321.0,0.07910673273778082,984.4
11412,Wahroonga (East) - Warrawee,13.327,18244.0,0.07102127021642997,1369.0
11413,Cremorne - Cammeray,3.238,18989.0,0.07392144815499828,5864.4
11414,Crows Nest - Waverton,2.9668,18036.0,0.07021155610740686,6079.3
11416,Neutral Bay - Kirribilli,2.2116,17341.0,0.06750602098350757,7840.9
11417,North Sydney - Lavender Bay,1.9142,12578.0,0.04896434645813725,6570.9
11415,Mosman - North,3.2831,13820.0,0.05379927397451557,4209.4
11415,Mosman - South,5.3672,14641.0,0.056995308991380784,2727.9
11418,Balgowlah - Clontarf - Seaforth,7.6104,20853.0,0.08117773228585914,2740.1
11419,Manly - Fairlight,6.7351,22728.0,0.08847683783594718,3374.6
11420,Avalon - Palm Beach,8.6057,13078.0,0.0509107746048274,1519.7
11421,Bayview - Elanora Heights,64.583,11257.0,0.0438218832945819,174.3
11422,Newport - Bilgola,5.798,13699.0,0.053328238363016554,2362.7
11423,Mona Vale - Warriewood (North),6.4617,14627.0,0.05694080900327346,2263.6
11423,North Narrabeen - Warriewood (South),5.201,10896.0,0.04241656217267161,2095.0
11424,Beacon Hill - Narraweena,4.3406,14549.0,0.0566371662123898,3351.8
11425,Cromer,7.4915,8052.0,0.031345278874298076,1074.8
11427,Forestville - Killarney Heights,8.9311,13159.0,0.051226095964591205,1473.4
11429,Freshwater - Brookvale,7.1838,22009.0,0.08567787416100675,3063.7
11430,Manly Vale - Allambie Heights,9.3541,17616.0,0.06857655646418714,1883.2
11432,Terrey Hills - Duffys Forest,70.5438,3798.0,0.01478506820225833,53.8
11428,Belrose,13.4385,8668.0,0.03374327835102033,645.0
11431,Collaroy - Collaroy Plateau,4.1295,13982.0,0.05442991669404318,3385.9
11426,Dee Why (South) - North Curl Curl,1.9915,9148.0,0.03561184937184287,4593.5
11426,Dee Why - North,2.0816,17914.0,0.06973662763961447,8605.9
11428,Frenchs Forest - Oxford Falls,16.6936,17198.0,0.06694934253355418,1030.2
11431,Narrabeen - Wheeler Heights,3.0327,11250.0,0.043794633300528234,3709.6
11433,Camden - Ellis Lane,26.1934,13335.0,0.051911238672226134,509.1
11435,Currans Hill,7.0704,6492.0,0.025272423056624825,918.2
11434,Elderslie - Narellan,15.3086,14080.0,0.05481141661079445,919.7
11434,Harrington Park,6.2329,11279.0,0.04390752613303626,1809.6
11435,Mount Annan,13.2044,19146.0,0.07453262659305898,1450.0
11435,Spring Farm,5.8595,9592.0,0.03734027756610372,1637.0
11436,Bradbury - Wedderburn,36.6552,20199.0,0.07863180426998842,551.1
11437,Campbelltown - Woodbine,13.7477,22262.0,0.08666276680323196,1619.3
11438,Claymore - Eagle Vale - Raby,22.9252,20389.0,0.07937144696573067,889.4
11439,Holsworthy Military Area,129.823,3.0,1.1678568880140862e-05,
11441,Leumeah - Minto Heights,23.6461,16805.0,0.06541945001025573,710.7
11443,Minto - St Andrews,12.4133,21520.0,0.08377426743354378,1733.6
11444,Rosemeadow - Glen Alpine,48.0827,21298.0,0.08291005333641337,442.9
11440,Denham Court - Bardia,15.5853,14958.0,0.05822934443638234,959.8
11442,Glenfield,6.9946,10591.0,0.04122924100319062,1514.2
11440,Ingleburn,14.1156,16777.0,0.06531045003404108,1188.5
11442,Macquarie Fields,9.0236,14260.0,0.0555121307436029,1580.3
11445,Bargo,67.7705,5968.0,0.023232566358893557,88.1
11446,Douglas Park - Appin,289.946,11142.0,0.043374204820843164,38.4
11447,Picton - Tahmoor - Buxton,189.9087,19069.0,0.0742328766584687,100.4
11448,The Oaks - Oakdale,322.7354,9834.0,0.03828234878910175,30.5
11449,Blackheath - Megalong Valley,139.2166,5761.0,0.022426745106163836,41.4
11450,Blaxland - Warrimoo - Lapstone,29.6935,19041.0,0.07412387668225405,641.3
11451,Blue Mountains - North,595.0366,9.0,3.503570664042259e-05,
11452,Katoomba - Leura,40.8734,13373.0,0.05205916721137459,327.2
11453,Lawson - Hazelbrook - Linden,46.8873,11480.0,0.0446899902480057,244.8
11454,Springwood - Winmalee,69.6647,22087.0,0.08598151695189041,317.0
11455,Wentworth Falls,21.0358,6436.0,0.025054423104195533,306.0
11456,Blue Mountains - South,2456.9093,7.0,2.7249994053662012e-05,
11457,Cambridge Park,6.5871,16115.0,0.06273337916782333,2446.4
11459,Emu Plains - Leonay,13.794,13950.0,0.054305345292655,1011.3
11460,Glenmore Park - Regentville,9.233,21162.0,0.08238062488051363,2292.0
11461,Jamisontown - South Penrith,9.0181,17405.0,0.0677551637862839,1930.0
11462,Kingswood - Werrington,14.023,24882.0,0.09686205029188831,1774.4
11463,Mulgoa - Luddenham - Orchard Hills,158.6777,12088.0,0.047056846874380914,76.2
11464,Penrith,10.3945,18139.0,0.07061252030562504,1745.1
11465,Warragamba - Silverdale,63.6142,6053.0,0.02356345914383088,95.2
11458,Cranebrook - Castlereagh,48.9014,17140.0,0.06672355686853813,350.5
11458,Jordan Springs - Llandilo,22.616,13481.0,0.05247959569105966,596.1
11466,Richmond - Clarendon,74.6728,15303.0,0.059572379857598536,204.9
11467,Windsor - Bligh Park,22.73,15390.0,0.05991105835512262,677.1
11468,Yarramundi - Londonderry,81.4358,7564.0,0.029445565003128494,92.9
11469,Erskine Park,8.3944,6522.0,0.025389208745426235,776.9
11470,St Clair,7.2035,20060.0,0.07809069724520858,2784.8
11580,Colyton - Oxley Park,4.6521,13089.0,0.05095359602405458,2813.6
11581,St Marys - North St Marys,12.8646,17464.0,0.06798484230759334,1357.5
11475,Rookwood Cemetery,3.015,5.0,1.9464281466901437e-05,1.7
11582,Auburn - Central,3.7326,19663.0,0.0765452332967366,5267.9
11583,Auburn - North,2.0966,10708.0,0.041684705189516114,5107.3
11584,Auburn - South,2.4313,8903.0,0.0346580995799647,3661.8
11585,Berala,2.0865,8647.0,0.03366152836885935,4144.3
11586,Lidcombe,6.4036,21334.0,0.08305019616297506,3331.6
11587,Regents Park,2.0325,5162.0,0.020094924186429042,2539.7
11473,Silverwater - Newington,3.934,9336.0,0.03634370635499836,2373.2
11473,Wentworth Point - Sydney Olympic Park,7.3279,20653.0,0.08039916102718307,2818.4
11477,Ermington - Rydalmere,9.8655,24809.0,0.09657787178247156,2514.7
11478,Oatlands - Dundas Valley,6.0763,18557.0,0.072239734236258,3054.0
11476,Carlingford - East,3.7288,11656.0,0.045375132955640635,3125.9
11476,Carlingford - West,6.0167,19297.0,0.07512044789335941,3207.2
11479,Chester Hill - Sefton,7.2676,20925.0,0.08145801793898251,2879.2
11480,Fairfield - East,5.7115,15794.0,0.061483772297648266,2765.3
11481,Granville - Clyde,5.6086,23433.0,0.09122130152278028,4178.0
11483,Guildford - South Granville,6.7962,22556.0,0.08780726655348577,3318.9
11484,Guildford West - Merrylands West,5.4654,23124.0,0.09001840892812576,4231.0
11486,Smithfield Industrial,4.3017,13.0,5.060713181394374e-05,3.0
11487,Yennora Industrial,2.0787,13.0,5.060713181394374e-05,6.3
11482,Greystanes - South,5.6504,16648.0,0.06480827157219503,2946.3
11485,Merrylands - Holroyd,4.9525,24007.0,0.09345580103518056,4847.5
11482,Pemulwuy - Greystanes (North),7.3982,10907.0,0.0424593835918988,1474.3
11485,South Wentworthville,1.7661,7334.0,0.02855020805565103,4152.7
11489,North Parramatta,7.0608,23070.0,0.08980819468828323,3267.3
11490,North Rocks,5.3762,8466.0,0.03295692137975751,1574.7
11491,Northmead,5.9331,20423.0,0.07950380407970561,3442.2
11493,Toongabbie - Constitution Hill,7.4795,23004.0,0.08955126617292013,3075.6
11494,Winston Hills,4.3479,11199.0,0.04359609762956584,2575.7
11588,Pendle Hill - Girraween,4.4615,13989.0,0.05445716668809684,3135.5
11589,Wentworthville - Westmead,3.9355,21754.0,0.08468519580619477,5527.6
11492,Parramatta - North,2.2343,12203.0,0.04750452534811965,5461.7
11492,Parramatta - South,1.3881,9960.0,0.038772848682067665,7175.3
11492,Rosehill - Harris Park,4.8739,9120.0,0.03550284939562822,1871.2
11496,Pennant Hills - Cheltenham,13.2936,21813.0,0.0849148743275042,1640.9
11495,Epping (East) - North Epping,4.3922,14455.0,0.05627123772081206,3291.1
11495,Epping (NSW) - West,4.4886,18757.0,0.07301830549493404,4178.8
11498,Gladesville - Huntleys Point,4.7162,15486.0,0.060284772559287124,3283.6
11499,Hunters Hill - Woolwich,4.1512,9867.0,0.038410813046783294,2376.9
11500,Macquarie Park - Marsfield,10.6718,24037.0,0.09357258672398197,2252.4
11501,North Ryde - East Ryde,6.2231,15666.0,0.06098548669209559,2517.4
11503,West Ryde - Meadowbank,4.7923,20205.0,0.0786551614077487,4216.1
11590,Putney,1.5194,4161.0,0.01619817503675538,2738.6
11497,Denistone,2.5272,6989.0,0.02720717263443483,2765.5
11497,Eastwood,5.293,19056.0,0.07418226952665476,3600.2
11591,Ryde - North,5.7098,20385.0,0.07935587554055716,3570.2
11591,Ryde - South,1.5584,12045.0,0.046889454053765565,7729.1
11504,Ashcroft - Busby - Miller,5.463,18088.0,0.07041398463466264,3311.0
11505,Austral - Greendale,110.715,12554.0,0.048870917907096134,113.4
11592,Badgerys Creek,17.5774,23.0,8.953569474774661e-05,1.3
11593,Cecil Hills,3.7478,6928.0,0.026969708400538632,1848.6
11594,Green Valley,3.2145,12953.0,0.050424167568154855,4029.6
11595,Hinchinbrook,5.225,13063.0,0.050852381760426696,2500.1
11596,Hoxton Park - Carnes Hill - Horningsea Park,4.1265,13299.0,0.051771095845664444,3222.8
11597,West Hoxton - Middleton Grange,9.2627,17244.0,0.06712841392304968,1861.7
11506,Cobbitty - Bringelly,73.8658,4774.0,0.018584495944597493,64.6
11506,Gledswood Hills - Gregory Hills,8.7234,14401.0,0.056061023480969516,1650.8
11506,Leppington - Catherine Field,36.3552,12593.0,0.049022739302537956,346.4
11506,Oran Park,13.2477,17759.0,0.06913323491414053,1340.5
11509,Bonnyrigg Heights - Bonnyrigg,5.1887,17195.0,0.06693766396467404,3313.9
11510,Bossley Park - Abbotsbury,9.5147,19741.0,0.07684887608762025,2074.8
11511,Cabramatta - Lansvale,7.5964,24205.0,0.09422658658126985,3186.4
11512,Cabramatta West - Mount Pritchard,5.3429,18295.0,0.07121980588739235,3424.2
11513,Canley Vale - Canley Heights,5.4161,22365.0,0.08706373100145014,4129.4
11514,Edensor Park,3.0955,10291.0,0.04006138411517654,3324.5
11515,Fairfield,4.2304,18285.0,0.07118087732445855,4322.3
11516,Fairfield - West,4.6915,21305.0,0.08293730333046702,4541.2
11517,Greenfield Park - Prairiewood,3.6367,8870.0,0.03452963532228315,2439.0
11518,Horsley Park - Kemps Creek,56.2773,4348.0,0.016926139163617487,77.3
11519,Smithfield - Wetherill Park,6.6123,19548.0,0.07609755482299786,2956.3
11520,St Johns Park - Wakeley,3.6111,11202.0,0.043607776198445976,3102.1
11521,Wetherill Park Industrial,8.5567,39.0,0.0001518213954418312,4.6
11522,Casula,7.072,16619.0,0.06469537873968699,2350.0
11523,Chipping Norton - Moorebank,14.4902,20893.0,0.08133344653759435,1441.9
11524,Holsworthy - Wattle Grove,73.7001,21296.0,0.0829022676238266,289.0
11599,Lurnea - Cartwright,3.4665,12737.0,0.049583310608784716,3674.3
11601,Warwick Farm,4.6501,5962.0,0.023209209221133273,1282.1
11600,Edmondson Park,6.0563,12125.0,0.04720088255723598,2002.0
11598,Liverpool - East,2.2601,17657.0,0.06873616357221574,7812.5
11598,Liverpool - West,4.0583,13763.0,0.053577381165792894,3391.3
11600,Prestons,9.2311,15732.0,0.061242415207458684,1704.2
11529,Gymea - Grays Point,5.7978,18183.0,0.07078380598253377,3136.2
11530,Miranda - Yowie Bay,5.9968,20769.0,0.0808507323572152,3463.3
11531,Sylvania - Taren Point,6.0595,16460.0,0.06407641458903952,2716.4
11602,Caringbah,3.9959,12882.0,0.05014777477132486,3223.8
11603,Caringbah South,4.0699,13028.0,0.05071613179015839,3201.1
11604,Cronulla - Kurnell - Bundeena,25.0865,24533.0,0.09550344344549859,977.9
11605,Lilli Pilli - Port Hacking - Dolans Bay,1.2706,3371.0,0.013122818564984949,2653.1
11606,Woolooware - Burraneer,3.3282,8968.0,0.03491113523903441,2694.5
11533,Heathcote - Waterfall,27.6162,6680.0,0.02600428003978032,241.9
11534,Illawong - Alfords Point,7.2978,10569.0,0.041143598164736256,1448.2
11535,Menai - Lucas Heights - Woronora,33.4046,21009.0,0.08178501786762646,628.9
11536,Oyster Bay - Como - Jannali,8.9053,22151.0,0.08623065975466675,2487.4
11537,Royal National Park,139.3336,45.0,0.00017517853320211292,0.3
11538,Sutherland - Kirrawee,7.755,23369.0,0.09097215872000394,3013.4
11607,Engadine,8.9538,17379.0,0.06765394952265602,1941.0
11608,Loftus - Yarrawarrah,3.8436,7354.0,0.028628065181518635,1913.3
11609,Woronora Heights,3.1374,3551.0,0.013823532697793399,1131.8
19799,Migratory - Offshore - Shipping (NSW),,,,
19499,No usual address (NSW),,,,
21001,Alfredton,52.7109,16823.0,0.06548952142353658,319.2
21002,Ballarat,12.3787,12076.0,0.04701013259886035,975.5
21005,Buninyong,51.5855,7232.0,0.02815313671372624,140.2
21006,Delacombe,34.1607,10640.0,0.04141999096156626,311.5
21007,Smythes Creek,104.7274,4213.0,0.01640060356401115,40.2
21008,Wendouree - Miners Rest,67.5736,15314.0,0.05961520127682572,226.6
21003,Ballarat East - Warrenheip,19.2159,9656.0,0.03758942036888006,502.5
21003,Ballarat North - Invermay,73.1419,14692.0,0.05719384466234318,200.9
21004,Canadian - Mount Clear,22.2728,12207.0,0.04752009677329316,548.1
21004,Sebastopol - Redan,10.5813,13062.0,0.05084848890413332,1234.4
21009,Bacchus Marsh Surrounds,1038.8122,6533.0,0.025432030164653417,6.3
21010,Creswick - Clunes,856.7892,8036.0,0.031282993173603994,9.4
21011,Daylesford,920.7579,9870.0,0.03842249161566343,10.7
21012,Gordon (Vic.),850.3137,6337.0,0.024669030331150883,7.5
21013,Avoca,1714.2397,3498.0,0.013617211314244246,2.0
21014,Beaufort,1863.0431,4618.0,0.01797721036283017,2.5
21015,Golden Plains - North,922.0812,4868.0,0.01895042443617524,5.3
21016,Maryborough (Vic.),45.5379,8116.0,0.031594421677074415,178.2
21017,Maryborough Surrounds,1627.5521,5475.0,0.021313388206257073,3.4
21018,Bendigo,16.0796,14951.0,0.058202094442328677,929.8
21019,California Gully - Eaglehawk,32.9308,12923.0,0.050307381879353456,392.4
21020,East Bendigo - Kennington,17.1489,13925.0,0.054208023885320505,812.0
21021,Flora Hill - Spring Gully,13.2029,9420.0,0.0366707062836423,713.5
21022,Kangaroo Flat - Golden Square,40.9147,21060.0,0.08198355353858885,514.7
21023,Maiden Gully,42.9757,5500.0,0.02141070961359158,128.0
21024,Strathfieldsaye,56.4142,10676.0,0.041560133788127944,189.2
21025,White Hills - Ascot,67.7769,14444.0,0.056228416301584865,213.1
21026,Bendigo Surrounds - South,796.8536,8306.0,0.03233406437281667,10.4
21027,Castlemaine,83.9291,11285.0,0.04393088327079654,134.5
21028,Castlemaine Surrounds,1514.9804,9145.0,0.035600170802962725,6.0
21029,Heathcote,756.8174,5023.0,0.019553817161649185,6.6
21030,Kyneton,556.4897,10494.0,0.04085163394273274,18.9
21031,Woodend,211.8678,7908.0,0.030784707568051312,37.3
21032,Bendigo Surrounds - North,1440.2175,4906.0,0.01909835297532369,3.4
21033,Loddon,6193.3066,7230.0,0.02814535100113948,1.2
21034,Bannockburn,192.052,7733.0,0.030103457716709765,40.3
21035,Golden Plains - South,1484.5293,8065.0,0.03139588600611202,5.4
21036,Winchelsea,903.2574,6582.0,0.025622780123029053,7.3
21037,Belmont,9.3677,14994.0,0.05836948726294403,1600.6
21039,Geelong,12.8171,13477.0,0.05246402426588614,1051.5
21040,Geelong West - Hamlyn Heights,32.0375,21244.0,0.08269983909657083,663.1
21042,Highton,40.587,24079.0,0.09373608668830395,593.3
21043,Lara,588.6012,20850.0,0.08116605371697899,35.4
21044,Leopold,27.9287,13213.0,0.05143631020443374,473.1
21045,Newcomb - Moolap,43.2941,15402.0,0.05995777263064319,355.8
21046,Newtown (Vic.),5.8078,10406.0,0.04050906258891527,1791.7
21047,North Geelong - Bell Park,21.9321,15739.0,0.06126966520151234,717.6
21041,Charlemont,18.1166,10315.0,0.04015481266621766,569.4
21038,Corio - Lovely Banks,74.351,18359.0,0.07146894869016869,246.9
21041,Grovedale - Mount Duneed,37.588,24796.0,0.0965272646506576,659.7
21038,Norlane,6.4625,9039.0,0.03518752803586442,1398.7
21048,Clifton Springs,65.1496,16716.0,0.06507298580014488,256.6
21049,Lorne - Anglesea,447.9915,6189.0,0.0240928875997306,13.8
21051,Portarlington,71.8555,9450.0,0.036787491972443714,131.5
21052,Point Lonsdale - Queenscliff,61.6733,5456.0,0.021239423936682846,88.5
21053,Torquay,126.3197,24617.0,0.09583044337414254,194.9
21050,Barwon Heads - Armstrong Creek,88.2113,11314.0,0.04404377610330457,128.3
21050,Ocean Grove,68.7681,19384.0,0.0754591263908835,281.9
21054,Alexandra,2118.9554,6768.0,0.026346851393597787,3.2
21055,Euroa,2057.9046,6864.0,0.026720565597762293,3.3
21056,Kilmore - Broadford,461.5233,15517.0,0.06040545110438192,33.6
21057,Mansfield (Vic.),3927.8774,10454.0,0.04069591969099752,2.7
21058,Nagambie,1294.3498,4507.0,0.017545103314264957,3.5
21059,Seymour,79.3085,6545.0,0.02547874444017398,82.5
21060,Seymour Surrounds,1688.8308,4632.0,0.01803171035093749,2.7
21061,Upper Yarra Valley,856.2714,240.0,0.0009342855104112689,0.3
21062,Yea,1474.2972,4142.0,0.016124210767181152,2.8
21063,Benalla,315.3043,10750.0,0.04184820515383809,34.1
21064,Benalla Surrounds,2105.3239,3752.0,0.01460599681276284,1.8
21065,Rutherglen,479.8352,4019.0,0.015645389443095375,8.4
21066,Wangaratta,57.5836,19877.0,0.07737830454351997,345.2
21067,Wangaratta Surrounds,3587.526,9863.0,0.038395241621609774,2.7
21068,Beechworth,371.3306,4954.0,0.019285210077405943,13.3
21069,Bright - Mount Beauty,4253.6538,8848.0,0.03444399248382878,2.1
21070,Chiltern - Indigo Valley,513.0897,3158.0,0.012293640174494948,6.2
21071,Myrtleford,553.3639,4716.0,0.018358710279581435,8.5
21072,Towong,6668.947,6153.0,0.02395274477316891,0.9
21073,West Wodonga,153.88,15357.0,0.05978259409744108,99.8
21075,Yackandandah,708.198,5187.0,0.02019224559376355,7.3
21074,Baranduda - Leneva,248.809,12782.0,0.04975848914198683,51.4
21074,Wodonga,30.3131,15044.0,0.05856413007761305,496.3
21076,Drouin,326.806,19790.0,0.07703962604599589,60.6
21077,Mount Baw Baw Region,2753.3275,6539.0,0.0254553873024137,2.4
21078,Trafalgar (Vic.),501.529,8313.0,0.03236131436687033,16.6
21079,Warragul,352.1791,23080.0,0.08984712325121703,65.5
21080,Alps - East,2071.2834,,,
21081,Bairnsdale,155.0115,15648.0,0.060915415278814736,100.9
21082,Bruthen - Omeo,7377.4172,8238.0,0.0320693501448668,1.1
21083,Lake King,93.8744,,,
21084,Lakes Entrance,214.0352,11091.0,0.04317566914988077,51.8
21085,Orbost,11383.7,6690.0,0.026043208602714127,0.6
21086,Paynesville,417.8856,6897.0,0.02684902985544384,16.5
21087,Foster,1498.8468,9377.0,0.03650331346302696,6.3
21088,French Island,170.2291,138.0,0.0005372141684864797,0.8
21089,Korumburra,600.6912,9783.0,0.038083813118139354,16.3
21090,Leongatha,801.0085,11434.0,0.04451091885851021,14.3
21091,Phillip Island,100.5731,13724.0,0.053425559770351065,136.5
21092,Wilsons Promontory,481.5078,15.0,5.8392844400704306e-05,
21093,Wonthaggi - Inverloch,728.7626,26723.0,0.10402879872800143,36.7
21094,Churchill,796.5231,11855.0,0.046149811358023304,14.9
21095,Moe - Newborough,105.2836,17263.0,0.06720237819262391,164.0
21096,Morwell,85.4861,14393.0,0.056029880630622475,168.4
21098,Yallourn North - Glengarry,342.7019,4691.0,0.01826138887224693,13.7
21097,Traralgon - East,108.33,11966.0,0.04658191840658852,110.5
21097,Traralgon - West,41.3428,16769.0,0.06527930718369404,405.6
21099,Alps - West,2955.6802,23.0,8.953569474774661e-05,
21100,Longford - Loch Sport,1610.8491,4901.0,0.01907888869385679,3.0
21101,Maffra,2532.3197,14693.0,0.057197737518636556,5.8
21102,Rosedale,968.4597,4909.0,0.01911003154420383,5.1
21103,Sale,45.6023,15259.0,0.059401094180689805,334.6
21104,Yarram,1931.8628,5556.0,0.021628709566020875,2.9
21106,Brunswick East,2.1682,12963.0,0.05046309613108867,5978.7
21107,Brunswick West,3.1795,14499.0,0.05644252339772079,4560.2
21109,Pascoe Vale South,2.9887,10461.0,0.040723169685051186,3500.2
21105,Brunswick - North,2.4091,13091.0,0.05096138173664134,5434.0
21105,Brunswick - South,2.7334,13215.0,0.051444095917020496,4834.6
21108,Coburg - East,3.7471,12672.0,0.049330274949715,3381.8
21108,Coburg - West,3.1876,14187.0,0.05522795223418614,4450.7
21110,Alphington - Fairfield,2.8853,9072.0,0.03531599229354597,3144.2
21112,Thornbury,4.9972,19152.0,0.07455598373081926,3832.5
21111,Northcote - East,3.5134,15230.0,0.059288201348181774,4334.8
21111,Northcote - West,2.6316,10427.0,0.04059081257107626,3962.2
21113,Ascot Vale,3.8361,15351.0,0.059759236959680787,4001.7
21115,Flemington,1.5808,9190.0,0.03577534933616484,5813.5
21116,Moonee Ponds,4.3551,16406.0,0.063866200349197,3767.1
21114,Essendon (West) - Aberfeldie,4.8886,16180.0,0.06298641482689304,3309.7
21114,Essendon - East,3.5543,12313.0,0.04793273954039148,3464.3
21117,Carlton,1.8187,17198.0,0.06694934253355418,9456.2
21118,Docklands,2.444,15942.0,0.06205991502906854,6522.9
21119,East Melbourne,2.8998,4962.0,0.019316352927752987,1711.2
21120,Flemington Racecourse,1.7093,78.0,0.0003036427908836624,45.6
21121,Kensington (Vic.),2.147,10874.0,0.042330919334217246,5064.7
21124,Parkville,4.0491,7446.0,0.028986207960509623,1838.9
21125,South Yarra - West,1.5027,6542.0,0.02546706587129384,4353.5
21127,West Melbourne - Industrial,6.1992,,,
21122,Melbourne CBD - East,0.802,10205.0,0.03972659847394583,12724.4
21122,Melbourne CBD - North,0.5616,17439.0,0.06788752090025883,31052.4
21122,Melbourne CBD - West,1.0051,16179.0,0.06298252197059967,16096.9
21123,North Melbourne,2.4248,15998.0,0.06227791498149784,6597.7
21126,Royal Botanic Gardens Victoria,1.3511,,,
21126,Southbank (West) - South Wharf,0.8496,6635.0,0.025829101506578207,7809.6
21126,Southbank - East,0.804,16538.0,0.0643800573799232,20569.7
21123,West Melbourne - Residential,0.8247,7619.0,0.02965967209926441,9238.5
21128,Albert Park,4.6747,16023.0,0.06237523638883234,3427.6
21129,Elwood,2.553,15041.0,0.0585524515087329,5891.5
21130,Port Melbourne,2.7894,16373.0,0.06373773609151545,5869.7
21134,St Kilda East,2.4135,16085.0,0.06261659347902192,6664.6
21131,Port Melbourne Industrial,7.6426,1942.0,0.007559926921744517,254.1
21132,South Melbourne,1.8897,11860.0,0.046169275639490207,6276.1
21133,St Kilda - Central,1.5375,12100.0,0.04710356114990148,7869.9
21133,St Kilda - West,2.3637,14104.0,0.05490484516183558,5966.9
21135,Armadale,2.1835,9436.0,0.03673299198433639,4321.5
21136,Prahran - Windsor,2.9053,19460.0,0.07575498346918039,6698.1
21138,Toorak,4.3233,13098.0,0.050988631730695,3029.6
21137,South Yarra - North,1.1696,11456.0,0.04459656169696457,9794.8
21137,South Yarra - South,1.3475,10125.0,0.039415169970475415,7513.9
21139,Abbotsford,1.7405,9262.0,0.036055634989288224,5321.5
21140,Carlton North - Princes Hill,2.3042,8295.0,0.03229124295358948,3599.9
21141,Collingwood,1.2669,9348.0,0.03639042063051893,7378.6
21142,Fitzroy,1.3779,10609.0,0.04129931241647147,7699.4
21143,Fitzroy North,2.5051,12955.0,0.050431953280741626,5171.5
21145,Clifton Hill - Alphington,5.2089,9980.0,0.038850705807935274,1916.0
21144,Richmond (South) - Cremorne,4.2891,17972.0,0.06996241330463053,4190.2
21144,Richmond - North,1.9233,14083.0,0.05482309517967458,7322.3
21146,Ashburton (Vic.),2.8366,8025.0,0.031240171754376808,2829.1
21147,Balwyn,5.5851,16332.0,0.06357812898348686,2924.2
21148,Balwyn North,8.8492,21411.0,0.08334994609756533,2419.5
21149,Camberwell,7.2919,21512.0,0.08374312458319674,2950.1
21150,Glen Iris - East,5.7049,17010.0,0.06621748555039869,2981.6
21152,Hawthorn East,3.824,15898.0,0.06188862935215981,4157.4
21154,Kew East,4.0154,6557.0,0.025525458715694546,1633.0
21155,Surrey Hills (West) - Canterbury,5.7026,16090.0,0.06263605776048882,2821.5
21151,Hawthorn - North,2.4558,10037.0,0.03907259861665795,4087.1
21151,Hawthorn - South,3.2163,12151.0,0.04730209682086387,3777.9
21153,Kew - South,4.3235,11725.0,0.04564374003988387,2711.9
21153,Kew - West,6.2106,13153.0,0.05120273882683092,2117.8
21156,Bulleen,6.6711,11371.0,0.044265668912027246,1704.5
21157,Doncaster,8.7738,25172.0,0.0979909786169686,2869.0
21159,Templestowe,16.1176,17105.0,0.06658730689826982,1061.3
21160,Templestowe Lower,5.9386,14278.0,0.05558220215688374,2404.3
21424,Doncaster East - North,6.403,15792.0,0.061475986585061496,2466.3
21425,Doncaster East - South,4.7684,15593.0,0.06070130818267882,3270.1
21161,Blackburn,8.6076,22360.0,0.08704426671998323,2597.7
21162,Blackburn South,3.5966,11022.0,0.042907062065637526,3064.6
21163,Box Hill,7.0123,23232.0,0.09043883740781083,3313.0
21164,Box Hill North,6.2087,18304.0,0.07125484159403278,2948.1
21165,Burwood (Vic.),5.0392,12543.0,0.04882809648786894,2489.1
21166,Burwood East,4.2629,10778.0,0.04195720513005274,2528.3
21167,Surrey Hills (East) - Mont Albert,3.3279,10262.0,0.03994849128266851,3083.6
21168,Beaumaris,5.9678,14124.0,0.054982702287703175,2366.7
21169,Brighton (Vic.),8.2004,23053.0,0.08974201613129577,2811.2
21170,Brighton East,5.6083,16695.0,0.0649912358179839,2976.8
21171,Highett (West) - Cheltenham,5.3198,12541.0,0.048820310775282184,2357.4
21172,Hampton,5.6847,18406.0,0.07165191293595757,3237.8
21173,Sandringham - Black Rock,6.4301,17518.0,0.06819505654743586,2724.4
21174,Bentleigh - McKinnon,6.2242,25201.0,0.09810387144947662,4048.9
21176,Carnegie,3.8045,18803.0,0.07319737688442954,4942.3
21177,Caulfield - North,6.4189,22739.0,0.08851965925517435,3542.5
21178,Caulfield - South,4.7426,18232.0,0.0709745559409094,3844.3
21179,Elsternwick,2.8616,12032.0,0.046838846921951616,4204.6
21180,Hughesdale,2.0095,7644.0,0.029756993506598918,3803.9
