SA2_CODE_2016,SA2_5DIG16,AREA_SQKM,NR_OF_PEOPLE_2016,NR_OF_PEOPLE_2016_%,POPULATION_DENSITY_2016
401041016,41016,9.9,22241,0.09,2246.5656565656564
401051017,41017,3.9,10509,0.04,2694.6153846153848
401051018,41018,5.2,12602,0.05,2423.4615384615386
401051019,41019,6.0,13332,0.06,2222.0
401061020,41020,2.3,6187,0.03,2690.0
401061021,41021,5.5,14908,0.06,2710.5454545454545
401061022,41022,3.5,7838,0.03,2239.4285714285716
401071023,41023,7.2,18086,0.07,2511.9444444444443
401071024,41024,7.1,20830,0.09,2933.8028169014087
402011025,41025,145.5,9294,0.04,63.876288659793815
402011026,41026,76.7,19915,0.08,259.64797913950457
402011027,41027,84.6,5684,0.02,67.18676122931443
402021028,41028,11.9,18443,0.08,1549.8319327731092
402021029,41029,9.5,17948,0.07,1889.2631578947369
402021030,41030,9.3,10468,0.04,1125.5913978494623
402021031,41031,8.2,13055,0.05,1592.0731707317075
402021032,41032,44.3,12329,0.05,278.30699774266367
402021033,41033,130.2,2576,0.01,19.78494623655914
402021034,41034,8.0,12350,0.05,1543.75
402021035,41035,135.6,4296,0.02,31.681415929203542
402031036,41036,15.2,23676,0.1,1557.6315789473686
402031037,41037,11.2,25155,0.1,2245.982142857143
402031038,41038,8.4,20768,0.09,2472.3809523809523
402041039,41039,38.6,0,0.0,0.0
402041040,41040,7.4,15072,0.06,2036.7567567567567
402041041,41041,10.2,14915,0.06,1462.2549019607843
402041042,41042,4.6,104,0.0,22.608695652173914
402041043,41043,7.0,17285,0.07,2469.285714285714
402041044,41044,8.3,17130,0.07,2063.855421686747
402041046,41046,10.8,17866,0.07,1654.2592592592591
402041047,41047,14.9,17771,0.07,1192.6845637583892
402041048,41048,31.3,17656,0.07,564.0894568690096
402041171,41171,9.6,13795,0.06,1436.9791666666667
402041172,41172,7.5,7935,0.03,1058.0
402051049,41049,26.6,10545,0.04,396.4285714285714
402051050,41050,6.0,9114,0.04,1519.0
402051051,41051,12.0,10702,0.04,891.8333333333334
402051052,41052,10.3,16725,0.07,1623.7864077669901
402051053,41053,9.9,19253,0.08,1944.7474747474746
402051054,41054,14.1,16322,0.07,1157.5886524822695
402051055,41055,12.3,12629,0.05,1026.7479674796748
403011056,41056,5.9,14212,0.06,2408.8135593220336
403011057,41057,7.2,20477,0.08,2844.027777777778
403021058,41058,5.5,13834,0.06,2515.2727272727275
403021059,41059,9.3,12670,0.05,1362.3655913978494
403021060,41060,12.2,9584,0.04,785.5737704918033
403021061,41061,7.6,15473,0.06,2035.921052631579
403021062,41062,6.2,14947,0.06,2410.806451612903
403021063,41063,9.4,10311,0.04,1096.9148936170213
403021064,41064,6.0,15279,0.06,2546.5
403031065,41065,24.8,4708,0.02,189.83870967741936
403031066,41066,8.7,7617,0.03,875.5172413793105
403031067,41067,16.9,12230,0.05,723.6686390532545
403031068,41068,6.8,15941,0.07,2344.264705882353
403031069,41069,11.4,16346,0.07,1433.859649122807
403031070,41070,5.7,8227,0.03,1443.3333333333333
403041071,41071,13.8,11765,0.05,852.5362318840579
403041072,41072,35.3,15554,0.06,440.6232294617564
403041073,41073,8.6,9468,0.04,1100.9302325581396
403041074,41074,7.2,10356,0.04,1438.3333333333333
403041075,41075,123.4,2712,0.01,21.977309562398702
403041076,41076,4.4,4398,0.02,999.5454545454545
403041077,41077,9.8,10741,0.04,1096.0204081632653
403041078,41078,23.6,6389,0.03,270.72033898305085
403041079,41079,4.4,7655,0.03,1739.772727272727
403041080,41080,10.2,13882,0.06,1360.9803921568628
403041081,41081,6.5,0,0.0,0.0
403041082,41082,9.8,26,0.0,2.6530612244897958
403041083,41083,119.6,6028,0.02,50.401337792642146
403041084,41084,7.7,13712,0.06,1780.7792207792209
403041085,41085,5.1,9629,0.04,1888.0392156862747
403041086,41086,7.7,10240,0.04,1329.8701298701299
403041087,41087,23.6,22857,0.09,968.5169491525423
403041088,41088,85.2,3432,0.01,40.28169014084507
403041089,41089,13.5,11532,0.05,854.2222222222222
404011090,41090,4.2,7942,0.03,1890.952380952381
404011091,41091,6.4,14918,0.06,2330.9375
404011092,41092,6.0,15303,0.06,2550.5
404011093,41093,7.9,18102,0.07,2291.392405063291
404011094,41094,3.2,5953,0.02,1860.3125
404011095,41095,8.3,16714,0.07,2013.734939759036
404011096,41096,8.6,14630,0.06,1701.1627906976744
404011097,41097,8.8,17943,0.07,2038.9772727272725
404021098,41098,6.1,0,0.0,0.0
404021099,41099,6.7,14767,0.06,2204.0298507462685
404021100,41100,14.8,14455,0.06,976.6891891891892
404021101,41101,13.0,11003,0.05,846.3846153846154
404021102,41102,18.3,19028,0.08,1039.7814207650272
404021103,41103,8.8,3,0.0,0.3409090909090909
404031104,41104,7.3,0,0.0,0.0
404031105,41105,1.3,2729,0.01,2099.230769230769
404031106,41106,5.7,13182,0.05,2312.6315789473683
404031107,41107,10.7,24785,0.1,2316.355140186916
404031108,41108,8.9,16911,0.07,1900.1123595505617
404031109,41109,4.5,5151,0.02,1144.6666666666667
405011110,41110,633.9,6282,0.03,9.910080454330336
405011111,41111,1111.7,9184,0.04,8.261221552577133
405011112,41112,175.8,6340,0.03,36.063708759954494
405011113,41113,847.9,3238,0.01,3.8188465620945866
405011114,41114,50.6,6731,0.03,133.02371541501975
405011115,41115,17.3,4718,0.02,272.7167630057803
405021116,41116,74.2,4121,0.02,55.53908355795148
405021117,41117,1675.4,5029,0.02,3.001671242688313
405021118,41118,6748.2,4244,0.02,0.6289084496606503
405021119,41119,5231.2,9657,0.04,1.8460391497170823
405031120,41120,3107.0,4651,0.02,1.4969423881557773
405031121,41121,9643.9,5487,0.02,0.5689606901772105
405031122,41122,75.3,14360,0.06,190.7038512616202
405031123,41123,1583.3,3392,0.01,2.1423608918082486
405041124,41124,394.1,5396,0.02,13.691956356254757
405041125,41125,271.9,4956,0.02,18.22728944464877
405041126,41126,146.5,4099,0.02,27.97952218430034
405041127,41127,3654.4,7280,0.03,1.9921190893169878
405041128,41128,2273.8,3998,0.02,1.7582900870788987
406011129,41129,413.3,2669,0.01,6.457778853133317
406011130,41130,7228.3,6671,0.03,0.9229002670060733
406011131,41131,15184.4,4343,0.02,0.2860172282078976
406011132,41132,11387.2,2333,0.01,0.20487916256849795
406011133,41133,136.3,16258,0.07,119.28099779897285
406011134,41134,31878.9,3695,0.02,0.11590738701774528
406011135,41135,168955.8,80,0.0,0.00047349661864227213
406011136,41136,40.9,22424,0.09,548.2640586797066
406011137,41137,80.4,0,0.0,0.0
406021138,41138,102364.1,2500,0.01,0.02442262472878675
406021139,41139,77.7,1842,0.01,23.706563706563706
406021140,41140,26144.9,2172,0.01,0.08307547552295093
406021141,41141,513381.6,2740,0.01,0.005337160505947233
406021142,41142,253.9,14078,0.06,55.44702638834187
406021143,41143,288.4,4037,0.02,13.997919556171984
407011144,41144,180.9,11384,0.05,62.929795467108896
407011145,41145,4400.7,4852,0.02,1.102551866748472
407011146,41146,155.8,7301,0.03,46.861360718870344
407011147,41147,1517.8,7565,0.03,4.984187640005271
407011148,41148,128.3,14786,0.06,115.24551831644582
407011149,41149,980.1,5831,0.02,5.949392919089888
407021150,41150,1691.1,5948,0.02,3.5172373011649225
407021151,41151,4431.5,3851,0.02,0.8690059799165069
407021152,41152,177.4,5379,0.02,30.321307779030438
407021154,41154,115.2,6274,0.03,54.46180555555556
407021155,41155,4404.9,2345,0.01,0.5323616881200481
407021156,41156,1514.5,3216,0.01,2.123473093430175
407021157,41157,6527.2,6871,0.03,1.0526718960656944
407021158,41158,2281.9,3342,0.01,1.4645689995179456
407021173,41173,66.8,15071,0.06,225.61377245508984
407021174,41174,126.5,14386,0.06,113.72332015810277
407031159,41159,856.2,6655,0.03,7.7727166549871525
407031160,41160,12.1,4200,0.02,347.10743801652893
407031161,41161,10548.6,3088,0.01,0.29274026885084276
407031162,41162,146.1,5513,0.02,37.73442847364819
407031163,41163,4790.4,1739,0.01,0.3630177020708083
407031164,41164,3287.9,6287,0.03,1.9121627786733173
407031165,41165,97.5,18120,0.07,185.84615384615384
407031166,41166,1924.5,3716,0.02,1.9308911405559885
407031167,41167,14.7,4787,0.02,325.6462585034014
407031168,41168,901.2,4966,0.02,5.510430537061695
407031169,41169,8645.0,5568,0.02,0.6440717177559283
407031170,41170,5557.8,6729,0.03,1.2107308647306487
501011001,51001,2106.6,5528,0.02,2.624133675116301
501011002,51002,196.2,26828,0.11,136.73802242609582
501011003,51003,1227.1,10768,0.04,8.775160948577948
501011004,51004,134.4,9159,0.04,68.14732142857143
501021005,51005,67.3,17956,0.07,266.80534918276373
501021007,51007,507.1,5311,0.02,10.47327943206468
501021008,51008,9.7,6873,0.03,708.5567010309279
501021009,51009,1709.8,8901,0.04,5.205872031816587
501021010,51010,517.1,3213,0.01,6.213498356217366
501021011,51011,11.7,12,0.0,1.0256410256410258
501021012,51012,10.0,12068,0.05,1206.8
501021014,51014,1660.6,9073,0.04,5.463687823678189
501021015,51015,23.0,7172,0.03,311.82608695652175
501021016,51016,832.2,4238,0.02,5.092525835135785
501021251,51251,16.3,9228,0.04,566.1349693251534
501021252,51252,65.3,3057,0.01,46.81470137825421
501021253,51253,11.3,12413,0.05,1098.4955752212388
501021254,51254,8.2,5323,0.02,649.1463414634147
501031017,51017,4163.8,6370,0.03,1.52985253854652
501031018,51018,1559.9,5930,0.02,3.801525738829412
501031019,51019,323.8,5615,0.02,17.34095120444719
501031020,51020,9641.1,5106,0.02,0.5296076173880574
502011021,51021,97.9,7279,0.03,74.35137895812052
502011022,51022,9.6,9032,0.04,940.8333333333334
502011023,51023,10.0,10062,0.04,1006.2
502011024,51024,14.2,19045,0.08,1341.1971830985917
502011025,51025,8.4,9381,0.04,1116.7857142857142
502011026,51026,40.2,5967,0.02,148.43283582089552
502011027,51027,31.8,18386,0.08,578.1761006289308
502011028,51028,11.8,10416,0.04,882.7118644067796
502011029,51029,808.9,9837,0.04,12.160959327481766
503011030,51030,9.8,6971,0.03,711.3265306122448
503011031,51031,3.9,8529,0.04,2186.923076923077
503011032,51032,3.8,7851,0.03,2066.0526315789475
503011033,51033,4.4,8258,0.03,1876.8181818181818
503011034,51034,5.4,10900,0.05,2018.5185185185185
503011035,51035,9.7,19588,0.08,2019.3814432989693
503011036,51036,11.7,9155,0.04,782.4786324786326
503021037,51037,4.2,20,0.0,4.761904761904762
503021038,51038,3.9,11152,0.05,2859.4871794871797
503021039,51039,7.1,17244,0.07,2428.7323943661972
503021040,51040,3.1,9187,0.04,2963.548387096774
503021041,51041,10.9,33898,0.14,3109.908256880734
503021042,51042,7.8,17305,0.07,2218.5897435897436
503021043,51043,6.6,18801,0.08,2848.636363636364
504011044,51044,10.3,15563,0.06,1510.9708737864078
504011045,51045,13.8,23881,0.1,1730.5072463768115
504011046,51046,5.0,13357,0.06,2671.4
504011047,51047,10.6,22648,0.09,2136.603773584906
504011048,51048,4.9,8292,0.03,1692.2448979591836
504021049,51049,167.7,4875,0.02,29.069767441860467
504021050,51050,56.7,7250,0.03,127.86596119929453
504021051,51051,8.8,5431,0.02,617.1590909090909
504021052,51052,318.4,10,0.0,0.0314070351758794
504021053,51053,118.7,13204,0.05,111.23841617523168
504021054,51054,15.1,12368,0.05,819.0728476821192
504031055,51055,75.0,8,0.0,0.10666666666666667
504031056,51056,23.8,19540,0.08,821.0084033613446
504031057,51057,47.1,18733,0.08,397.72823779193203
504031058,51058,253.9,5409,0.02,21.303662859393462
504031059,51059,37.8,37251,0.15,985.4761904761906
504031060,51060,304.9,2827,0.01,9.271892423745491
504031061,51061,16.9,4279,0.02,253.19526627218937
504031062,51062,14.6,11009,0.05,754.0410958904109
504031063,51063,6.4,9,0.0,1.40625
504031064,51064,99.7,0,0.0,0.0
504031065,51065,32.2,5637,0.02,175.06211180124222
504031066,51066,11.7,10982,0.05,938.6324786324786
504031067,51067,23.5,7097,0.03,302.0
504031068,51068,67.0,10248,0.04,152.955223880597
504031069,51069,17.9,0,0.0,0.0
505011070,51070,7.1,10182,0.04,1434.0845070422536
505011071,51071,6.0,14371,0.06,2395.1666666666665
505011072,51072,7.6,15941,0.07,2097.5
505011073,51073,8.6,13782,0.06,1602.5581395348838
505011074,51074,6.6,10682,0.04,1618.4848484848485
505011075,51075,6.3,11348,0.05,1801.2698412698412
505011076,51076,5.8,9271,0.04,1598.448275862069
505011077,51077,15.6,14062,0.06,901.4102564102565
505011078,51078,7.9,13449,0.06,1702.4050632911392
505011079,51079,5.9,11731,0.05,1988.3050847457625
505011080,51080,5.3,8250,0.03,1556.6037735849056
505011081,51081,6.0,8507,0.04,1417.8333333333333
505011082,51082,4.6,10058,0.04,2186.521739130435
505011083,51083,7.2,9654,0.04,1340.8333333333333
505021084,51084,10.4,15885,0.07,1527.4038461538462
505021085,51085,9.4,20996,0.09,2233.6170212765956
505021086,51086,11.5,25276,0.1,2197.913043478261
505021087,51087,3.1,0,0.0,0.0
505021088,51088,5.6,17310,0.07,3091.071428571429
505021089,51089,14.1,21186,0.09,1502.5531914893618
505021090,51090,6.0,18618,0.08,3103.0
505021091,51091,3.4,24,0.0,7.0588235294117645
505021092,51092,5.0,16462,0.07,3292.4
505021093,51093,6.5,14293,0.06,2198.923076923077
505021094,51094,5.8,7951,0.03,1370.8620689655172
505021095,51095,3.6,12419,0.05,3449.722222222222
505021096,51096,8.0,14591,0.06,1823.875
505021097,51097,6.9,16295,0.07,2361.5942028985505
505031098,51098,6.7,12475,0.05,1861.9402985074626
505031099,51099,9.6,24274,0.1,2528.541666666667
505031100,51100,30.0,17180,0.07,572.6666666666666
505031101,51101,10.8,13393,0.06,1240.0925925925926
505031102,51102,4.1,9038,0.04,2204.390243902439
505031103,51103,20.4,26522,0.11,1300.0980392156864
505031104,51104,4.8,11053,0.05,2302.7083333333335
505031105,51105,12.7,19462,0.08,1532.44094488189
505031106,51106,17.9,7,0.0,0.3910614525139665
505031107,51107,47.8,13765,0.06,287.97071129707115
505031108,51108,41.7,26539,0.11,636.4268585131894
505031255,51255,32.7,8291,0.03,253.54740061162076
505031256,51256,371.1,752,0.0,2.026407976286715
505031257,51257,55.1,3085,0.01,55.98911070780399
505031258,51258,19.0,9151,0.04,481.63157894736844
506011110,51110,25.4,19478,0.08,766.8503937007874
506011111,51111,326.3,14,0.0,0.04290530186944529
506011112,51112,8.1,5700,0.02,703.7037037037037
506011113,51113,44.2,20111,0.08,454.99999999999994
506011114,51114,15.0,10890,0.04,726.0
506011115,51115,61.1,8174,0.03,133.78068739770868
506011116,51116,74.8,7343,0.03,98.16844919786097
506011117,51117,4.6,10570,0.04,2297.826086956522
506021118,51118,10.9,14876,0.06,1364.7706422018348
506021119,51119,6.3,17352,0.07,2754.285714285714
506021120,51120,4.9,7,0.0,1.4285714285714284
506021121,51121,20.3,35,0.0,1.7241379310344827
506021122,51122,10.2,26352,0.11,2583.529411764706
506021123,51123,7.6,15264,0.06,2008.421052631579
506031124,51124,11.1,20959,0.09,1888.1981981981983
506031125,51125,8.7,10313,0.04,1185.4022988505749
506031126,51126,6.7,0,0.0,0.0
506031127,51127,9.5,18826,0.08,1981.6842105263158
506031128,51128,8.6,14259,0.06,1658.0232558139535
506031129,51129,6.4,14016,0.06,2190.0
506031130,51130,8.3,36,0.0,4.337349397590361
506031131,51131,8.7,18763,0.08,2156.666666666667
506041132,51132,19.0,19538,0.08,1028.3157894736842
506041133,51133,9.9,24022,0.1,2426.464646464646
506041134,51134,15.5,20800,0.09,1341.9354838709678
506041135,51135,18.0,19710,0.08,1095.0
506041136,51136,53.3,14133,0.06,265.1594746716698
506041137,51137,11.6,23925,0.1,2062.5
506051138,51138,26.9,19408,0.08,721.4869888475837
506051139,51139,8.7,12632,0.05,1451.9540229885058
506051140,51140,28.1,15377,0.06,547.2241992882562
506051141,51141,220.1,11932,0.05,54.21172194457065
506061142,51142,29.4,16690,0.07,567.687074829932
506061143,51143,286.7,6467,0.03,22.556679455877223
506061144,51144,588.6,4539,0.02,7.711518858307849
506071145,51145,6.4,14747,0.06,2304.21875
506071146,51146,6.2,11997,0.05,1935.0
506071147,51147,7.8,17410,0.07,2232.051282051282
507011148,51148,29.7,18177,0.08,612.0202020202021
507011150,51150,6.5,7,0.0,1.0769230769230769
507011151,51151,4.2,0,0.0,0.0
507011152,51152,10.4,9158,0.04,880.5769230769231
507011153,51153,4.5,8370,0.03,1860.0
507011154,51154,6.6,10856,0.04,1644.848484848485
507011155,51155,8.7,16,0.0,1.8390804597701151
507011158,51158,2.8,2459,0.01,878.2142857142858
507011159,51159,8.9,11969,0.05,1344.8314606741571
507011160,51160,6.5,10636,0.04,1636.3076923076924
507011161,51161,8.9,15440,0.06,1734.8314606741571
507011163,51163,6.0,7782,0.03,1297.0
507011259,51259,28.7,8622,0.04,300.418118466899
507011260,51260,15.7,2724,0.01,173.50318471337582
507021164,51164,3.1,7765,0.03,2504.8387096774195
507021165,51165,29.2,15759,0.07,539.6917808219179
507021166,51166,7.3,15151,0.06,2075.4794520547944
507021167,51167,1.7,16,0.0,9.411764705882353
507031169,51169,12.4,14610,0.06,1178.225806451613
507031170,51170,15.1,7849,0.03,519.8013245033113
507031172,51172,24.8,75,0.0,3.0241935483870965
507031173,51173,16.7,25,0.0,1.4970059880239521
507031174,51174,7.8,11238,0.05,1440.7692307692307
507031261,51261,43.1,6508,0.03,150.99767981438515
507041175,51175,5.4,11616,0.05,2151.111111111111
507041176,51176,2.0,3903,0.02,1951.5
507041177,51177,6.3,14264,0.06,2264.126984126984
507041178,51178,6.8,15118,0.06,2223.2352941176473
507041179,51179,4.2,8084,0.03,1924.7619047619046
507041180,51180,6.7,11198,0.05,1671.3432835820895
507041181,51181,7.9,16902,0.07,2139.493670886076
507041182,51182,8.6,12758,0.05,1483.4883720930234
507041183,51183,2.1,5046,0.02,2402.8571428571427
507041184,51184,3.5,6217,0.03,1776.2857142857142
507051185,51185,141.5,34287,0.14,242.31095406360424
507051186,51186,5.0,8841,0.04,1768.2
507051187,51187,21.2,14155,0.06,667.6886792452831
507051188,51188,35.7,16017,0.07,448.6554621848739
507051189,51189,21.0,10,0.0,0.47619047619047616
507051190,51190,7.2,11870,0.05,1648.611111111111
507051191,51191,14.6,20209,0.08,1384.178082191781
507051192,51192,5.8,12784,0.05,2204.137931034483
507051193,51193,5.6,11135,0.05,1988.3928571428573
509011225,51225,30.5,14691,0.06,481.672131147541
509011226,51226,4009.1,3492,0.01,0.8710184330647777
509011227,51227,24.9,4955,0.02,198.99598393574297
509011228,51228,1859.8,5964,0.02,3.206796429723626
509011229,51229,15012.8,2929,0.01,0.1951001811787275
509011230,51230,2647.0,4611,0.02,1.741972043823196
509011231,51231,8554.5,4266,0.02,0.4986849026827985
509011232,51232,142.7,3694,0.02,25.886475122634902
509011233,51233,101.2,10575,0.04,104.49604743083003
509011234,51234,4383.9,5142,0.02,1.1729282146034354
509011235,51235,1121.6,0,0.0,0.0
509021236,51236,1219.9,5535,0.02,4.537257152225592
509021237,51237,6896.5,4148,0.02,0.6014645109838324
509021238,51238,11490.4,4032,0.02,0.3509016222237694
509021239,51239,9919.9,8559,0.04,0.8628111170475509
509021240,51240,9827.5,5151,0.02,0.5241414398371915
509021241,51241,13538.4,4844,0.02,0.35779708089582224
509021242,51242,50177.0,3202,0.01,0.06381409809275165
509021243,51243,1431.2,11260,0.05,7.8675237562884295
509021244,51244,1691.6,4500,0.02,2.660203357767794
509021245,51245,4502.1,5353,0.02,1.1890006885675573
509031246,51246,7480.9,3792,0.02,0.5068908821131147
509031247,51247,28626.2,4335,0.02,0.15143469968071208
509031248,51248,2746.4,2599,0.01,0.9463297407515292
509031249,51249,509.3,4818,0.02,9.460043196544277
509031250,51250,9400.1,5001,0.02,0.5320156168551399
510011262,51262,50.0,14518,0.06,290.36
510011263,51263,110798.9,8322,0.03,0.07510904891655062
510011264,51264,135360.4,3598,0.01,0.026580890718408044
510011265,51265,117707.0,7496,0.03,0.0636835532296295
510011266,51266,55343.5,2458,0.01,0.04441352643038478
510021267,51267,390590.3,6867,0.03,0.017581081762655142
510021268,51268,17.1,4739,0.02,277.1345029239766
510021269,51269,94.2,4513,0.02,47.90870488322717
510021270,51270,22.3,9882,0.04,443.1390134529148
510031271,51271,100827.0,13262,0.05,0.13153222847054857
510031272,51272,134.2,16334,0.07,121.71385991058123
510031273,51273,15104.9,5838,0.02,0.3864970969685334
511011274,51274,479.9,12307,0.05,25.644926026255472
511011275,51275,55180.8,3982,0.02,0.0721627812572489
511021276,51276,78.2,5367,0.02,68.63171355498721
511021277,51277,134985.9,4390,0.02,0.03252191525188927
511031278,51278,13.1,7321,0.03,558.8549618320611
511031279,51279,23.5,14299,0.06,608.468085106383
511031280,51280,31.1,9056,0.04,291.1897106109325
511031281,51281,7.4,6,0.0,0.8108108108108107
511031282,51282,218578.1,4690,0.02,0.021456861414752896
511031283,51283,495832.3,4945,0.02,0.009973130028035689
511031284,51284,27.6,0,0.0,0.0
511041285,51285,21.9,12009,0.05,548.3561643835617
511041286,51286,81.0,8179,0.03,100.9753086419753
511041287,51287,143.0,7876,0.03,55.07692307692308
511041288,51288,26.3,10225,0.04,388.78326996197717
511041289,51289,2369.3,3611,0.01,1.5240788418520237
511041290,51290,414527.0,3160,0.01,0.007623146381297238
511041291,51291,23464.3,4056,0.02,0.17285834224758465
511041292,51292,26161.9,6011,0.02,0.2297615998838005
601011001,61001,55.7,7342,0.03,131.81328545780968
601011002,61002,88.8,5449,0.02,61.362612612612615
601011003,61003,31.6,4378,0.02,138.54430379746836
601021004,61004,4.7,5979,0.02,1272.127659574468
601021005,61005,101.7,7717,0.03,75.88003933136676
601021006,61006,8.7,3233,0.01,371.6091954022989
601021007,61007,9.4,10432,0.04,1109.787234042553
601021008,61008,8.0,7344,0.03,918.0
601021009,61009,8.2,4695,0.02,572.5609756097562
601021010,61010,35.5,3115,0.01,87.74647887323944
601021011,61011,15.4,6101,0.03,396.16883116883116
601021012,61012,74.3,4251,0.02,57.21399730820996
601031013,61013,27.4,3970,0.02,144.8905109489051
601031014,61014,34.0,5532,0.02,162.7058823529412
601031015,61015,17.9,7754,0.03,433.1843575418995
601031016,61016,4.9,4205,0.02,858.1632653061224
601031017,61017,10.5,11046,0.05,1052.0
601031018,61018,5.7,4851,0.02,851.0526315789474
601031019,61019,2.8,5359,0.02,1913.9285714285716
601031020,61020,63.3,6594,0.03,104.17061611374407
601031021,61021,1.8,3979,0.02,2210.5555555555557
601041022,61022,61.8,11367,0.05,183.93203883495147
601041023,61023,22.3,10373,0.04,465.15695067264573
601041024,61024,146.2,7818,0.03,53.474692202462386
601041025,61025,90.2,0,0.0,0.0
601041026,61026,8.0,3645,0.02,455.625
601051027,61027,6.6,8091,0.03,1225.909090909091
601051028,61028,9.8,8512,0.04,868.5714285714286
601051029,61029,7.9,4740,0.02,600.0
601051030,61030,3.8,6076,0.03,1598.9473684210527
601051031,61031,6.9,12297,0.05,1782.1739130434783
601051032,61032,23.5,6162,0.03,262.21276595744683
601051033,61033,3.6,5994,0.02,1665.0
601061034,61034,318.4,7520,0.03,23.61809045226131
601061035,61035,375.9,8541,0.04,22.721468475658423
602011036,61036,4.0,3165,0.01,791.25
602011037,61037,5.8,4278,0.02,737.5862068965517
602011038,61038,5.3,5386,0.02,1016.2264150943397
602011039,61039,33.7,4202,0.02,124.68842729970325
602011040,61040,9.3,3826,0.02,411.39784946236557
602011041,61041,23.6,9162,0.04,388.22033898305085
602011042,61042,3.7,5368,0.02,1450.8108108108108
602011043,61043,4.0,3947,0.02,986.75
602011044,61044,17.7,6557,0.03,370.45197740112997
602011045,61045,10.0,3696,0.02,369.6
602011046,61046,48.3,6651,0.03,137.70186335403727
602011047,61047,2.8,4756,0.02,1698.5714285714287
602011048,61048,8.8,4746,0.02,539.3181818181818
602011049,61049,9.7,4697,0.02,484.22680412371136
602011050,61050,55.1,3614,0.01,65.58983666061705
602011051,61051,4.0,4260,0.02,1065.0
602011052,61052,14.9,4729,0.02,317.38255033557044
602021053,61053,259.2,3818,0.02,14.729938271604938
602021054,61054,2521.2,5799,0.02,2.30009519276535
602021055,61055,344.8,5841,0.02,16.940255220417633
602021056,61056,174.7,3295,0.01,18.86090440755581
602021057,61057,679.1,4065,0.02,5.985863643056987
602031058,61058,1274.1,3991,0.02,3.132407189388588
602031059,61059,747.2,6905,0.03,9.241167023554603
602031060,61060,222.5,4083,0.02,18.35056179775281
602031061,61061,4763.6,3685,0.02,0.7735746074397514
602031062,61062,226.8,5165,0.02,22.77336860670194
602031064,61064,3299.1,6173,0.03,1.8711163650692613
602031099,61099,1996.6,926,0.0,0.4637884403485926
602031100,61100,3205.7,6751,0.03,2.1059363009639083
603011065,61065,7185.5,2073,0.01,0.2884976689165681
603011066,61066,1290.0,3175,0.01,2.4612403100775193
603011067,61067,2600.3,6155,0.03,2.367034572933892
603011068,61068,7351.1,21,0.0,0.0028567153215165076
603021069,61069,443.5,3033,0.01,6.838782412626832
603021070,61070,239.5,4385,0.02,18.308977035490607
603021071,61071,827.8,3735,0.02,4.511959410485625
603021072,61072,682.0,8555,0.04,12.543988269794722
603031073,61073,660.4,2396,0.01,3.6281041792852817
603031074,61074,2542.2,4495,0.02,1.7681535677759421
604011075,61075,2.1,3223,0.01,1534.7619047619046
604011076,61076,1364.2,5089,0.02,3.7303914382055416
604011077,61077,11.4,3668,0.02,321.7543859649123
604011078,61078,19.5,6491,0.03,332.87179487179486
604011079,61079,64.2,5177,0.02,80.6386292834891
604011080,61080,11.9,3470,0.01,291.5966386554622
604011081,61081,26.9,3998,0.02,148.62453531598513
604011082,61082,27.5,6999,0.03,254.5090909090909
604011083,61083,18.1,4268,0.02,235.80110497237567
604011084,61084,58.6,6198,0.03,105.7679180887372
604021085,61085,10.3,14069,0.06,1365.9223300970873
604021086,61086,13.2,4806,0.02,364.0909090909091
604021087,61087,215.3,4628,0.02,21.49558755225267
604021088,61088,23.1,3612,0.01,156.36363636363635
604021089,61089,363.0,5732,0.02,15.790633608815426
604021090,61090,28.6,2951,0.01,103.18181818181817
604021091,61091,1156.5,6310,0.03,5.456117596195417
604021092,61092,84.4,3164,0.01,37.48815165876777
604031093,61093,1095.7,1617,0.01,1.475768914848955
604031094,61094,4766.3,4167,0.02,0.8742630552000503
604031095,61095,91.3,4004,0.02,43.855421686746986
604031096,61096,3489.5,3689,0.02,1.057171514543631
604031097,61097,3931.6,4236,0.02,1.077423949537084
604031098,61098,5651.9,0,0.0,0.0
701011001,71001,14.3,15,0.0,1.048951048951049
701011002,71002,3.2,7130,0.03,2228.125
701011003,71003,2.4,14,0.0,5.833333333333334
701011004,71004,3.9,3602,0.01,923.5897435897436
701011005,71005,1.9,4013,0.02,2112.105263157895
701011006,71006,5.4,2759,0.01,510.92592592592587
701011007,71007,1.1,2967,0.01,2697.272727272727
701011008,71008,1.6,4497,0.02,2810.625
701011009,71009,6.8,3023,0.01,444.55882352941177
701021010,71010,1.2,2292,0.01,1910.0
701021011,71011,1.3,2517,0.01,1936.1538461538462
701021012,71012,30.3,1352,0.01,44.62046204620462
701021013,71013,2.7,3816,0.02,1413.3333333333333
701021014,71014,23.9,0,0.0,0.0
701021015,71015,17.5,0,0.0,0.0
701021016,71016,1.4,3216,0.01,2297.1428571428573
701021017,71017,24.4,13,0.0,0.5327868852459017
701021018,71018,1.3,1865,0.01,1434.6153846153845
701021019,71019,2.1,5270,0.02,2509.5238095238096
701021020,71020,2.5,4880,0.02,1952.0
701021021,71021,7.0,5092,0.02,727.4285714285714
701021022,71022,4.8,4842,0.02,1008.75
701021023,71023,1.5,2746,0.01,1830.6666666666667
701021024,71024,1.0,2142,0.01,2142.0
701021025,71025,1.5,4150,0.02,2766.6666666666665
