SA2_CODE_2016,SA2_5DIG16,AREA_SQKM,NR_OF_PEOPLE_2016,NR_OF_PEOPLE_2016_%,POPULATION_DENSITY_2016
125041493,11493,7.5,22602,0.09,3013.6
125041494,11494,4.3,11119,0.05,2585.813953488372
125041588,11588,4.5,13412,0.06,2980.4444444444443
125041589,11589,3.9,16322,0.07,4185.128205128205
126011495,11495,8.9,28110,0.12,3158.4269662921347
126011496,11496,13.3,21178,0.09,1592.3308270676691
126021497,11497,7.8,26256,0.11,3366.153846153846
126021498,11498,4.7,15070,0.06,3206.382978723404
126021499,11499,4.2,10819,0.04,2575.9523809523807
126021500,11500,10.7,22784,0.09,2129.3457943925237
126021501,11501,6.2,12778,0.05,2060.967741935484
126021503,11503,4.8,20337,0.08,4236.875
126021590,11590,1.5,4323,0.02,2882.0
126021591,11591,7.3,28506,0.12,3904.931506849315
127011504,11504,5.5,17751,0.07,3227.4545454545455
127011505,11505,110.7,9168,0.04,82.81842818428184
127011506,11506,132.1,18505,0.08,140.08327024981077
127011592,11592,17.6,62,0.0,3.5227272727272725
127011593,11593,3.7,7296,0.03,1971.8918918918919
127011594,11594,3.2,13031,0.05,4072.1875
127011595,11595,5.2,12825,0.05,2466.346153846154
127011596,11596,4.1,12000,0.05,2926.829268292683
127011597,11597,9.3,15740,0.07,1692.4731182795697
127021509,11509,5.2,16636,0.07,3199.230769230769
127021510,11510,9.5,19650,0.08,2068.4210526315787
127021511,11511,7.6,25844,0.11,3400.5263157894738
127021512,11512,5.3,17810,0.07,3360.377358490566
127021513,11513,5.4,21546,0.09,3989.9999999999995
127021514,11514,3.1,10242,0.04,3303.8709677419356
127021515,11515,4.2,18363,0.08,4372.142857142857
127021516,11516,4.7,19791,0.08,4210.851063829787
127021517,11517,3.6,8618,0.04,2393.8888888888887
127021518,11518,56.3,4637,0.02,82.36234458259325
127021519,11519,6.6,18608,0.08,2819.3939393939395
127021520,11520,3.6,11285,0.05,3134.722222222222
127021521,11521,8.6,46,0.0,5.348837209302326
127031522,11522,7.1,16223,0.07,2284.929577464789
127031523,11523,14.5,19319,0.08,1332.344827586207
127031524,11524,73.7,21504,0.09,291.7774762550882
127031598,11598,6.3,28680,0.12,4552.380952380952
127031599,11599,3.5,12122,0.05,3463.4285714285716
127031600,11600,14.1,18255,0.08,1294.6808510638298
127031601,11601,4.7,6135,0.03,1305.3191489361702
128011529,11529,5.8,17986,0.07,3101.034482758621
128011530,11530,6.0,18857,0.08,3142.8333333333335
128011531,11531,6.1,16591,0.07,2719.8360655737706
128011602,11602,4.0,12246,0.05,3061.5
128011603,11603,4.1,12495,0.05,3047.5609756097565
128011604,11604,25.1,24583,0.1,979.4023904382469
128011605,11605,1.3,3264,0.01,2510.7692307692305
128011606,11606,3.3,8084,0.03,2449.69696969697
128021533,11533,27.6,6674,0.03,241.81159420289853
128021534,11534,7.3,10836,0.04,1484.3835616438357
128021535,11535,33.4,21692,0.09,649.4610778443114
128021536,11536,8.9,21974,0.09,2468.9887640449438
128021537,11537,139.3,28,0.0,0.20100502512562812
128021538,11538,7.8,21499,0.09,2756.2820512820513
128021607,11607,9.0,17434,0.07,1937.111111111111
128021608,11608,3.8,7435,0.03,1956.578947368421
128021609,11609,3.1,3749,0.02,1209.3548387096773
201011001,21001,52.7,11887,0.05,225.55977229601515
201011002,21002,12.4,12313,0.05,992.983870967742
201011003,21003,92.4,23448,0.1,253.76623376623374
201011004,21004,32.9,24603,0.1,747.8115501519757
201011005,21005,51.6,7291,0.03,141.2984496124031
201011006,21006,34.2,7188,0.03,210.1754385964912
201011007,21007,104.7,3976,0.02,37.97516714422159
201011008,21008,67.6,14858,0.06,219.79289940828403
201021009,21009,1038.8,6001,0.02,5.776857912976512
201021010,21010,856.8,7881,0.03,9.198179271708684
201021011,21011,920.8,9142,0.04,9.92832319721981
201021012,21012,850.3,5722,0.02,6.729389627190404
201031013,21013,1714.2,3329,0.01,1.9420137673550344
201031014,21014,1863.0,4433,0.02,2.379495437466452
201031015,21015,922.1,4509,0.02,4.889925170805769
201031016,21016,45.5,7923,0.03,174.13186813186815
201031017,21017,1627.6,5281,0.02,3.2446547063160485
202011018,21018,16.0,14686,0.06,917.875
202011019,21019,33.0,12121,0.05,367.3030303030303
202011020,21020,17.1,13663,0.06,799.0058479532163
202011021,21021,13.2,9404,0.04,712.4242424242425
202011022,21022,40.9,19956,0.08,487.92176039119806
202011023,21023,43.0,5141,0.02,119.55813953488372
202011024,21024,56.4,8749,0.04,155.1241134751773
202011025,21025,67.8,11867,0.05,175.02949852507376
202021026,21026,796.9,7256,0.03,9.105282971514619
202021027,21027,83.9,10731,0.04,127.90226460071513
202021028,21028,1515.0,8525,0.04,5.627062706270627
202021029,21029,756.8,4522,0.02,5.975158562367865
202021030,21030,556.5,9691,0.04,17.414195867026056
202021031,21031,211.9,7101,0.03,33.51109013685701
202031032,21032,1440.2,4375,0.02,3.037772531592834
202031033,21033,6193.3,7097,0.03,1.1459157476627968
203011034,21034,192.1,6516,0.03,33.9198334200937
203011035,21035,1484.5,6928,0.03,4.666891209161334
203011036,21036,903.3,5838,0.02,6.462969113251412
203021037,21037,9.4,14255,0.06,1516.4893617021276
203021038,21038,80.8,26894,0.11,332.84653465346537
203021039,21039,12.8,13016,0.05,1016.875
203021040,21040,32.0,19788,0.08,618.375
203021041,21041,55.7,23763,0.1,426.6247755834829
203021042,21042,40.6,22714,0.09,559.4581280788177
203021043,21043,588.6,18552,0.08,31.518858307849133
203021044,21044,27.9,13004,0.05,466.0931899641577
203021045,21045,43.3,14757,0.06,340.8083140877598
203021046,21046,5.8,10541,0.04,1817.4137931034484
203021047,21047,21.9,15109,0.06,689.9086757990868
203031048,21048,65.1,13494,0.06,207.28110599078343
203031049,21049,448.0,5293,0.02,11.814732142857142
203031050,21050,157.0,24102,0.1,153.51592356687897
203031051,21051,71.9,7527,0.03,104.68706536856745
203031052,21052,61.7,4214,0.02,68.29821717990275
203031053,21053,126.3,19066,0.08,150.95803642121933
204011054,21054,2119.0,6420,0.03,3.029731005191128
204011055,21055,2057.9,6281,0.03,3.0521405316098935
204011056,21056,461.5,13971,0.06,30.27302275189599
204011057,21057,3927.9,8864,0.04,2.2566765956363453
204011058,21058,1294.3,4055,0.02,3.132967627288882
204011059,21059,79.3,6433,0.03,81.12232030264818
204011060,21060,1688.8,4468,0.02,2.645665561345334
204011061,21061,856.3,183,0.0,0.21371014831250731
204011062,21062,1474.3,3595,0.01,2.4384453639015127
204021063,21063,315.3,10402,0.04,32.99080241040279
204021064,21064,2105.3,3621,0.01,1.719944900964233
204021065,21065,479.3,3874,0.02,8.082620488211976
204021066,21066,57.6,18891,0.08,327.96875
204021067,21067,3587.5,9668,0.04,2.6949128919860628
204031068,21068,371.3,4641,0.02,12.499326690008079
204031069,21069,4253.7,8251,0.03,1.9397230646260903
204031070,21070,513.2,3094,0.01,6.02883865939205
204031071,21071,553.4,4660,0.02,8.42067220816769
204031072,21072,6668.7,5941,0.02,0.8908782821239523
204031073,21073,153.9,15071,0.06,97.92722547108512
204031074,21074,278.8,24773,0.1,88.8558106169297
204031075,21075,708.2,4494,0.02,6.3456650663654335
205011076,21076,326.8,16368,0.07,50.08567931456548
205011077,21077,2753.3,6072,0.03,2.205353575709149
205011078,21078,501.5,7732,0.03,15.417746759720837
205011079,21079,352.2,18985,0.08,53.90403180011357
205021080,21080,2071.3,3,0.0,0.0014483657606334185
205021081,21081,155.0,14887,0.06,96.04516129032258
205021082,21082,7377.4,7805,0.03,1.0579607991975493
205021083,21083,93.9,0,0.0,0.0
205021084,21084,214.0,10035,0.04,46.89252336448598
205021085,21085,11384.3,6475,0.03,0.5687657563486557
205021086,21086,417.9,6332,0.03,15.151950227327113
205031087,21087,1498.8,8751,0.04,5.838670936749399
205031088,21088,170.2,114,0.0,0.6698002350176264
205031089,21089,600.7,9182,0.04,15.285500249708672
205031090,21090,801.0,11232,0.05,14.02247191011236
205031091,21091,100.6,10665,0.04,106.01391650099404
205031092,21092,481.5,13,0.0,0.02699896157840083
205031093,21093,728.8,22452,0.09,30.806805708013176
205041094,21094,796.5,11537,0.05,14.484620213433773
205041095,21095,105.3,16734,0.07,158.91737891737893
205041096,21096,85.5,14008,0.06,163.83625730994152
205041097,21097,149.7,27325,0.11,182.5317301269205
205041098,21098,342.7,4566,0.02,13.323606653049314
205051099,21099,2955.7,24,0.0,0.008119903914470346
205051100,21100,1610.8,4363,0.02,2.7085920039731812
205051101,21101,2532.3,14031,0.06,5.540812699917071
205051102,21102,968.5,4806,0.02,4.962312854930304
205051103,21103,45.6,14783,0.06,324.18859649122805
205051104,21104,1931.9,5347,0.02,2.7677416015321703
206011105,21105,5.1,27123,0.11,5318.235294117648
206011106,21106,2.2,11766,0.05,5348.181818181818
206011107,21107,3.2,14629,0.06,4571.5625
206011108,21108,6.9,27733,0.11,4019.2753623188405
206011109,21109,3.0,10402,0.04,3467.3333333333335
206021110,21110,2.9,9415,0.04,3246.551724137931
206021111,21111,6.1,26334,0.11,4317.049180327869
206021112,21112,5.0,19522,0.08,3904.4
206031113,21113,3.8,15667,0.06,4122.894736842106
206031114,21114,8.4,28954,0.12,3446.904761904762
206031115,21115,1.6,10662,0.04,6663.75
206031116,21116,4.4,15084,0.06,3428.181818181818
206041117,21117,1.8,20575,0.08,11430.555555555555
206041118,21118,2.4,11944,0.05,4976.666666666667
206041119,21119,2.9,5356,0.02,1846.896551724138
206041120,21120,1.7,103,0.0,60.58823529411765
206041121,21121,2.1,11526,0.05,5488.571428571428
206041122,21122,2.4,41473,0.17,17280.416666666668
206041123,21123,3.2,22086,0.09,6901.875
206041124,21124,4.0,7898,0.03,1974.5
206041125,21125,1.5,6607,0.03,4404.666666666667
206041126,21126,3.1,20470,0.08,6603.225806451613
206041127,21127,6.2,3,0.0,0.48387096774193544
206051128,21128,4.7,16540,0.07,3519.1489361702124
206051129,21129,2.6,16509,0.07,6349.615384615385
206051130,21130,2.8,17370,0.07,6203.571428571429
206051131,21131,6.9,27,0.0,3.913043478260869
206051132,21132,2.5,12357,0.05,4942.8
206051133,21133,3.9,28141,0.12,7215.641025641025
206051134,21134,2.4,17625,0.07,7343.75
206061135,21135,2.2,9658,0.04,4390.0
206061136,21136,2.9,21391,0.09,7376.206896551725
206061137,21137,2.5,22677,0.09,9070.8
206061138,21138,4.3,14072,0.06,3272.558139534884
206071139,21139,1.7,8842,0.04,5201.176470588235
206071140,21140,2.3,9020,0.04,3921.739130434783
206071141,21141,1.3,9144,0.04,7033.846153846153
206071142,21142,1.4,11464,0.05,8188.571428571429
206071143,21143,2.5,13211,0.05,5284.4
206071144,21144,6.2,32848,0.14,5298.064516129032
206071145,21145,5.2,9705,0.04,1866.3461538461538
207011146,21146,2.8,8217,0.03,2934.6428571428573
207011147,21147,5.6,16700,0.07,2982.1428571428573
207011148,21148,8.8,21340,0.09,2425.0
207011149,21149,7.3,22567,0.09,3091.3698630136987
207011150,21150,5.7,17190,0.07,3015.7894736842104
207011151,21151,5.7,24700,0.1,4333.333333333333
207011152,21152,3.8,16289,0.07,4286.578947368421
207011153,21153,10.5,26314,0.11,2506.095238095238
207011154,21154,4.0,6825,0.03,1706.25
207011155,21155,5.7,17219,0.07,3020.877192982456
207021156,21156,6.7,11648,0.05,1738.5074626865671
207021157,21157,8.8,21864,0.09,2484.5454545454545
207021159,21159,16.1,17620,0.07,1094.4099378881986
207021160,21160,5.9,14375,0.06,2436.4406779661017
207021424,21424,6.4,15361,0.06,2400.15625
207021425,21425,4.8,14725,0.06,3067.7083333333335
207031161,21161,8.6,22480,0.09,2613.953488372093
207031162,21162,3.6,11274,0.05,3131.6666666666665
207031163,21163,7.0,20973,0.09,2996.1428571428573
207031164,21164,6.2,18359,0.08,2961.1290322580644
207031165,21165,5.0,12937,0.05,2587.4
207031166,21166,4.3,10807,0.04,2513.2558139534885
207031167,21167,3.3,10426,0.04,3159.3939393939395
208011168,21168,6.0,14172,0.06,2362.0
208011169,21169,8.2,24297,0.1,2963.0487804878053
208011170,21170,5.6,16701,0.07,2982.321428571429
208011171,21171,5.3,11439,0.05,2158.301886792453
208011172,21172,5.7,18732,0.08,3286.315789473684
208011173,21173,6.4,17396,0.07,2718.125
208021174,21174,6.2,23869,0.1,3849.838709677419
208021176,21176,3.8,19104,0.08,5027.368421052632
208021177,21177,6.4,22207,0.09,3469.84375
208021178,21178,4.7,18456,0.08,3926.808510638298
208021179,21179,2.9,12061,0.05,4158.9655172413795
208021180,21180,2.0,8002,0.03,4001.0
208021181,21181,2.5,9771,0.04,3908.4
208021182,21182,2.9,14089,0.06,4858.275862068966
208021426,21426,4.6,15548,0.06,3380.0000000000005
208021427,21427,4.6,13907,0.06,3023.2608695652175
208031183,21183,5.3,9487,0.04,1790.0
208031184,21184,9.1,86,0.0,9.45054945054945
208031185,21185,5.8,12144,0.05,2093.793103448276
208031186,21186,5.4,14810,0.06,2742.5925925925926
208031187,21187,3.2,5517,0.02,1724.0625
208031188,21188,8.7,23352,0.1,2684.137931034483
208031189,21189,5.1,13307,0.05,2609.21568627451
208031190,21190,4.5,13709,0.06,3046.4444444444443
208031191,21191,11.7,9237,0.04,789.4871794871796
208031192,21192,3.1,0,0.0,0.0
208031193,21193,8.0,20873,0.09,2609.125
208041194,21194,6.2,21265,0.09,3429.838709677419
208041195,21195,7.6,22543,0.09,2966.184210526316
209011196,21196,4.1,10355,0.04,2525.6097560975613
209011197,21197,10.1,21392,0.09,2118.0198019801983
209011198,21198,6.4,15578,0.06,2434.0625
209011199,21199,6.7,14840,0.06,2214.9253731343283
209011200,21200,5.0,12040,0.05,2408.0
209011201,21201,4.3,8116,0.03,1887.4418604651164
209011202,21202,12.0,16765,0.07,1397.0833333333333
209011203,21203,10.2,19090,0.08,1871.5686274509806
209011204,21204,3.8,9517,0.04,2504.4736842105262
209021205,21205,9.0,11938,0.05,1326.4444444444443
209021207,21207,9.0,28460,0.12,3162.222222222222
209021208,21208,10.2,25295,0.1,2479.901960784314
209021428,21428,7.7,21188,0.09,2751.688311688312
209021429,21429,3.6,12870,0.05,3575.0
209031209,21209,19.5,23951,0.1,1228.2564102564102
209031210,21210,14.8,3624,0.01,244.86486486486484
209031211,21211,319.5,3990,0.02,12.488262910798122
209031212,21212,292.2,5423,0.02,18.55920602327173
209031213,21213,29.1,9941,0.04,341.6151202749141
209031214,21214,49.8,7011,0.03,140.7831325301205
209031215,21215,26.8,14330,0.06,534.7014925373135
209041216,21216,4.7,7854,0.03,1671.063829787234
209041217,21217,2.6,6604,0.03,2540.0
209041219,21219,12.1,24114,0.1,1992.892561983471
209041220,21220,8.1,18775,0.08,2317.901234567901
209041221,21221,4.9,12481,0.05,2547.142857142857
209041223,21223,14.7,21551,0.09,1466.0544217687075
209041224,21224,507.7,16700,0.07,32.89344100846957
209041225,21225,298.0,8388,0.03,28.14765100671141
209041430,21430,14.5,21904,0.09,1510.6206896551723
209041431,21431,7.8,13879,0.06,1779.3589743589744
209041432,21432,15.9,8776,0.04,551.9496855345911
209041433,21433,7.4,11557,0.05,1561.7567567567567
209041434,21434,23.8,17268,0.07,725.546218487395
209041435,21435,13.7,12596,0.05,919.4160583941606
209041436,21436,7.7,12483,0.05,1621.168831168831
209041437,21437,53.9,9651,0.04,179.05380333951763
210011226,21226,3.7,7918,0.03,2140.0
210011227,21227,3.4,0,0.0,0.0
210011228,21228,17.5,8887,0.04,507.8285714285714
210011229,21229,10.9,27556,0.11,2528.0733944954127
210011230,21230,2.8,7216,0.03,2577.1428571428573
210011231,21231,4.1,9895,0.04,2413.4146341463415
210021232,21232,211.1,13345,0.06,63.21648507816201
210021233,21233,73.0,3541,0.01,48.50684931506849
210021234,21234,83.4,4185,0.02,50.17985611510791
210021235,21235,624.7,9668,0.04,15.476228589723066
210031236,21236,4.9,8095,0.03,1652.0408163265306
210031237,21237,5.1,14558,0.06,2854.5098039215686
210031239,21239,7.0,24631,0.1,3518.714285714286
210031438,21438,8.9,23354,0.1,2624.0449438202245
210031439,21439,1.5,3056,0.01,2037.3333333333333
210031440,21440,3.1,5893,0.02,1900.967741935484
210041240,21240,129.5,13272,0.05,102.48648648648648
210041241,21241,131.1,27706,0.11,211.3348588863463
210051242,21242,8.8,14106,0.06,1602.9545454545453
210051243,21243,18.2,17011,0.07,934.6703296703297
210051245,21245,13.9,18416,0.08,1324.8920863309352
210051246,21246,95.9,17297,0.07,180.36496350364962
210051247,21247,4.6,15986,0.07,3475.217391304348
210051248,21248,30.4,212,0.0,6.973684210526316
210051249,21249,12.3,23136,0.1,1880.9756097560974
210051250,21250,3.9,6783,0.03,1739.2307692307693
210051441,21441,4.0,8758,0.04,2189.5
210051442,21442,13.4,12081,0.05,901.5671641791045
210051443,21443,11.9,17051,0.07,1432.857142857143
210051444,21444,6.2,14905,0.06,2404.032258064516
210051445,21445,70.6,3554,0.01,50.33994334277621
211011251,21251,8.0,12609,0.05,1576.125
211011254,21254,15.3,15742,0.07,1028.888888888889
211011255,21255,18.5,6905,0.03,373.2432432432432
211011256,21256,8.2,15969,0.07,1947.439024390244
211011257,21257,4.2,8357,0.03,1989.7619047619046
211011258,21258,9.4,11073,0.05,1177.9787234042553
211011259,21259,8.3,14546,0.06,1752.5301204819275
211011260,21260,13.4,18610,0.08,1388.8059701492537
211011446,21446,11.3,22936,0.09,2029.7345132743362
211011447,21447,7.0,14382,0.06,2054.5714285714284
211011448,21448,9.1,15149,0.06,1664.7252747252749
211011449,21449,5.7,4434,0.02,777.8947368421052
211021261,21261,20.8,16779,0.07,806.6826923076923
211021262,21262,45.8,10647,0.04,232.46724890829697
211031263,21263,9.9,12239,0.05,1236.2626262626263
211031265,21265,9.5,18763,0.08,1975.0526315789473
211031266,21266,9.9,17916,0.07,1809.6969696969697
211031267,21267,9.4,21142,0.09,2249.148936170213
211031268,21268,4.7,9956,0.04,2118.2978723404253
211031450,21450,8.1,15779,0.07,1948.0246913580247
211031451,21451,6.8,13837,0.06,2034.8529411764707
211031452,21452,2.9,4892,0.02,1686.896551724138
211041269,21269,4.1,11101,0.05,2707.5609756097565
211041270,21270,6.6,16867,0.07,2555.606060606061
211041271,21271,5.1,12464,0.05,2443.921568627451
211041272,21272,4.6,10932,0.05,2376.521739130435
211041273,21273,6.2,12233,0.05,1973.0645161290322
211051274,21274,55.7,10452,0.04,187.64811490125672
211051275,21275,22.2,10276,0.04,462.8828828828829
211051276,21276,369.5,14172,0.06,38.35453315290934
211051277,21277,8.2,9498,0.04,1158.2926829268295
211051278,21278,109.4,19420,0.08,177.51371115173674
211051279,21279,68.6,5864,0.02,85.48104956268222
211051280,21280,10.5,7094,0.03,675.6190476190476
211051281,21281,12.5,22960,0.09,1836.8
211051282,21282,81.9,10204,0.04,124.59096459096459
211051283,21283,17.0,10048,0.04,591.0588235294117
211051284,21284,8.9,9950,0.04,1117.9775280898875
211051285,21285,111.8,7917,0.03,70.81395348837209
211051286,21286,729.8,16640,0.07,22.800767333516035
212011287,21287,41.2,13622,0.06,330.631067961165
212011288,21288,373.1,8896,0.04,23.84347359957116
212011289,21289,371.6,18686,0.08,50.28525296017222
212011290,21290,409.4,7760,0.03,18.954567659990232
212011291,21291,37.2,19341,0.08,519.9193548387096
212011292,21292,49.8,29485,0.12,592.0682730923695
212021293,21293,19.7,23870,0.1,1211.6751269035533
212021294,21294,14.9,26930,0.11,1807.3825503355704
212021295,21295,5.2,11916,0.05,2291.5384615384614
212021297,21297,8.1,11383,0.05,1405.3086419753088
212021299,21299,34.4,8082,0.03,234.9418604651163
212021453,21453,14.5,12525,0.05,863.7931034482758
212021454,21454,5.6,14061,0.06,2510.8928571428573
212021455,21455,4.9,14091,0.06,2875.7142857142853
212021456,21456,9.3,14661,0.06,1576.4516129032256
212031300,21300,13.0,20859,0.09,1604.5384615384614
212031301,21301,42.9,26826,0.11,625.3146853146853
212031302,21302,10.2,20916,0.09,2050.5882352941176
212031303,21303,81.7,9176,0.04,112.31334149326806
212031304,21304,12.9,15746,0.07,1220.6201550387595
212031305,21305,13.3,26871,0.11,2020.375939849624
212031306,21306,7.4,16166,0.07,2184.5945945945946
212031308,21308,98.5,8038,0.03,81.60406091370558
212031457,21457,6.2,13756,0.06,2218.7096774193546
212031458,21458,6.8,17648,0.07,2595.294117647059
212041309,21309,6.3,12281,0.05,1949.3650793650795
212041310,21310,7.9,13443,0.06,1701.6455696202531
212041311,21311,61.8,32801,0.14,530.7605177993528
212041312,21312,9.5,23728,0.1,2497.684210526316
212041313,21313,7.2,10777,0.04,1496.8055555555554
212041314,21314,30.3,27377,0.11,903.5313531353136
212041316,21316,3.8,7912,0.03,2082.105263157895
212041317,21317,11.1,22953,0.09,2067.837837837838
212041318,21318,4.6,13285,0.05,2888.04347826087
212041459,21459,3.8,13184,0.05,3469.4736842105267
212041460,21460,4.8,19712,0.08,4106.666666666667
212051319,21319,6.7,19310,0.08,2882.089552238806
212051320,21320,9.4,23855,0.1,2537.7659574468084
212051321,21321,9.2,22027,0.09,2394.239130434783
212051322,21322,7.7,20245,0.08,2629.220779220779
212051323,21323,6.5,16175,0.07,2488.4615384615386
212051324,21324,8.7,19256,0.08,2213.3333333333335
212051325,21325,10.7,20526,0.08,1918.317757009346
212051326,21326,10.2,22537,0.09,2209.5098039215686
212051327,21327,10.4,20917,0.09,2011.25
213011328,21328,4.6,8151,0.03,1771.9565217391305
213011329,21329,4.4,10325,0.04,2346.590909090909
213011330,21330,21.3,27772,0.11,1303.849765258216
213011331,21331,3.5,8738,0.04,2496.5714285714284
213011332,21332,7.7,14024,0.06,1821.2987012987012
213011333,21333,4.4,14769,0.06,3356.590909090909
213011334,21334,6.5,21270,0.09,3272.3076923076924
213011335,21335,6.3,18352,0.08,2913.0158730158732
213011336,21336,4.7,10256,0.04,2182.127659574468
213011337,21337,8.0,12331,0.05,1541.375
213011338,21338,13.0,19657,0.08,1512.076923076923
213011339,21339,3.9,12682,0.05,3251.794871794872
213011340,21340,18.5,18531,0.08,1001.6756756756756
213021341,21341,17.7,13277,0.05,750.1129943502825
213021342,21342,10.5,20141,0.08,1918.1904761904761
213021343,21343,16.2,14724,0.06,908.8888888888889
213021344,21344,8.8,18484,0.08,2100.4545454545455
213021345,21345,1.6,5439,0.02,3399.375
213021346,21346,7.3,16277,0.07,2229.72602739726
213031347,21347,7.5,19384,0.08,2584.5333333333333
213031348,21348,5.0,17536,0.07,3507.2
213031349,21349,5.5,12975,0.05,2359.090909090909
213031350,21350,1.7,9709,0.04,5711.176470588235
213031351,21351,6.0,12152,0.05,2025.3333333333333
213031352,21352,5.6,15599,0.06,2785.5357142857147
213041353,21353,196.3,20992,0.09,106.93835965359143
213041355,21355,66.5,21362,0.09,321.23308270676694
213041356,21356,130.7,19614,0.08,150.06885998469778
213041357,21357,111.0,24237,0.1,218.35135135135135
213041358,21358,24.2,18266,0.08,754.7933884297521
213041359,21359,125.8,3183,0.01,25.30206677265501
213041360,21360,6.0,20267,0.08,3377.8333333333335
213041461,21461,2.6,4981,0.02,1915.7692307692307
213041462,21462,2.0,6420,0.03,3210.0
213041463,21463,7.0,20971,0.09,2995.8571428571427
213051361,21361,10.9,20034,0.08,1837.9816513761468
213051362,21362,7.0,20366,0.08,2909.4285714285716
213051363,21363,22.2,9429,0.04,424.72972972972974
213051365,21365,62.1,36532,0.15,588.2769726247986
213051366,21366,27.2,24977,0.1,918.2720588235294
213051368,21368,114.0,11844,0.05,103.89473684210526
213051369,21369,128.2,24269,0.1,189.30577223088926
213051464,21464,19.0,12897,0.05,678.7894736842105
213051465,21465,8.5,24415,0.1,2872.3529411764707
213051466,21466,9.4,15299,0.06,1627.5531914893616
213051467,21467,7.8,20744,0.09,2659.4871794871797
213051468,21468,127.7,12332,0.05,96.57008613938919
214011370,21370,20.3,21535,0.09,1060.8374384236454
214011371,21371,11.6,23451,0.1,2021.6379310344828
214011372,21372,13.2,19947,0.08,1511.1363636363637
214011373,21373,14.6,19035,0.08,1303.7671232876712
214011374,21374,37.6,24792,0.1,659.3617021276596
214011375,21375,12.4,17138,0.07,1382.0967741935483
214011376,21376,19.8,13613,0.06,687.5252525252525
214021377,21377,45.1,11474,0.05,254.41241685144124
214021378,21378,287.4,5657,0.02,19.68336812804454
214021379,21379,108.9,22806,0.09,209.42148760330576
214021380,21380,21.1,24894,0.1,1179.8104265402842
214021381,21381,23.2,18798,0.08,810.2586206896552
214021382,21382,30.2,19317,0.08,639.635761589404
214021383,21383,67.2,17726,0.07,263.77976190476187
214021384,21384,23.8,21499,0.09,903.3193277310924
214021385,21385,117.4,18691,0.08,159.20783645655877
215011386,21386,161.2,8362,0.03,51.87344913151365
215011387,21387,4023.2,3183,0.01,0.7911612646649434
215011388,21388,83.1,16395,0.07,197.2924187725632
215011389,21389,4251.5,3443,0.01,0.8098318240620958
215011390,21390,11042.8,6908,0.03,0.6255659796428442
215011391,21391,3008.6,3348,0.01,1.1128099448248354
215011392,21392,2743.4,8237,0.03,3.002478676095356
215011393,21393,5685.9,2766,0.01,0.4864665224502718
215011394,21394,7139.6,6688,0.03,0.9367471567034568
215021395,21395,88.3,6956,0.03,78.77689694224236
215021396,21396,101.8,4783,0.02,46.984282907662084
215021398,21398,21569.5,3727,0.02,0.1727902825749322
215021399,21399,246.7,5921,0.02,24.000810701256587
215021469,21469,25.1,18402,0.08,733.1474103585657
215021470,21470,51.0,14775,0.06,289.70588235294116
215031400,21400,8068.7,6231,0.03,0.7722433601447569
215031401,21401,3568.2,6652,0.03,1.864245277731069
215031402,21402,146.6,3903,0.02,26.623465211459756
215031403,21403,181.7,3427,0.01,18.860759493670887
215031404,21404,126.6,11042,0.05,87.21958925750396
215031405,21405,5759.2,6442,0.03,1.1185581330740382
216011406,21406,183.8,14688,0.06,79.91294885745376
216011407,21407,738.9,11003,0.05,14.891054269860604
216011408,21408,1646.4,3892,0.02,2.3639455782312924
216011409,21409,351.6,3958,0.02,11.257110352673491
216011410,21410,1633.9,4041,0.02,2.4732235754942162
216021411,21411,131.5,6381,0.03,48.52471482889734
216021412,21412,1498.8,2580,0.01,1.721377101681345
216021413,21413,2321.0,12343,0.05,5.3179663937957775
216021414,21414,95.0,8002,0.03,84.23157894736842
216031415,21415,40.0,8018,0.03,200.45
216031416,21416,65.7,19014,0.08,289.4063926940639
216031417,21417,143.3,23661,0.1,165.11514305652477
216031418,21418,1055.6,3890,0.02,3.685107995452823
216031419,21419,1028.7,10305,0.04,10.017497812773403
217011420,21420,6121.2,8738,0.04,1.4274978762334183
217011421,21421,198.3,10040,0.04,50.63035804336863
217011422,21422,64.0,10950,0.05,171.09375
217011423,21423,6562.6,6127,0.03,0.9336238685886691
217031471,21471,98.1,3493,0.01,35.60652395514781
217031472,21472,54.7,12411,0.05,226.89213893967093
217031473,21473,1934.3,5402,0.02,2.7927415602543557
217031474,21474,2538.3,5435,0.02,2.1411968640428634
217031475,21475,1805.2,7192,0.03,3.9840460890760028
217031476,21476,1505.9,3571,0.01,2.371339398366425
217041477,21477,3275.8,6709,0.03,2.048049331461017
217041478,21478,2037.8,9561,0.04,4.691824516635587
217041479,21479,62.4,21440,0.09,343.5897435897436
217041480,21480,120.2,13178,0.05,109.63394342762064
301011001,31001,13.6,16882,0.07,1241.3235294117646
301011002,31002,33.1,7713,0.03,233.02114803625378
301011003,31003,11.6,15485,0.06,1334.9137931034484
301011004,31004,18.9,18198,0.08,962.8571428571429
301011005,31005,2.7,3875,0.02,1435.185185185185
301011006,31006,9.4,12031,0.05,1279.8936170212764
301021007,31007,11.9,15292,0.06,1285.0420168067226
301021008,31008,4.9,5956,0.02,1215.5102040816325
301021009,31009,46.9,16088,0.07,343.0277185501066
301021011,31011,65.2,8245,0.03,126.45705521472392
