SA2_5DIG,shortest_time_sec,closest_hospital_IDs,closest_hospital_distances
31035,565.6203981723238,178;268;382;879;675,565.6203981723238;607.7203981723238;700.7203981723238;706.0203981723238;858.2111727589207
31036,865.5355670103094,728;178;699;268;382,872.3072164948455;919.732474226804;923.5865979381442;930.8324742268043;931.4216494845361
31037,776.816911764706,728;699;289;782;104,776.816911764706;810.5169117647059;835.516911764706;849.4169117647058;882.516911764706
31038,427.00380937926855,178;268;382;879;728,428.7809531036576;439.93604492335703;459.8459250265593;465.14592502655944;635.1854757929883
31039,645.3332640980371,178;268;382;879;728,645.3332640980371;656.4332640980372;698.8079343649392;704.1079343649392;854.0497144044033
31040,403.4463061441544,382;879;178;268;728,404.5454471079113;409.84544710791135;427.3735335024136;439.44320543238155;523.1923668493823
31041,563.9045886169272,675;178;268;622;382,568.3530050132704;731.1137127690947;751.7139545856679;761.436142730758;830.0127808905927
31042,694.1587453874538,664;675;706;622;178,743.0417817606748;760.712999472852;799.5417817606748;869.9129994728519;940.6064944649448
31043,709.0399727148704,178;675;268;382;879,709.0399727148704;746.2205729877217;751.1399727148703;844.1399727148703;849.4399727148704
31044,765.8580564170728,675;178;268;622;664,782.1324915079012;809.0998375424605;851.1998375424604;890.9484418845075;891.8888199675084
31045,504.62368853806936,178;268;382;879;675,512.453025818122;553.9805212958395;646.206783423779;651.506783423779;678.629822397632
31046,338.23106828561885,178;268;382;879;626,338.46780661690985;377.66724963796366;468.25815974156177;473.5581597415617;714.1980617132673
31047,359.5152826301173,340;691;341;515;514,359.5152826301173;457.120585864015;464.6152826301174;503.1628684045508;503.36286840455074
31048,577.7721999651629,813;515;514;340;523,577.7721999651629;651.4051036404808;651.6051036404807;658.4086221912559;659.6051036404807
31049,568.8744322808287,340;691;515;514;523,569.0810911064868;648.1848909798244;659.5757622364969;659.7757622364969;667.7757622364969
31050,448.0335121054245,340;341;290;691;515,453.25540913270004;556.9830217591174;593.5906221268771;616.1348145878027;677.7902237205026
31051,629.0170599834615,290;340;341;691;515,640.2761401946441;684.9410597290249;780.8515743273327;846.5795114814579;895.0559570001909
31052,208.04469949185213,691;340;341;515;514,211.06711056597166;274.0279568950412;303.2641843350272;328.52907832486426;328.72907832486413
31053,223.79739249486587,340;341;691;515;514,226.30066587839937;330.17897815669926;343.34606384964843;397.6746032733835;397.8746032733835
31054,196.12381251307804,691;515;514;523;698,213.90922787193972;238.40027202343583;238.60027202343585;246.60027202343585;262.40027202343583
31055,112.13282711565975,340;341;691;515;514,114.88107186090018;182.37738527566853;248.2971717838671;327.8323869263784;328.0323869263783
31056,234.20609741431147,340;341;691;290;515,234.20609741431147;323.2817197835237;485.73579073962725;490.8534936861094;562.1525195429946
31057,216.4418619279761,340;341;290;691;515,217.85219374115428;305.2521937411543;438.2702626199088;441.1104104418933;489.07427268438437
31058,137.86524720317573,515;514;523;691;698,175.05774088776616;175.25774088776615;183.25774088776615;186.14234933237097;199.05774088776616
31059,388.6251237754135,691;515;514;523;340,388.6251237754135;454.07054671863483;454.27054671863476;462.27054671863476;462.33882861055514
31060,358.26412570826193,290;828;103;697;340,389.0295361707735;392.17406114112526;434.9144419554619;602.6208196073263;769.8435037554354
31061,192.06275449101798,290;828;103;697;340,228.7462617621899;246.67454234388364;301.25900769888796;347.7433019674936;655.5173823781009
31062,367.7716205352016,290;340;828;341;697,367.7716205352016;581.3012174112782;617.7748478235902;668.7012174112783;670.2168140576548
31063,331.6756946769334,290;340;341;828;697,346.52939404084367;418.31580180783396;505.71580180783394;564.8843454971543;619.7329092735185
31064,580.8965549936788,290;828;103;697;340,580.8965549936788;719.5009007585334;768.6856194690265;849.9919405815424;933.286852085967
31065,137.4027670940171,290;828;697;103;340,137.4027670940171;369.1616452991453;423.0223290598291;424.2488247863248;540.1095726495726
31066,240.0871012482663,290;828;697;103;340,240.0871012482663;485.07020804438287;537.5925381414702;539.6995099398982;661.6868885806749
31067,186.8289641361733,697;828;103;290;340,199.53948661933373;243.03606408155835;355.97085381394504;429.47152739850713;646.500764609503
31068,411.9035923542407,691;340;341;697;813,424.2549803092882;466.4380943233119;502.4029776198252;519.1065315531649;548.4571222745172
31069,146.55884540117415,697;828;103;290;340,196.81293542074366;200.05414872798434;287.55211350293536;351.5417808219178;676.7809980430528
31070,313.2700598802395,697;828;290;103;340,313.2700598802395;449.3672329759087;494.5865896114747;525.4795989416516;574.1241470547277
31071,295.22401795735124,340;341;691;515;514,295.22401795735124;368.48162177328845;406.71733071455293;463.115684624018;463.31568462401805
31072,531.7726443048476,478;828;103;697;290,534.2703923195448;652.6736280668484;668.9736280668484;774.3471376081545;889.4736280668483
31073,434.289079077663,478;828;103;697;290,441.0733154147216;593.9314754562173;610.2314754562173;810.9167350403169;815.9587117461215
31074,567.3724671470961,478;877;153;828;103,569.8954429843154;828.8525858414582;911.2382789317508;1008.2489402289106;1027.2597710894447
31075,354.7921126941343,478;828;103;479;697,354.7921126941343;804.7164869721474;821.0164869721473;899.6429213194712;1008.7000256706457
31076,510.37595347862526,828;697;103;290;478,528.278887259011;543.8183885163455;634.1511839899414;746.3867246437553;759.2265611902765
31077,525.8319980868109,828;103;290;697;774,534.6241181394237;557.3132727490134;581.1438718163339;757.7279206026546;765.7697716130575
31078,419.7507210205214,828;103;290;697;478,419.7507210205214;440.12061148086525;553.0101012201886;651.2949805879091;721.6222337770382
31079,179.27860528097494,828;103;697;290;478,179.45182802979014;216.09325208756488;371.0647709320695;409.40696231099076;748.2788648160686
31080,366.3947391762292,828;103;697;478;290,366.61987360718445;385.4575918842508;529.3703364931537;590.4062974666001;605.0876600698487
31081,479.58652000000006,153;902;933;711;891,479.58652000000006;667.8147200000001;708.8147200000001;722.3147200000001;804.3147200000001
31082,454.6890591741166,153;877;902;933;711,454.6890591741166;793.990208599404;812.2899389811267;853.2899389811267;866.7899389811267
31083,569.7666418281174,153;877;902;933;711,569.7666418281174;790.3761798310977;940.1375310481867;981.1375310481867;994.6375310481867
31084,287.0977082461281,153;902;933;711;877,287.0977082461281;738.4933340309752;779.4933340309752;792.9933340309752;814.2014336542486
31085,600.5027988070659,153;877;902;933;711,600.5027988070659;903.4412479926589;936.1146822665748;977.114682266575;990.614682266575
31086,1296.0086348765738,902;933;711;877;399,1321.6354020025776;1362.6354020025776;1376.1354020025776;1391.1094775453555;1410.7325765837215
31087,907.7922747415065,902;933;711;891;153,907.7922747415065;948.7922747415065;962.2922747415065;1032.3360856720826;1083.9725258493354
31088,534.6377303588749,902;933;711;891;153,534.6377303588749;575.6377303588749;589.1377303588749;632.6665955383123;743.707943743938
31089,610.1625092432832,902;933;153;711;891,610.1625092432832;651.1625092432832;657.19534138526;664.6625092432832;745.3425684002958
31090,644.9870482271122,902;933;711;153;891,644.9870482271122;685.9870482271122;699.4870482271122;767.0916315129402;773.6773800022802
31091,1143.0232704402517,902;933;711;891;153,1147.2190344062153;1188.2190344062153;1201.7190344062153;1273.3190344062155;1322.7190344062153
31092,529.1741314301105,902;933;891;711;153,542.003662806356;583.0036628063559;585.8036628063561;596.5036628063559;599.5622138432534
31093,368.26860272840014,153;902;933;891;697,368.26860272840014;773.7416081025217;814.7416081025218;817.5416081025216;818.561058288549
31094,388.3179368872045,902;933;891;711;782,388.3179368872045;429.3179368872045;436.6666721595122;442.8179368872044;704.7660706929224
31095,479.6967169476486,153;902;933;891;711,479.6967169476486;639.3124223602484;680.3124223602484;683.1124223602485;693.8124223602484
31096,359.22955088389875,891;902;933;711;782,360.220011148272;370.10479375696775;406.38023570632276;410.91201624462497;635.9200111482721
31097,258.0002722537879,902;933;891;711;782,258.2874289772727;299.12959280303033;299.29678030303035;312.43660037878794;574.302402935606
31098,128.43963556316498,563;626;382;879;782,128.43963556316498;402.67112632994997;557.791940809588;563.0919408095879;581.754213036566
31099,1811.8,711;933;902;563;782,1811.8;1822.0;1833.1;1870.2;1910.6
31100,311.3113421015415,563;626;382;879;268,311.3113421015415;620.4096450289916;800.6422005374063;805.9422005374064;861.6593126856174
31101,185.77195589645257,563;626;382;879;782,185.77195589645257;483.34635666347083;687.082394534995;692.3823945349952;747.3425814956855
31102,Not found,Not found,Not found
31103,626.1705325156354,711;933;902;563;782,642.0153136195275;652.2153136195276;663.3153136195276;663.6638533001396;740.783399113486
31104,613.979002120998,563;626;382;879;268,613.979002120998;909.9967579032419;1087.1358246641755;1092.4358246641752;1148.1358246641755
31105,153.70169907680219,699;289;104;782;515,166.24416617560402;173.16656845413476;177.63179139658223;183.37676291494793;293.22125319190724
31106,149.10046218487395,699;289;782;728;104,156.8208263305322;182.67964985994396;195.53351540616248;207.66577030812326;225.160350140056
31107,189.71656711725876,515;514;523;525;698,190.08437598239547;190.28437598239543;198.28437598239543;205.25726186733735;205.5895630304936
31108,179.22438222763236,813;515;514;523;698,211.26530736457698;242.32942178940962;242.5294217894096;250.5294217894096;266.3200365185636
31109,152.80868815180744,610;699;289;782;104,160.98201991688228;288.9794793381949;313.9794793381949;327.8794793381949;346.9794793381949
31110,148.16170036001108,525;515;514;523;698,154.11157574079203;154.88867349764607;155.07997784547211;162.78546109111045;164.06395735253395
31111,54.11198945981555,699;289;782;104;728,60.440480895915684;72.64056324110672;86.47738801054018;115.79416996047432;227.61725955204216
31112,279.72056988352745,525;515;514;523;698,280.0386127287854;280.51060732113143;280.7106073211314;288.7106073211314;289.23861272878537
31113,497.42867664528393,813;515;514;523;698,497.42867664528393;594.4166547873604;594.6166547873605;602.6166547873605;618.4166547873604
31114,537.8413844770752,813;515;514;523;698,537.8413844770752;635.8413844770753;636.0413844770752;644.0413844770752;659.8413844770752
31115,183.8972832670012,813;515;514;523;698,195.37028897733174;224.86807406125624;225.06807406125625;233.06807406125625;248.86807406125624
31116,395.5093196457327,813;515;514;523;698,395.5093196457327;493.5093196457328;493.7093196457326;501.7093196457326;517.5093196457327
31117,469.7077593722756,813;515;514;523;340,475.16641039866846;537.1073630815566;537.3073630815567;545.3073630815566;552.0361575651898
31118,346.1731618807195,813;515;514;523;698,364.39064373619436;391.92365099400433;392.1236509940044;400.1236509940044;415.92365099400433
31119,323.0441292639138,728;699;289;782;104,323.0441292639138;357.61637342908443;382.61637342908443;396.5163734290844;432.5710233393177
31120,217.22510006671112,563;626;782;289;382,217.22510006671112;442.5698298865911;488.7455970647097;499.0455970647098;501.847198132088
31121,524.9567048321366,728;699;289;782;104,524.9567048321366;554.7503978265088;579.7503978265088;593.6503978265089;629.3811760139724
31122,435.8947805343511,728;699;382;879;289,440.2379675572519;485.0674236641221;506.21426526717556;511.5142652671756;512.6928339694657
31123,327.77697383926466,563;382;879;728;268,329.53233561159556;406.7087909497997;412.0087909497996;451.27742163563516;467.6087909497997
31124,487.28275862068966,728;699;289;782;104,487.28275862068966;519.768393453043;544.768393453043;558.6683934530431;592.5811059907833
31125,551.2169815371404,728;382;879;178;699,551.2169815371404;593.850386431945;599.1503864319451;615.7503864319449;618.2187419493346
31126,189.57531526164234,782;289;699;728;104,218.09444940919468;224.6156588223612;238.32084202164629;257.9490418031973;281.53999602819977
31127,313.4122379032258,563;782;289;728;699,331.62342741935487;369.4448588709677;379.74485887096773;395.68245967741933;405.2533467741936
31128,218.6070529676935,728;699;289;782;104,232.6840345604808;246.1989763335838;271.53137678437264;285.41999436513896;311.22939519158524
31129,322.69822064056933,728;699;563;289;782,322.952618200305;391.452618200305;413.8450177935943;423.6185561769192;431.7837061514997
31130,267.02063426118264,728;699;289;782;104,267.02063426118264;335.19195402298845;367.5295942390251;381.04964686331533;413.8401467940729
31131,369.28014344262294,728;382;879;699;178,400.52394467213117;430.3861065573771;435.6861065573771;451.7953995901639;457.4296618852459
31132,313.1682586168056,563;782;711;289;933,335.2968386273185;415.1499737178043;416.06537508447843;425.44997371780437;425.51545393106557
31133,61.81337695383498,933;711;902;891;782,72.5143947655398;75.87968011632134;109.0349691021447;122.12766266812069;322.0088149763722
31134,266.31157602549604,711;933;902;891;782,268.9240156266063;278.00414310681606;286.1602446797574;367.36994962475586;450.30824509098386
31135,212.49672373900972,933;711;902;782;891,228.9458583988894;231.90563627950021;270.5602221193892;299.07485423415085;300.3765571494678
31136,220.32895287958112,782;289;699;104;933,222.4912914485166;232.3634729493892;259.07595113438043;291.1315881326353;325.4078184991274
31137,141.63714312113092,902;933;711;891;782,144.8060888847824;181.93921278758202;193.13762357941422;225.50392682250762;457.9937448027349
31138,620.6666418327436,863;129;130;128;330,620.6666418327436;725.1666418327436;740.8666418327435;749.7666418327434;1864.1666418327434
31139,1343.0092870976666,863;129;130;128;330,1343.0092870976666;1422.8092870976666;1438.6092870976668;1447.5092870976669;2830.009287097667
31140,596.2893628964356,863;129;130;128;330,596.2893628964356;677.7472635419589;693.6921695200673;702.5921695200674;2034.4582374403592
31141,988.1117491441021,863;129;130;128;330,988.1117491441021;1091.640756302521;1107.3461406784936;1116.2461406784935;2232.5107454092745
31142,1086.251810425181,863;129;130;128;330,1086.251810425181;1166.0518104251812;1181.851810425181;1190.751810425181;2573.2518104251812
31143,941.0174344782679,863;129;130;128;330,941.0174344782679;1020.8174344782681;1036.617434478268;1045.517434478268;2487.517434478268
31144,931.6097813866335,330;130;128;129;863,958.3566021236727;986.1383635227984;1035.2383635227984;1078.0383635227981;1085.0383635227981
31145,110.41564280080622,863;130;129;128;330,153.48297257032687;155.75411445096833;164.2233897116817;176.45719043028657;1566.1955481552886
31146,558.7590974903476,130;128;129;863;330,558.7590974903476;610.7414213320463;655.7249999999999;659.79263996139;1301.2271476833976
31147,814.3559315730755,330;130;128;129;863,814.3718110821866;976.9759390107846;1026.0759390107849;1068.8759390107846;1075.8759390107846
31148,597.8524508670521,330;130;128;129;863,597.8524508670521;1648.0050173410405;1697.1050173410406;1739.9050173410403;1746.9050173410403
31149,464.4003751774488,863;130;128;129;330,480.56038328939366;514.6620766578787;558.1373656459136;565.2901439870209;1481.2532244980735
31150,Not found,Not found,Not found
31151,340.8031255195345,863;129;130;128;330,340.8031255195345;445.3031255195345;455.935710723192;469.90312551953457;1578.333965087282
31152,256.6727239013536,863;130;129;128;330,258.48134618950496;326.46938624142405;339.3392916743927;351.44478027072137;1528.273447061005
31153,704.7758783620062,130;128;129;863;330,704.7758783620062;753.8758783620063;796.6758783620063;803.6758783620063;980.608795735401
31154,255.05592844704762,130;128;863;129;330,255.06314706347948;305.47468735159094;340.00014247269274;341.2397815418712;1403.4421402564508
31155,692.7633677991137,130;128;129;863;330,692.7633677991137;741.8633677991137;784.6633677991138;791.6633677991138;1057.8788985017936
31156,433.40086775849426,863;129;130;128;330,433.54019799560007;520.6415546321193;536.3868125152775;545.2868125152773;1740.963175262772
31157,543.6123089632384,130;128;129;863;330,543.6123089632384;594.1484923585296;638.0255266418834;645.8009913258983;1206.706175134242
31158,738.5262885384795,32;397;330;130;128,947.9975288303131;1864.279100964933;2284.9967521769827;3344.4967521769827;3393.596752176983
31159,309.0213919178961,397;32;912;330;130,309.0213919178961;1750.0657472738935;2928.429762668377;3559.3657472738932;4618.865747273894
31160,1251.360548014715,397;912;32;330;130,1412.8805150323483;2396.642813649626;2829.7655334263604;4639.06553342636;5698.56553342636
31161,1317.5619975524805,912;397;393;32;330,1322.1941353666573;3497.2674479902103;4879.090304057234;4975.46744799021;6784.76744799021
31162,Not found,Not found,Not found
31163,2675.5790625,330;130;128;129;863,2675.5790625;3304.6790624999994;3353.7790625000002;3396.5790625;3403.5790625
31164,1695.951171998733,571;506;863;129;130,2584.7379315806147;6180.102739942984;6579.678492239468;6659.478492239468;6675.2784922394685
31165,1016.7278041374075,571;863;129;130;128,1016.7278041374075;3645.8250521920672;3725.6250521920665;3741.425052192067;3750.3250521920672
31166,355.8694127548158,25;368;506;330;130,359.316121189452;1532.3550402094634;1865.7909481952495;3834.380549841032;4749.174565176734
31167,1954.0698892599753,368;25;506;397;330,1967.4757426612762;2797.2955176656706;4644.530198628932;5564.292054842679;5823.402689400597
31168,2042.2496886120996,506;863;129;130;128,2156.903269572954;2239.183162811388;2319.0051379003553;2334.805048932384;2343.705048932384
31169,1376.056287708506,25;368;506;330;130,1397.3898379273633;2206.1364840884894;3179.987933278126;3696.7435939902994;4759.043593990299
31170,448.36675373806526,506;25;368;863;129,448.36675373806526;1925.692037470726;3121.892037470726;3577.4255269320847;3657.225526932084
31171,1179.080616438356,784;243;586;834;327,2106.6256392694063;4445.581050228311;5755.9261187214615;7171.9400456621;8964.15799086758
31172,615.1694488965603,181;549;850;403;226,651.6229441499199;2548.686512144002;3704.154728146961;4297.744347182838;4369.833670324252
31173,298.95496772161863,329;395;567;857;551,298.95496772161863;4268.086080932137;5695.4771217131165;6010.351440717997;6469.390725869942
31174,1805.5048033906287,395;329;857;551;952,3924.332469978808;4745.760160113021;4860.243206969625;6822.857169766895;8264.70197786673
31175,1648.590208588957,549;181;851;850;723,1894.0651288343558;3749.355779141104;5588.521840490797;6478.141644171779;7210.34473619632
31176,192.49821637426902,723;555;834;396;549,192.49821637426902;3888.4062719298245;3889.385292397661;4271.893567251462;6428.100994152046
31177,1885.8223995880537,723;555;834;396;549,3907.8482148987296;5436.878081016133;6254.265465156197;6732.828561620323;9004.496635770683
31178,2059.890635372214,850;181;549;226;403,2132.1576339497387;4682.537553342816;5601.680606922711;5703.642508297772;7880.751469890944
31179,2146.5215386411396,642;781;33;817;904,2834.4021363530237;3243.665911744105;3328.4755661919216;3488.8631449918275;3522.963144991828
31180,890.036559712422,642;781;33;903;817,932.6894288377049;1946.5864199174541;2243.1864199174543;2311.987431766742;2328.444641192917
31181,1207.8341367881892,551;781;395;903;817,1226.422054835794;4791.925881289545;4881.914642964748;4894.967701114793;4982.767701114793
31182,2162.633752400908,781;551;903;817;904,2337.1222105814563;2396.7590536057273;2420.5287235900123;2508.328723590012;2541.0287235900123
31183,715.4317223922769,226;403;642;181;781,939.0129444313634;2969.4977690134215;3450.305156581116;4254.341129032258;4667.193218742642
31184,2443.127307848719,903;817;904;781;33,2562.8513420089466;2603.886518910126;2636.586518910126;2707.271106140708;3003.427694184628
31185,1524.1192867198497,952;922;819;88;903,1524.1192867198497;3858.657320506804;4049.6099249178787;4541.492773345848;5197.8632332238385
31186,1946.7078372591006,952;903;817;904;781,1988.6405781584579;4177.2052248394;4219.416102783724;4252.116102783727;4314.336381156318
31187,255.96560368663592,819;855;952;857;922,255.96560368663592;2761.8581566820276;2878.396774193549;4629.285585253456;4905.841124423963
31188,1135.0579941105145,819;855;952;857;922,1214.356002078642;2979.343045210463;3519.765892949939;5170.523488654079;5801.528477394769
31189,267.45889448568397,952;819;922;88;903,267.45889448568397;3183.8739793213144;4223.595619034995;4324.40782078473;4375.317775715801
31190,930.1580378087485,80;270;998;777;46,2179.8086242583136;5337.901421277769;5942.870249758521;7540.299296260521;8264.64713674624
31191,2830.860372960373,270;777;184;80;15,3750.1545086492456;4973.258667648141;6606.2086369770595;6797.233689117899;10125.299926389398
31192,312.3165287424265,270;777;80;184;15,312.3165287424265;3123.056058814837;3546.3500812767843;5325.50322890498;7620.955076104626
31205,427.4770024712894,373;720;522;578;156,427.4770024712894;456.27700247128956;526.6932984445414;2417.6932984445416;2501.038363134177
31206,1517.6379071009076,522;373;720;578;156,1661.5813134009607;1792.981313400961;1821.7813134009612;2098.124239188468;4189.8813134009615
31207,1554.0082021237642,156;373;720;522;578,1554.0082021237642;3363.6401684364705;3392.4401684364707;3449.7401684364704;5340.74016843647
31208,647.1007601630495,373;720;522;156;578,647.1007601630495;675.9007601630495;786.7237853916494;2588.358378318828;2677.723785391649
31209,1130.6211488250656,373;720;522;156;578,1130.6211488250656;1159.421148825065;1286.8211488250652;2694.4995179754974;3177.821148825065
31210,847.1842830253252,522;373;720;578;156,847.1842830253252;978.5842830253251;1007.3842830253251;2285.141897672827;3375.4842830253247
31211,611.6570106907895,373;720;522;578;156,611.6570106907895;640.4570106907896;697.7570106907893;2588.7570106907897;2732.76212993421
31212,259.59915311653117,578;522;373;720;156,259.59915311653117;2217.7215108401087;2349.1215108401084;2377.921510840108;4746.021510840108
31213,612.9587099950763,373;720;522;156;578,612.9587099950763;641.7587099950763;769.1587099950764;2334.247424913836;2660.158709995076
31214,426.29812536613946,373;720;522;156;578,426.29812536613946;455.0981253661394;573.1974614333138;2432.942706502636;2464.197461433314
31215,612.198026411261,373;720;522;156;578,612.198026411261;640.9980264112611;768.0912494558119;2340.038702655638;2659.091249455812
31216,193.19443603967056,373;720;522;578;156,205.88127416372504;210.386888552698;442.97248277021345;2371.2165574046057;2713.0142208774582
31217,312.77014607425434,373;720;522;578;156,324.1619293974437;352.835423006695;387.9824406573342;2264.80182592818;2669.331588557517
31218,1802.4303047895503,156;373;720;522;578,2022.6304789550072;2404.022002902758;2432.8220029027575;2510.7849056603773;4399.879100145138
31219,2233.7147161878065,156;373;720;522;578,2583.171361831348;3770.878906797477;3799.678906797477;3926.3420462508752;5817.342046250876
31220,2443.2550496405343,720;373;522;578;156,2492.56001369394;2505.0168435467303;2610.6082163642586;4331.204279356384;4928.982985279014
31221,4374.9,156;373;720;522;578,4374.9;6670.4;6699.2;6826.6;8717.6
31222,139.5226219512195,522;373;720;578;156,211.04789024390243;251.15998780487806;253.7587195121951;2210.463634146341;2727.005292682926
31223,421.6114424832623,156;373;720;522;578,421.6114424832623;2881.572837935041;2910.372837935041;3037.772837935041;4928.772837935041
31224,455.64532355589864,673;674;775;883;656,455.64532355589864;559.8683648526952;631.9219606329601;640.7219606329602;655.3219606329602
31225,687.9597198496753,717;716;407;673;917,687.9597198496753;736.2441179820065;909.6690809702768;1017.5685798883953;1079.4544471016968
31226,619.3497919164845,717;716;673;674;775,620.8652747407773;666.3151230866897;878.6200112858857;982.3200112858857;1055.3200112858856
31227,553.1642226519803,673;674;716;756;775,558.316127133608;662.016127133608;714.0534936517279;729.9487177331202;733.1555873202723
31228,546.8988532110092,716;717;673;674;775,570.0630160550459;602.0629095674967;603.7688237221494;707.4688237221493;780.2409731323721
31229,689.7494062454186,716;717;673;674;775,698.4597859551386;711.8388212872012;831.2082832429263;934.9082832429264;1007.6818208473832
31230,237.52061248527679,917;887;407;717;716,237.52061248527679;286.73690055527516;564.223456166919;1244.2556284704694;1292.2556284704694
31231,356.2201894140556,407;917;887;717;716,360.1824836254204;596.4380598335989;642.6017879270668;967.699433528058;1015.699433528058
31232,670.3773493975903,407;917;887;717;716,670.3773493975903;857.2443702081051;942.6773493975903;947.437951807229;995.437951807229
31233,783.347380128522,407;717;716;917;887,788.0650601417037;837.5999670456418;885.5999670456418;964.5043170209262;1050.160940846927
31234,662.0190860031423,407;717;716;917;887,662.1016053009085;803.195710089487;851.195710089487;856.6106154791994;929.3941116196462
31235,304.5651194539249,384;325;324;773;656,305.83823500731353;386.5409751340809;416.48077035592394;534.4617844953681;572.4038127742564
31236,309.37491186839014,384;325;324;773;656,311.92252643948297;413.563607520564;428.8263102232668;446.84276145710925;490.1871680376028
31237,444.10476144391754,384;325;324;773;656,444.10476144391754;545.9047614439176;576.5047614439175;696.8045291783606;736.3045291783606
31238,231.38450172385487,773;384;324;325;656,285.53649647020194;287.5525748371915;308.3917200240793;319.6679089366825;324.94662616975864
31239,582.2767209277583,384;325;324;773;656,582.2767209277583;684.0767209277583;714.6767209277583;798.7630492605597;841.9389828705181
31240,400.2286375661376,384;325;324;773;656,400.2286375661376;502.02863756613755;518.7740299823633;521.2749338624338;566.1811838624337
31241,1526.473327049953,716;717;673;325;656,1648.8925777568331;1724.763878416588;1752.2592130065975;1774.6732327992459;1801.196889726673
31242,1877.3810575776702,58;325;324;656;883,2003.6246230450943;2336.900252472123;2361.9423732379546;2408.1827407251562;2431.281576548145
31243,974.2503712004483,717;716;407;917;887,1020.6666479899147;1068.6666479899145;1181.6007143857682;1348.3709623196528;1444.5077321753745
31244,495.3472474554012,717;716;673;674;775,521.7591386669585;523.8924756484623;1206.9324668928532;1293.5445769946373;1397.2901882455947
31245,508.12551913935454,717;716;407;673;917,508.12551913935454;556.1255191393545;1161.687265449087;1196.0694270703027;1287.4872654490869
31246,506.645124157211,673;674;716;717;656,510.107457654991;572.3379789508305;634.9233103108041;696.0537658279889;705.0922792303897
31247,609.2491022264784,716;673;717;674;656,609.2498563562365;680.9225999521188;689.5498563562365;742.7225999521187;846.4052549676802
31248,748.3897034435665,673;656;674;325;883,753.1014193737196;812.6197785581895;814.9014193737197;819.0807823626965;820.6197785581896
31249,671.4450226367752,325;324;384;773;656,671.7880106911034;681.2325205912836;718.2600065455736;800.5471335842469;819.2185621556755
31250,504.1821728081321,716;717;673;674;656,504.1821728081321;583.9144091486659;1028.8120076238881;1090.612007623888;1215.3618805590852
31251,1104.8745358887636,325;324;773;384;656,1104.8745358887636;1114.0745358887636;1233.8745358887636;1253.0745358887636;1254.9745358887637
31252,755.7935388263189,325;324;384;773;656,767.5365975103736;777.8489982216953;806.8139359810314;897.6690930646116;919.508583283936
31253,909.2119003115264,384;325;324;773;656,916.7153093012906;995.1498353360035;1021.0183177570093;1141.0679750778816;1173.0483044058744
31254,1425.4012025143481,774;479;325;324;773,1425.4012025143481;1612.2012025143483;1829.9931948619842;1839.1931948619842;1958.9931948619842
31255,936.7232773066572,774;479;325;324;478,936.7232773066572;1123.523277306657;1484.1725486213375;1493.3725486213375;1574.523277306657
31256,791.428144205791,325;324;384;773;656,792.2813913704618;802.0418044731674;889.8712602166888;920.6821643540519;937.2555027561301
31257,1157.1718790920993,325;324;774;773;384,1177.7054888694895;1186.9054888694893;1206.1235159319074;1306.7054888694893;1325.9054888694893
31258,1066.4407779131661,325;324;773;384;656,1078.1106073237993;1087.3106073237989;1207.110607323799;1222.425017636119;1228.2106073237992
31259,491.62106413994167,673;716;717;674;775,537.1360301263363;579.6300048590864;610.5300048590865;639.5847910592809;713.8360301263361
31260,377.5183396865735,716;717;673;674;656,377.82381759141606;456.19833403924895;707.90749682338;769.7074968233799;903.4074968233799
31261,295.6932734452979,716;717;673;674;775,307.57121902530054;322.7194939894979;768.2165777025562;869.7854836609815;946.6270624484658
31262,423.5747162632028,717;716;673;674;775,423.7256707997114;472.4381945811192;862.3385554024799;966.0385554024799;1039.03855540248
31263,288.2707136237256,673;674;656;883;775,301.99061420507206;345.7443929564412;356.1700480242649;361.86051057376363;368.3452270620945
31264,360.911487018096,325;324;656;883;775,369.26242328874906;412.0624232887491;420.5517387883556;428.5517387883556;437.3517387883556
31265,319.890709692237,325;384;324;773;656,346.16729444189247;363.86807533302715;378.2756545705099;518.9869200734958;546.1505627009645
31267,209.58768720704242,673;674;775;883;656,211.54794786784038;256.811443923631;482.51121527380815;487.8664227735223;497.5318737852978
31268,258.9198409191339,673;674;775;883;656,260.30410958904105;342.25428634555897;441.6132125497127;450.4132125497128;465.0006186478126
31269,242.4331267751097,756;656;883;773;775,242.4331267751097;292.7331267751098;293.5331267751097;300.7331267751098;302.3331267751098
31270,302.96536770921387,673;756;775;883;656,342.7188292476754;392.65912933220625;395.2144928148775;399.73432797971265;410.39639053254444
31271,273.6336782308785,153;877;697;902;933,273.6336782308785;704.5067762223574;839.4111178738082;872.6867518766484;913.6867518766484
31272,542.3809068010077,153;697;828;877;478,542.3809068010077;801.2330226700252;819.416523929471;879.8113979848868;901.2375188916876
31273,731.7548557188776,478;153;877;828;697,783.6206724692115;806.0189244826465;897.4944093322258;1127.091101159305;1132.3501643251832
31274,579.9129365387819,153;877;697;828;478,580.0898450946644;790.8986341680085;918.0482205318973;930.7079340403087;935.5144578313252
31275,290.08337167689166,153;697;877;828;691,290.08337167689166;722.6176891615542;793.1428425357873;808.9176891615542;863.5176891615542
31276,584.1614004829254,877;153;478;902;697,585.2432735426011;703.1425491548811;1037.464349775785;1115.2935494998276;1116.413521904105
