SA2_5DIG,shortest_time_sec,closest_hospital_IDs,closest_hospital_distances
11417,168.44874531835208,517;219;635;634;342,168.89894194756556;248.6755711610487;296.1136423220974;316.4925280898877;329.71860486891387
11418,489.3316463836944,631;233;635;766;517,537.2594785792026;564.3765855347779;632.7031018106263;651.9730780647077;819.3031018106263
11419,464.23049762924086,766;233;631;635;517,466.09831514984114;518.6566128067027;735.952013994384;786.505496478387;973.105496478387
11420,859.2204071740183,559;233;631;766;456,859.2204071740183;1486.1204071740183;1538.6204071740183;1810.4204071740187;2041.3204071740183
11421,506.8400930665426,559;631;233;766;456,507.22387156817126;978.1736342484876;986.6011726384364;1310.9003722661703;1438.4257608189857
11422,536.6572111735236,559;233;631;766;456,536.6572111735236;1163.5572111735237;1216.0572111735237;1487.8572111735234;1718.7572111735235
11423,278.09041566614223,559;233;631;766;456,278.09041566614223;804.1146642378075;853.4525710027324;1128.4146642378073;1432.3088805166844
11424,223.69849845534878,233;631;766;163;176,246.1050506501904;318.67214598749905;569.4301099216897;929.4399094762555;946.4399094762555
11425,342.4673303046499,233;631;766;559;163,342.4673303046499;562.0307856761091;688.9480892570817;854.7655799037947;1172.130785676109
11426,126.91499459329569,233;766;631;559;635,127.05721094156755;363.48345548480114;474.83534783131086;819.8483880011213;1068.2522527934639
11427,343.2435495200188,631;163;176;929;233,343.2435495200188;638.436595645048;655.4365956450481;675.6365956450479;680.7435495200187
11428,285.9773832742905,631;233;163;176;929,285.9773832742905;616.5482784699279;814.7267762607969;831.7267762607969;851.9267762607968
11429,199.08952077285488,766;233;631;635;559,262.0067624803693;263.1600437824204;537.7910674344454;942.175910150859;1023.6555180126587
11430,357.5860946745562,233;631;766;635;517,426.4328461538461;453.15984615384616;527.5887455621303;777.3621834319526;949.4302544378696
11431,349.7963600451467,233;559;631;766;163,386.479913737504;540.0281763947114;688.840599806514;723.1063447275073;1309.1967873266688
11432,765.6073646606211,631;559;456;233;609,765.814784281396;879.3117614729322;976.1526518274251;1103.314784281396;1270.7526518274253
11433,302.12655707339667,148;151;636;150;475,302.12655707339667;1008.6954696303156;1094.0954696303158;1169.295469630316;1925.3954696303158
11434,561.8249560716152,148;151;636;150;475,561.9911050956927;747.6817922781023;833.0817922781023;908.2817922781021;1603.464733817733
11435,491.5963884514436,151;148;636;150;475,555.3144216972878;599.7771408573929;640.7144216972879;715.9144216972879;1471.7858127734034
11436,325.1675502983577,151;636;150;148;475,340.2375191424196;376.8823836932988;438.14030733484714;1181.3826582880076;1517.6663040608332
11437,201.9317522260086,636;151;150;148;475,243.14160712322746;248.41767066065734;401.13337913597894;1040.971759920853;1266.256419698802
11438,551.9978520988623,151;636;150;475;844,575.076819340918;580.8602393095332;732.5671096508435;1064.8151775205963;1127.1151775205965
11439,Not found,Not found,Not found
11440,841.932226346945,636;151;475;844;150,861.0961974515903;902.0961974515903;991.3516052974816;1053.6516052974816;1056.7961974515904
11441,387.9890643911886,636;151;150;148;475,387.9890643911886;451.0268518518518;605.7268518518518;1262.7550593076737;1263.7977668845317
11442,886.0824928841497,475;844;476;474;636,891.8897659203876;954.1897659203873;962.9897659203873;968.1734992990356;1066.9644674795022
11443,571.7480161127894,636;151;150;475;844,571.7480161127894;612.7480161127894;767.4480161127896;1136.5663846928499;1198.8663846928498
11444,333.92293033277474,151;150;636;148;475,333.92293033277474;414.3683361264066;453.7673449844386;1170.7253914292555;1572.4985300454873
11445,1834.9748433147631,771;95;151;636;148,1841.3277506963789;1868.1277506963786;2011.9840703342618;2097.3840703342617;2167.588823119777
11446,1142.8234553775742,151;636;150;148;113,1283.5077075098816;1383.0054399833577;1399.8917412107344;1442.2834824214688;2290.7099646349075
11447,1648.7951703191995,148;151;636;150;771,1649.155300142925;2212.916305383516;2303.098755359695;2320.9573189614102;2470.8087839447358
11448,1313.5230092437912,148;151;636;150;475,1313.5230092437912;1947.0223855663214;2032.4223855663215;2107.4170508965362;2850.6119612428997
11449,1015.6391991380858,82;473;778;687;643,1031.2827617166458;1689.4049919195547;2927.0827617166456;2964.0149218890283;3736.0038965702997
11450,805.9677662831206,778;909;607;959;608,853.9988282487069;959.4417449593582;977.151425102924;978.051425102924;1017.5539269502799
11451,2484.2,802;473;358;82;909,2484.2;2851.7;2958.4000000000005;3110.5999999999995;3720.7
11452,269.77782486944676,82;778;473;607;959,269.77782486944676;2077.3788390221753;2477.5220389010824;3319.0788390221755;3319.978839022175
11453,983.1515461169362,82;778;607;959;909,1067.2190332326284;1158.2448373911498;2399.9448373911496;2400.8448373911497;2404.8448373911497
11454,393.82165843298395,778;607;959;909;608,393.82165843298395;1662.520735029318;1663.4207350293182;1667.4207350293182;1720.220735029318
11455,481.71447303720703,82;778;473;607;959,481.71447303720703;1711.6097688903458;2827.914473037207;2953.309768890346;2954.2097688903455
11456,Not found,Not found,Not found
11457,330.0369889308337,909;607;959;608;573,330.0369889308337;371.5369889308337;372.43698893083365;394.2369889308337;1008.9988482948365
11458,514.5147535449022,909;607;959;608;358,515.308651249156;556.808651249156;557.708651249156;579.4201932815665;1173.4809588116138
11459,559.848918387414,909;607;959;608;778,559.8499508357916;596.0666385728333;596.9666385728333;623.147738446411;1213.9369785082174
11460,601.8099472245782,607;959;909;608;573,601.8099472245782;602.7099472245783;626.0099472245782;659.5099472245782;1261.4490670059372
11461,339.1177021867407,607;959;909;608;573,339.69695707508964;340.5969570750897;362.8837093601758;396.9181302788384;1150.9180145782714
11462,346.69866203656426,909;608;607;959;573,358.1652946583597;366.50420283934227;371.31337452762745;372.2133745276274;922.3831631089777
11463,875.8222594843849,607;959;909;608;573,877.0169356529029;877.916935652903;897.4719241249215;927.5280758750787;1466.5430308111509
11464,225.20196624981165,909;607;959;608;573,232.15979358143736;253.18628145246348;254.08628145246345;287.3055522073226;1113.0228567123702
11465,1833.9361062969383,607;959;909;608;98,1836.0818409397266;1836.9818409397265;1860.2818409397264;1893.7818409397264;2407.3818409397268
11466,535.3423972800925,802;358;909;607;959,601.963013599537;736.0706958912037;1468.5959563078704;1510.0959563078704;1510.9959563078703
11467,414.99896752270797,358;802;909;607;959,414.99896752270797;1175.1650918120629;1205.988342155133;1247.488342155133;1248.3883421551327
11468,827.3238495995655,358;909;607;959;608,901.495411972309;1124.268793267273;1165.768793267273;1166.668793267273;1188.3268358897787
11469,551.6587505813052,573;79;909;608;545,551.6587505813052;928.8541776468765;958.9027437606572;966.8027437606572;969.7541776468764
11470,664.0725319512932,573;909;607;959;608,689.0220589715206;825.2251283083425;831.6216312770454;832.5216312770453;833.1251283083426
11473,502.866512,805;824;793;980;27,542.26288;545.4943519999999;567.594352;590.3036906666667;592.177632
11475,437.5,27;805;824;793;962,437.5;569.5;611.1;633.2;728.2999999999998
11476,390.7386983674811,14;271;744;666;492,427.1215806581206;439.2725722216135;564.6505861728936;585.8906869727183;679.167937620978
11477,324.1029873039582,14;744;271;980;805,324.1580657206871;503.6741598207618;598.5568988050784;636.3446835324869;637.1923170276325
11478,313.67498308525035,14;271;744;222;979,328.0348725755525;553.6993797925123;555.5651950834462;621.8907927379342;639.7907927379341
11479,359.83685124864274,423;27;805;980;44,360.1650325732899;490.789533116178;536.1126004343105;667.9430238870792;708.0659391965255
11480,153.29371893357433,423;844;27;980;291,153.29371893357433;574.4802659608806;592.1925569685623;595.3078690852752;605.987231295591
11481,259.7847150880899,980;805;637;882;978,297.71607700062407;330.0538476309347;430.61607700062405;458.4391003792425;484.13910037924245
11482,379.0807633877706,980;637;979;882;977,386.3292669958222;391.42926699582233;514.6817736422332;530.1292669958223;544.8817736422332
11483,310.434181331293,805;27;423;980;637,351.0243353098699;393.26978768171386;409.1502677888294;418.13004973221115;551.0300497322112
11484,346.5754276601914,980;423;637;882;978,365.09572339808636;419.8351164588769;445.3286846428917;527.0454672852036;552.7454672852034
11485,219.2150351123596,980;637;882;978;865,219.2150351123596;326.3591889044944;368.2125035112359;393.91250351123597;411.81250351123595
11486,400.25,291;98;423;980;637,408.95;433.75;467.3500000000001;537.4499999999999;542.55
11487,469.88461538461536,423;980;805;637;882,469.88461538461536;500.1461538461538;617.1538461538461;618.6461538461538;662.7461538461539
11489,358.1990591942381,980;222;882;865;978,371.46471303173536;385.4648660814765;385.6441593517893;405.72658113887013;408.4089669142471
11490,526.6697135582432,222;979;977;869;865,582.1542457033736;600.0542457033737;630.2542457033738;636.2923233609165;658.4542457033735
11491,206.7633842226695,979;977;222;978;865,271.252132934073;279.72633645869126;288.5759756516617;289.23298807127776;292.03195228511123
11492,247.23088527057536,980;882;978;865;637,247.38263665594855;316.38247930491895;342.0295580488472;359.87137237463224;359.9141102825477
11493,306.251779051779,637;979;977;978;980,320.99734734734733;326.88164073164074;357.08164073164073;393.12489762489764;406.13242333242334
11494,449.73310798295984,979;222;977;638;637,490.6725597332838;494.32542137432864;520.872559733284;529.1520096314133;541.4731339136879
11495,198.22221689236557,271;744;14;492;666,204.18447289767906;363.1518025165123;435.2747721486292;519.4391830559758;646.5552119847976
11496,269.68400564449416,666;271;839;704;609,287.99998053622693;495.08922680161544;501.5874458663812;545.5874458663812;615.9928519293466
11497,170.93331201790494,744;271;14;492;209,191.75526557691538;280.1853642939931;312.99739418888134;511.9990567922944;515.2007953319212
11498,249.28673956675203,389;739;209;491;744,283.7079728700948;335.34097861443706;465.5958959097515;546.3958959097515;565.9567513322722
11499,165.94641129812342,389;739;209;171;342,165.94641129812342;511.4256626039853;579.7807312826466;589.1587637840976;628.0350067711356
11500,238.9525554839304,492;271;744;209;491,253.0189750437425;337.04513306934336;432.4192421033245;453.4592918316604;510.03203333640295
11501,199.1521393196395,209;491;492;739;271,202.59988633595842;270.61941219452785;393.44557928066894;497.16353008037663;502.6276365998214
11503,276.4669409086205,744;14;739;271;209,329.29403394390977;364.200424298872;380.5096605609024;476.1889423574459;506.17549415295446
11504,413.7263075947177,475;844;476;474;98,413.7263075947177;435.9521769217461;439.7894527420564;593.4967591257712;692.5217519174212
11505,1146.3295686274507,475;844;476;474;98,1209.5126834733892;1266.931843137255;1275.1616918767504;1326.880056022409;1355.1403025210086
11506,879.6155176273083,148;151;636;150;475,951.1728875209849;978.3955176273082;1027.7650923335198;1137.4371516508113;1469.784868494684
11509,481.90752016003,98;475;844;476;291,514.1671625929862;522.8927923985748;526.1345127211353;530.8927923985748;534.2153653810091
11510,259.04184886435996,98;291;475;844;476,259.7550732328592;270.38597962216085;756.3872001698153;761.5483655274888;764.3872001698153
11511,336.7272205144798,844;423;475;476;474,363.3896659116648;381.8100226500566;427.744042226177;439.10078061802295;618.54767027989
11512,351.08485976957985,844;475;476;291;98,354.61613522634707;380.43147911090426;388.43147911090426;524.0605201908531;527.9239846386594
11513,328.55079631584,423;844;291;98;475,360.7767197543893;448.01708241389235;470.127962198983;494.92796219898304;509.1955674949631
11514,395.14559532355656,98;291;475;844;476,395.14559532355656;412.38524253922674;637.8212696133729;643.621269613373;645.8212696133729
11515,200.18929602990312,423;291;98;844;980,200.18929602990312;461.2283343716373;486.02833437163736;626.3344282720734;633.0537860338676
11516,275.31131591349424,291;98;423;844;475,302.5844530554537;327.3844530554538;363.2252290935749;594.4957899146463;651.9775828664187
11517,210.44334335538184,98;291;423;844;475,215.81407095610342;228.0672158749248;601.1559350571256;653.067805171377;667.636067348166
11518,800.2326797385621,98;291;573;475;844,812.8124859139058;813.4656975433852;1063.6666215911653;1093.5048230786567;1099.3048230786567
11519,218.09242205702878,291;98;423;980;637,233.54524575613002;258.34524575613005;420.92807611228227;655.6217019860202;661.4982358815045
11520,338.49988010698144,98;291;844;423;475,341.08421101171257;355.6003504565157;574.7123397583695;589.8829659688278;614.8954809554551
11521,249.04999999999998,291;98;423;79;980,249.04999999999998;271.71250000000003;660.0500000000001;834.6625;858.6750000000001
11522,424.707364192808,475;844;476;474;44,424.707364192808;487.007364192808;495.807364192808;559.1349655700077;856.0713147156338
11523,234.06592083533113,474;475;844;476;44,239.1681583293378;356.8791060678706;382.3536092909275;414.37152522508126;562.3044803153801
11524,458.2436406687929,474;475;844;476;44,462.3160529622113;524.7512225765922;587.0512225765923;595.8512225765922;777.8302696433749
11529,331.3859304258123,441;553;422;835;836,332.7468393604218;353.3975471373717;401.7729783941773;426.43012780102003;459.6301278010201
11530,123.60783258266507,441;553;422;835;836,141.4615566296825;153.60494891793914;170.79319455124684;211.15173019883554;244.35173019883553
11531,286.0310440251572,553;441;422;835;836,291.99247798742135;305.7528113207547;309.81940251572325;368.91261006289307;402.11261006289305
11533,951.9719249692497,441;553;422;835;836,951.9719249692497;974.9719249692497;1024.6719249692496;1063.8719249692497;1097.0719249692497
11534,799.8070718765075,44;391;932;946;441,799.8070718765075;946.8070718765075;963.0070718765076;970.8070718765075;1102.9905258080078
11535,814.9974451173354,441;553;422;44;835,829.7752081756244;852.7752081756244;902.4752081756245;961.5686601059803;963.7752081756244
11536,560.3313278008299,553;441;422;835;836,568.292554696341;572.1322048283666;612.923877781969;672.900273481705;706.1002734817049
11537,1558.8625,441;553;422;835;836,1558.8625;1581.8625;1631.5625;1670.7625;1703.9624999999999
11538,376.54056255690256,441;553;422;835;836,377.1497005127222;397.82420336384115;446.82465858450337;493.20111648857153;526.4011164885715
11539,267.2971414855547,93;332;431;218;771,302.55636292223096;324.0478353844811;488.7902548660208;2323.4675656803706;4085.129344505542
11540,1621.265720161354,93;332;431;218;771,2394.2376097445226;2416.9186427272007;2568.578375385589;2814.80725302539;5426.566036541961
11541,279.16742830854156,1008;89;145;144;591,279.16742830854156;2847.599340591934;3020.6204416500536;3037.320441650054;3408.9939579819047
11542,1827.2487598990515,1008;145;144;152;693,2251.215403359151;2996.1763554085805;3021.8480724044903;3492.0736924549647;3508.20491689148
11543,284.31950528700906,1011;538;591;208;89,287.80993202416914;292.60487160120846;2507.4592145015104;2777.166087613293;3446.683789652568
11544,1102.6191364750748,591;89;538;1011;208,2517.12439389812;2822.188313810951;2868.404998637973;2869.623072732226;3983.8770226096435
11545,275.1182745892741,681;292;992;990;991,280.44838966490556;474.02436853151914;574.5742129261056;578.2742129261055;580.7405297821524
11546,148.7917264711913,681;292;991;392;992,148.7917264711913;575.3375230674596;670.4375230674594;679.0375230674595;679.0375230674595
11547,356.63616381304956,681;753;292;991;392,371.20518278574735;505.806779268857;799.6051827857474;894.7051827857473;903.3051827857473
11548,137.1408915283343,392;991;990;992;292,137.32646680022896;187.64592873497423;199.20467945048657;202.90467945048653;426.24500572409846
11549,126.41745689655174,990;992;991;392;292,135.37434147509578;135.95269995210728;138.14501317049806;177.02027059386972;299.2792684386973
11550,541.4454296277409,917;887;407;717;716,541.4454296277409;663.4454296277411;959.2799974502806;1446.0799974502804;1494.0799974502804
11551,1021.0325330871037,917;887;592;407;717,1040.2717451523547;1162.2717451523547;1389.8228377962448;1446.9655586334256;1933.7655586334258
11552,357.9593324334274,917;887;407;717;716,357.9593324334274;479.9593324334275;955.9651859123818;1456.278205914836;1504.278205914836
11553,138.73172595520418,162;869;868;638;666,163.9586956521739;222.24152832674574;550.9741765480895;617.7276548089592;839.8918445322793
11554,390.8092239072257,162;666;869;839;704,390.8092239072257;579.489866190901;641.8092239072257;792.589866190901;836.589866190901
11555,282.50046284608266,162;869;868;638;666,282.50046284608266;465.79193806277874;614.1660607590676;738.6660607590676;828.9304552722376
11556,187.17815742584634,162;869;868;638;666,187.17815742584634;407.5842993396918;693.3472696782308;791.8999475945918;795.6712189497957
11557,318.53751192520514,869;162;868;638;79,348.4915855752719;372.8612860141194;378.756935699294;571.6098263690136;881.022476626598
11558,439.0124412894961,162;666;839;869;704,470.5548409479078;496.50314368061487;709.6031436806148;721.5548409479078;753.6031436806148
11559,318.0476532587653,868;869;162;638;545,318.54785545278554;464.5218369541837;536.0729748332975;569.5661217466122;850.7403312540331
11560,225.77702044790652,545;79;980;637;638,245.77706913339821;257.23811262577084;621.7870821161961;626.887082116196;738.7381126257709
11561,259.6695479630434,545;79;573;980;637,259.6695479630434;313.55981273640475;634.3874434178707;733.7375457307621;738.8375457307621
11562,450.2221518987341,868;638;545;79;869,450.2221518987341;506.6768723628692;528.4768723628691;551.7768723628692;680.2768723628693
11563,612.6826977555023,868;638;545;79;869,623.2484462845937;672.9369143604271;699.9931401176726;723.2931401176727;845.8420919590325
11564,266.92470643494596,840;264;732;690;689,282.27964168288264;285.862832986647;297.10801180970276;334.7593303361739;342.20040260350265
11565,173.5695025926637,264;840;732;689;690,173.80251584405605;188.67236412521606;189.08429037833687;218.82163753921003;228.62408296523913
11566,319.35336872192727,264;689;415;732;840,326.7154348713761;340.48191098407517;363.14955083707633;365.4154348713761;369.4277664352797
11567,280.47132284054715,415;264;689;732;840,281.34035038411093;397.44879145587413;410.748791455874;436.1487914558741;439.8487914558741
11568,286.382971227246,264;689;415;732;840,298.88767860638086;313.4307888040712;330.56821295752593;331.93709140732045;334.6054511646115
11569,162.92214205452717,689;840;945;884;264,193.58299130640486;204.83865988526816;215.1773966526702;228.99568868649834;239.96758530959843
11570,110.03308913308913,689;840;264;732;690,127.30762362637361;137.08049450549453;144.7854777167277;163.84166666666664;187.77128357753358
11571,347.88972273567464,44;27;423;474;908,347.88972273567464;585.2263585951941;623.8125693160813;727.4848613678374;727.5402587800369
11572,220.34310506860473,44;474;908;155;391,220.34310506860473;611.6110080822004;640.973529227492;654.2049119729342;678.8711045673831
11573,290.3528047780771,908;155;962;44;391,290.3528047780771;320.0629054924464;495.47722215716124;544.61468556037;564.984641058672
11574,347.9704922836492,908;155;44;391;932,348.1279449111155;369.02608907989844;478.0490232467279;516.113068958781;531.3130689587811
11575,179.58040321612864,824;793;962;171;885,179.58040321612864;233.13860154406174;413.4824392975719;507.67046681867276;520.3650946037841
11576,345.3208862545865,962;824;793;908;155,359.13418007338413;361.00762066045723;413.94535704205475;443.98701665255436;481.47033587355344
11577,97.99318701804931,493;668;747;385;580,120.41803237013814;124.56041013473434;135.39329717820524;191.6810524531819;285.4061181255826
11578,180.9799475016406,493;668;580;747;385,225.47839130027188;229.6783913002719;258.28876910096557;292.8546076685103;351.95460766851033
11579,153.39473849044785,747;385;493;668;609,167.4063054598601;209.2833698715941;209.4962104603821;213.69621046038208;231.97511222465806
11580,472.35748580278783,573;909;608;607;959,472.35748580278783;720.0292548614697;727.9292548614696;761.5292548614697;762.4292548614696
11581,540.765128875607,573;909;608;607;959,574.8187461088282;595.5234528701282;607.5626509774623;637.0234528701282;637.9234528701282
11582,121.8609795823396,27;805;980;423;637,181.91770112268048;198.86433598976208;523.083316851841;648.1224070734687;655.9833168518411
11583,210.83732276530165,805;27;980;824;793,210.83732276530165;288.1573756054602;414.311985909291;520.1515719947159;542.251571994716
11584,201.93478773584906,27;805;423;980;637,201.93478773584906;333.4542099056603;563.3918514150943;628.1853891509435;761.0853891509435
11585,261.9520417321068,27;805;423;980;44,261.9520417321068;449.661655822302;641.3583688579762;695.2478573031187;765.7012115772941
11586,267.85137178331837,27;805;980;824;793,268.5576749774707;388.27953339341144;562.5513817963352;571.0877140282367;594.9954190447581
11587,359.1091607565012,27;805;423;44;980,359.1091607565012;527.0968085106383;553.5000985027581;638.9067769897557;770.2146178092987
11588,303.1182398256945,637;980;979;977;882,305.82494747490466;335.5021165668041;407.0780172749202;437.27801727492016;438.42097113065137
11589,105.12964904430098,637;980;882;978;865,138.66537748513713;139.7926612542351;192.71720258262482;218.4172025826248;236.31720258262482
11590,136.00127772420444,739;209;744;198;893,136.00127772420444;464.91113789778206;485.9243731918997;500.2279411764706;517.3279411764705
11591,219.03473466828927,739;209;744;491;271,291.1919386362798;293.8705203377954;350.68043293874695;362.2837961426411;513.5781502378583
11592,1149.1534482758623,607;959;909;608;98,1149.1534482758623;1150.0534482758621;1173.353448275862;1206.853448275862;1529.8844827586208
11593,612.4259280411194,98;291;475;844;476,612.4259280411194;622.8259280411193;749.9778983438035;755.7778983438036;757.9778983438035
11594,596.3727134390517,475;844;476;98;291,615.5404372897646;621.3404372897646;623.5404372897646;664.5333974050938;681.8928559987185
11595,599.6522436680511,475;844;476;474;98,617.3499796400358;664.3991448815051;670.2835980128675;767.720400684095;794.77709096832
11596,649.9173232410116,475;844;476;474;98,649.9173232410116;712.2173232410116;721.0173232410115;780.8363151556855;884.1568037158094
11597,692.0704344963791,475;844;476;474;98,694.0651283739302;755.6732916392364;764.3924753127056;837.8348452929558;878.2076563528638
11598,160.5670485944811,475;844;476;474;423,172.2483697454224;197.17619275688025;213.62116199388424;359.18759532844564;626.578628007221
11599,350.44595496960875,475;844;476;474;44,350.44595496960875;412.7459549696089;421.54595496960866;492.761253317353;819.0742059755158
11600,670.7793113277464,475;844;476;474;44,670.7793113277464;733.0793113277464;741.8793113277464;760.8554586397584;1060.5010546719116
11601,123.86537664132689,844;475;476;474;423,123.86537664132689;195.1776434001382;203.48331029716658;459.6206288873531;486.3951796821009
11602,169.29773114977823,422;835;836;553;441,170.0725520300239;212.72110201296488;245.66651313544867;269.5;269.6146110542477
11603,309.9764296946123,422;835;836;441;553,311.52766697012333;343.7440370768849;376.94403707688485;412.1150790366631;422.96961847223366
11604,625.0161398875447,422;835;836;553;441,632.5320241949225;683.314759754643;716.514759754643;718.1245186573522;722.5792170727552
11605,457.2402782168827,422;835;836;553;441,457.2402782168827;508.1402782168827;541.3402782168827;570.3402782168827;576.0402782168827
11606,361.8437717826255,422;835;836;553;441,361.8437717826255;413.03725313024404;446.2372531302439;470.3278430360139;476.87932102749454
11607,874.7594345168117,441;553;422;835;836,874.7594345168117;897.7594345168116;947.4594345168117;986.6594345168118;1019.8594345168116
11608,674.4730997378949,441;553;422;835;836,674.4730997378949;697.4730997378949;747.1730997378949;799.0251896813354;832.2251896813352
11609,1097.8880809185348,441;553;422;835;836,1097.8880809185348;1120.8880809185348;1170.5880809185346;1214.0171678512847;1247.217167851285
19499,Not found,Not found,Not found
19799,Not found,Not found,Not found
21001,480.5043374112413,37;789;38;36;217,482.3255026092907;501.2255026092908;520.4324920865771;538.0221661391051;1258.2494139789544
21002,139.00468943842526,37;789;38;36;217,178.71768257381524;190.00469770903976;208.23300802249605;309.38089488048956;1049.6370440823753
21003,386.7727383173515,789;37;36;38;217,406.4491777671714;409.48758623682033;474.5938430164447;488.06437714236125;1068.317455634139
21004,383.6819059804367,38;37;789;36;217,383.8863634487597;390.65442238639645;409.1385158281399;638.2171075983326;1338.605939163812
21005,861.9646246162433,38;37;789;36;217,861.9646246162433;869.0646246162436;887.9646246162433;1114.5622104381805;1817.4650851241977
21006,480.9762733446519,38;37;789;36;217,480.9762733446519;488.07627334465195;506.9762733446519;649.642119411432;1405.1181239388795
21007,1138.9835881753313,38;37;789;36;217,1138.9835881753313;1146.0835881753312;1164.9835881753313;1272.3538481141693;2035.857288481142
21008,307.1976200246204,36;789;37;38;217,307.1976200246204;482.52592668581593;485.82592668581583;575.9184174531528;910.5204554780469
21009,1365.246782727428,244;534;232;789;37,1370.9139614268647;1877.9284690220172;2409.2697729988054;2473.958474142345;2477.258474142345
21010,667.7255745658836,217;36;789;37;38,706.1994254341165;1278.1504596527068;1361.7090653728294;1365.0090653728294;1466.228511235955
21011,691.4750895255148,232;217;451;164;36,709.7915734109221;1907.4488473589972;2401.931210832587;2409.867009847807;2716.111929274843
21012,1566.922297057781,37;789;38;36;217,1603.4946295639843;1609.4570896845091;1633.7532080822407;1771.527827011698;2151.0691421481747
21013,1864.8372953305034,510;59;257;36;509,2187.6590964220736;2872.7452092177073;3357.383444511826;3517.2886294724076;3561.2464827167983
21014,952.3639156350298,59;60;36;37;789,1209.4662769371848;1983.9532324621732;2336.313319578175;2392.5345942228337;2396.130742778542
21015,1418.2507402422614,38;37;789;36;60,1672.9215118887394;1680.0215118887393;1698.9215118887394;1834.1227231942573;2097.3631673396144
21016,190.83534024791297,510;509;495;164;217,190.83534024791297;1593.4033898305086;2816.91517834556;2943.041082721983;3083.9700986592457
21017,783.1826879271072,510;509;495;164;394,1170.813648443432;1666.6054669703872;2930.6203492786635;3468.0526006074415;3534.6510250569477
21018,188.59426428720226,861;68;790;164;495,228.65364210818692;229.122019304215;255.94732310256234;1921.182737309909;2118.744260815221
21019,462.23346972860134,861;68;790;164;394,465.91855532359085;481.7221377870564;548.3442588726514;2231.4641002087683;2327.421294363257
21020,370.0819625890737,861;68;790;164;495,370.0819625890737;385.69467042755343;444.9842933491687;2062.8871882422804;2260.5871882422803
21021,398.16207377224964,790;861;68;164;495,403.6454857387948;430.6783508470941;441.93848380870685;2008.6755951104442;2206.375595110444
21022,337.2433397781622,790;68;861;164;495,337.2433397781622;459.3539788338252;466.4423425256945;1684.8830365320039;1875.274646382416
21023,460.6482048263685,790;68;861;495;394,460.6482048263685;567.1783402001176;597.658858151854;2027.2824014125954;2028.4523837551503
21024,785.9944940303698,861;68;790;363;164,785.9944940303698;799.4944940303698;843.940037092848;2339.672377419729;2462.208345890808
21025,482.68286466740295,861;68;790;164;495,482.68286466740295;520.2828646674029;616.6273808512445;2234.40497833659;2432.10497833659
21026,1200.2717645421653,790;68;861;495;164,1259.5809768995266;1328.6170748677987;1332.2419426662955;2137.478068466463;2235.864569997217
21027,371.97953365430004,164;495;790;232;68,371.97953365430004;1342.2110922307184;1876.677588973851;1987.4424242424243;1990.8775889738508
21028,854.6822510312317,164;495;790;68;861,1262.9294873305835;1321.6112787271654;2200.4492634060107;2310.5668709487327;2314.0135533294047
21029,622.972711111111,363;861;68;790;752,640.2233555555555;2492.119311111111;2505.619311111111;2579.7193111111114;3024.1096
21030,482.0898363033569,451;164;232;827;495,494.31312681309583;2180.018452134273;2384.576927061749;2514.6829879817656;2922.098663489432
21031,913.826168359942,451;827;377;232;164,913.826168359942;1877.292757619739;2455.792757619739;2483.7151378809867;2756.118476052249
21032,1252.934383624655,861;68;790;719;363,1535.2521849126035;1560.0525298988039;1625.9453541858327;2674.6175022999078;3081.1607175712975
21033,1241.072525621227,394;90;260;790;68,2260.246609574617;2919.9754597781834;3256.8462726379335;3421.7218306893164;3460.759146427067
21034,1111.8469626168223,872;795;919;276;867,1111.8469626168223;1455.3966199376946;1463.027274143302;1599.4693457943924;1832.796619937695
21035,1946.0146658868257,872;795;919;276;867,2298.128249744115;2562.562333674514;2569.4265097236434;2657.862421406638;2939.962333674514
21036,878.1757227446883,371;276;795;867;919,1097.4093347265762;1611.4266631835594;2068.6794845001746;2095.123232323232;2098.253465691397
21037,396.6319922685948,795;919;276;867;872,425.5317703486291;462.9222707423581;476.12722456868784;491.64230080893407;691.1290070871214
21038,588.1524525436598,872;795;919;867;276,588.1524525436598;765.1296127562642;772.8296127562643;1142.5296127562642;1179.2529005315112
21039,171.3740137018663,919;795;867;872;276,193.2612882904166;253.04866524923222;368.17516339869286;571.3548153397905;811.566414678321
21040,257.10361161058313,872;795;919;867;276,278.39143077318266;398.23907012586693;405.12144875417414;775.639070125867;810.8950423837657
21041,456.70383706440936,276;795;867;919;872,473.7860525071972;664.8816138873373;671.2216302152709;711.597215657629;934.7244317449405
21042,384.7389405708093,276;795;919;872;867,388.35583453757226;611.7595466040462;654.2904172687861;745.8691835260116;751.0600027095376
21043,1112.4857474440455,872;795;919;867;276,1120.616706272451;1272.2085382702403;1279.9085382702403;1649.6085382702404;1675.0597236805747
21044,683.8001713262207,867;919;795;872;276,692.8623238065572;762.0918386418504;871.8960517093685;1200.0908028969704;1405.1803442099522
21045,218.45303113427514,867;919;795;872;276,227.70426553284872;415.5271087642298;510.09027568234814;848.2503908928816;919.5007406391442
21046,257.9798224852071,795;919;872;867;276,258.61071992110453;298.1712721893491;430.11419132149905;583.9021400394477;645.8882051282052
21047,276.24419700799234,872;795;919;867;276,276.60060113395724;559.5465810506182;567.1720404399208;936.9465810506182;952.0167361158549
